word,type,pos,stemmed,priorpolarity
lifeblood,strongsubj,noun,n,positive
lifeless,weaksubj,adj,n,negative
lifelong,weaksubj,adj,n,positive
light,weaksubj,adj,n,positive
light,weaksubj,noun,n,positive
light-hearted,strongsubj,adj,n,positive
lighten,weaksubj,verb,y,positive
likable,strongsubj,adj,n,positive
like,strongsubj,verb,y,positive
likelihood,weaksubj,adj,n,neutral
likelihood,weaksubj,noun,n,neutral
likely,weaksubj,anypos,y,neutral
liking,strongsubj,noun,n,positive
likewise,strongsubj,anypos,y,neutral
limit,weaksubj,adj,n,negative
limit,weaksubj,verb,y,negative
limitation,weaksubj,noun,n,negative
limited,weaksubj,adj,n,negative
limitless,strongsubj,adj,n,neutral
limitless,strongsubj,noun,n,neutral
limp,strongsubj,adj,n,negative
lionhearted,strongsubj,adj,n,positive
listless,strongsubj,adj,n,negative
literate,weaksubj,adj,n,positive
litigious,strongsubj,adj,n,negative
little,strongsubj,adj,n,negative
little-known,strongsubj,adj,n,negative
live,weaksubj,adj,n,positive
lively,strongsubj,adj,n,positive
livid,strongsubj,anypos,n,negative
lividly,strongsubj,anypos,n,negative
loath,strongsubj,adj,n,negative
loathe,strongsubj,adj,n,negative
loathe,strongsubj,verb,y,negative
loathing,strongsubj,anypos,n,negative
loathly,strongsubj,anypos,n,negative
loathsome,strongsubj,adj,n,negative
loathsomely,strongsubj,anypos,n,negative
lofty,strongsubj,adj,n,positive
logical,weaksubj,adj,n,positive
lone,strongsubj,adj,n,negative
lone,strongsubj,noun,n,negative
loneliness,strongsubj,noun,n,negative
lonely,strongsubj,adj,n,negative
lonesome,strongsubj,adj,n,negative
long,strongsubj,verb,y,negative
longing,strongsubj,noun,n,negative
longingly,strongsubj,anypos,n,negative
look,weaksubj,anypos,y,neutral
looking,weaksubj,anypos,y,neutral
loophole,strongsubj,noun,n,negative
loopholes,strongsubj,adj,n,negative
loopholes,strongsubj,noun,n,negative
loot,strongsubj,verb,n,negative
lorn,strongsubj,adj,n,negative
losing,strongsubj,adj,n,negative
losing,strongsubj,noun,n,negative
lose,weaksubj,verb,y,negative
loser,weaksubj,noun,n,negative
loss,weaksubj,noun,n,negative
lost,weaksubj,adj,n,negative
lousy,strongsubj,adj,n,negative
lovable,strongsubj,adj,n,positive
lovably,strongsubj,adverb,n,positive
love,strongsubj,noun,n,positive
love,strongsubj,verb,y,positive
loveless,strongsubj,adj,n,negative
loveliness,strongsubj,noun,n,positive
lovelorn,strongsubj,adj,n,negative
lover,strongsubj,noun,n,positive
lovely,strongsubj,adj,n,positive
lovely,strongsubj,anypos,y,positive
low,weaksubj,adj,n,negative
low-cost,weaksubj,adj,n,positive
low-rated,strongsubj,adj,n,negative
low-risk,weaksubj,adj,n,positive
lower-priced,weaksubj,adj,n,positive
lowly,strongsubj,adj,n,negative
loyal,weaksubj,adj,n,positive
loyalty,strongsubj,adj,n,positive
loyalty,strongsubj,noun,n,positive
lucid,strongsubj,adj,n,positive
lucidly,strongsubj,adj,n,positive
luck,strongsubj,noun,n,positive
luckier,strongsubj,adj,n,positive
luckier,strongsubj,noun,n,positive
luckiest,strongsubj,anypos,y,positive
luckily,strongsubj,adj,n,positive
luckiness,strongsubj,noun,n,positive
lucky,strongsubj,adj,n,positive
lucky,strongsubj,noun,n,positive
lucrative,weaksubj,adj,n,positive
lucrative,weaksubj,noun,n,positive
ludicrous,strongsubj,adj,n,negative
ludicrously,strongsubj,anypos,n,negative
lugubrious,strongsubj,adj,1,negative
lukewarm,strongsubj,adj,n,negative
lull,weaksubj,verb,y,negative
luminous,weaksubj,adj,n,positive
lunatic,strongsubj,adj,n,negative
lunatic,strongsubj,noun,n,negative
lunaticism,strongsubj,noun,n,negative
lurch,strongsubj,verb,y,negative
lure,strongsubj,verb,y,negative
lurid,strongsubj,adj,n,negative
lurk,strongsubj,verb,y,negative
lurking,strongsubj,adj,n,negative
lush,strongsubj,adj,n,positive
lust,strongsubj,verb,y,both
lure,strongsubj,verb,y,negative
luster,strongsubj,noun,n,positive
lustrous,strongsubj,adj,n,positive
luxuriant,strongsubj,adj,n,positive
luxuriate,weaksubj,verb,y,positive
luxurious,strongsubj,anypos,n,positive
luxuriously,strongsubj,anypos,n,positive
luxury,strongsubj,adj,n,positive
luxury,strongsubj,noun,n,positive
lying,strongsubj,anypos,n,negative
lyrical,strongsubj,adj,n,positive
macabre,strongsubj,adj,n,negative
mad,strongsubj,adj,n,negative
madden,strongsubj,verb,y,negative
maddening,strongsubj,anypos,n,negative
maddeningly,strongsubj,anypos,n,negative
madder,strongsubj,adj,n,negative
madder,strongsubj,noun,n,negative
madly,strongsubj,anypos,n,negative
madman,strongsubj,noun,n,negative
madness,strongsubj,noun,n,negative
magic,strongsubj,adj,n,positive
magical,strongsubj,adj,n,positive
magnanimous,strongsubj,anypos,n,positive
magnanimously,strongsubj,anypos,n,positive
magnetic,weaksubj,adj,n,positive
magnificence,strongsubj,anypos,n,positive
magnificent,strongsubj,adj,n,positive
magnificent,strongsubj,anypos,n,positive
magnificently,strongsubj,anypos,n,positive
magnify,weaksubj,verb,n,positive
majestic,strongsubj,adj,n,positive
majesty,strongsubj,noun,n,positive
major,weaksubj,adj,n,neutral
maladjusted,strongsubj,adj,n,negative
maladjustment,strongsubj,noun,n,negative
malady,weaksubj,noun,n,negative
malaise,weaksubj,noun,n,negative
malcontent,strongsubj,adj,n,negative
malcontent,strongsubj,noun,n,negative
malcontented,strongsubj,adj,n,negative
maledict,strongsubj,noun,n,negative
maledict,strongsubj,verb,y,negative
malevolence,strongsubj,noun,n,negative
malevolent,strongsubj,adj,n,negative
malevolently,strongsubj,anypos,n,negative
malice,strongsubj,noun,n,negative
malicious,strongsubj,adj,n,negative
maliciously,strongsubj,anypos,n,negative
maliciousness,strongsubj,noun,n,negative
malign,strongsubj,adj,n,negative
malign,strongsubj,verb,y,negative
malignant,weaksubj,adj,n,negative
malodorous,strongsubj,adj,n,negative
maltreatment,strongsubj,adj,n,negative
maltreatment,strongsubj,noun,n,negative
manageable,weaksubj,adj,n,positive
maneuver,weaksubj,adj,n,negative
maneuver,weaksubj,noun,n,negative
mangle,strongsubj,verb,y,negative
mania,strongsubj,noun,n,negative
maniac,strongsubj,noun,n,negative
maniacal,strongsubj,adj,n,negative
manic,strongsubj,adj,n,negative
manifest,strongsubj,adj,n,positive
manipulate,weaksubj,verb,y,negative
manipulation,weaksubj,adj,n,negative
manipulation,weaksubj,noun,n,negative
manipulative,strongsubj,adj,n,negative
manipulators,strongsubj,adj,n,negative
manipulators,strongsubj,noun,n,negative
manly,strongsubj,adj,n,positive
mannerly,strongsubj,adj,n,positive
mantra,strongsubj,adj,n,neutral
mantra,strongsubj,noun,n,neutral
mar,strongsubj,noun,n,negative
mar,strongsubj,verb,y,negative
marginal,weaksubj,adj,n,negative
marginally,weaksubj,adverb,n,negative
martyrdom,strongsubj,noun,n,negative
martyrdom-seeking,strongsubj,adj,n,negative
marvel,strongsubj,noun,n,positive
marvel,strongsubj,verb,y,positive
marvellous,strongsubj,adj,n,positive
marvelous,strongsubj,adj,n,positive
marvelous,strongsubj,anypos,y,positive
marvelously,strongsubj,anypos,n,positive
marvelousness,strongsubj,noun,n,positive
marvels,strongsubj,noun,n,positive
massacre,strongsubj,noun,n,negative
massacre,strongsubj,verb,y,negative
massacres,strongsubj,noun,n,negative
massive,weaksubj,adj,n,neutral
master,strongsubj,adj,n,positive
master,strongsubj,noun,n,positive
masterful,strongsubj,adj,n,positive
masterfully,strongsubj,adverb,n,positive
masterpiece,strongsubj,noun,n,positive
masterpieces,strongsubj,noun,n,positive
masters,strongsubj,adj,n,positive
masters,strongsubj,noun,n,positive
mastery,strongsubj,noun,n,positive
matchless,strongsubj,adj,n,positive
matter,weaksubj,verb,y,neutral
mature,weaksubj,adj,n,positive
maturely,weaksubj,adverb,n,positive
maturity,weaksubj,noun,n,positive
maverick,strongsubj,adj,n,negative
mawkish,strongsubj,anypos,n,negative
mawkishly,strongsubj,anypos,n,negative
mawkishness,strongsubj,anypos,n,negative
maxi-devaluation,strongsubj,adj,n,negative
maxi-devaluation,strongsubj,noun,n,negative
maximize,strongsubj,verb,y,positive
maybe,strongsubj,anypos,y,neutral
meager,strongsubj,adj,n,negative
mean,strongsubj,adj,n,negative
mean,weaksubj,verb,y,neutral
meaningful,strongsubj,adj,n,positive
meaningless,strongsubj,adj,n,negative
meanness,strongsubj,noun,n,negative
meddle,strongsubj,verb,y,negative
meddlesome,strongsubj,anypos,y,negative
mediocre,strongsubj,adj,n,negative
mediocrity,strongsubj,noun,n,negative
meek,strongsubj,adj,n,positive
melancholy,strongsubj,adj,n,negative
mellow,strongsubj,adj,n,positive
melodramatic,strongsubj,adj,n,negative
melodramatically,strongsubj,adverb,n,negative
memorable,strongsubj,adj,n,positive
memorialize,strongsubj,verb,y,positive
memories,weaksubj,adj,n,neutral
memories,weaksubj,noun,n,neutral
menace,strongsubj,noun,n,negative
menace,strongsubj,verb,y,negative
menacing,strongsubj,anypos,n,negative
menacingly,strongsubj,anypos,n,negative
mend,weaksubj,verb,y,positive
mendacious,strongsubj,adj,n,negative
mendacity,strongsubj,noun,n,negative
menial,weaksubj,adj,n,negative
mentality,strongsubj,noun,n,neutral
mentor,weaksubj,noun,n,positive
merciful,strongsubj,anypos,y,positive
mercifully,strongsubj,anypos,n,positive
merciless,strongsubj,adj,n,negative
mercilessly,strongsubj,adverb,n,negative
mercy,strongsubj,adj,n,positive
mercy,strongsubj,noun,n,positive
mere,strongsubj,adj,n,negative
mere,strongsubj,anypos,y,negative
merely,strongsubj,anypos,y,negative
merit,strongsubj,noun,n,positive
merit,strongsubj,verb,y,positive
meritorious,strongsubj,adj,n,positive
merrily,strongsubj,adj,n,positive
merriment,strongsubj,noun,n,positive
merriness,strongsubj,noun,n,positive
merry,strongsubj,adj,n,positive
mesmerize,strongsubj,verb,y,positive
mesmerizing,strongsubj,anypos,n,positive
mesmerizing,strongsubj,anypos,n,positive
mesmerizingly,strongsubj,anypos,n,positive
mess,strongsubj,adj,n,negative
mess,strongsubj,noun,n,negative
messy,weaksubj,adj,n,negative
metaphorize,strongsubj,verb,y,neutral
meticulous,weaksubj,adj,n,positive
meticulously,weaksubj,adj,n,positive
midget,strongsubj,adj,n,negative
midget,strongsubj,noun,n,negative
miff,weaksubj,verb,y,negative
might,weaksubj,anypos,y,neutral
might,strongsubj,noun,n,positive
mightily,strongsubj,anypos,n,positive
mighty,strongsubj,anypos,n,positive
mild,weaksubj,adj,n,positive
militancy,strongsubj,adj,n,negative
militancy,strongsubj,noun,n,negative
mind,weaksubj,verb,y,negative
mindful,strongsubj,adj,n,positive
mindless,strongsubj,anypos,n,negative
mindlessly,strongsubj,anypos,n,negative
minister,weaksubj,verb,y,positive
minor,weaksubj,adj,n,neutral
miracle,strongsubj,noun,n,positive
miracles,strongsubj,noun,n,positive
miraculous,strongsubj,adj,n,positive
miraculously,strongsubj,anypos,n,positive
miraculousness,strongsubj,noun,n,positive
mirage,strongsubj,adj,n,negative
mirage,strongsubj,noun,n,negative
mire,strongsubj,noun,n,negative
mire,strongsubj,verb,y,negative
mirth,strongsubj,noun,n,positive
misapprehend,weaksubj,verb,y,negative
misbecoming,strongsubj,adj,n,negative
misbecome,strongsubj,verb,y,negative
misbegotten,strongsubj,adj,n,negative
misbehave,strongsubj,verb,y,negative
misbehavior,strongsubj,noun,n,negative
miscalculate,weaksubj,verb,y,negative
miscalculation,weaksubj,adj,n,negative
miscalculation,weaksubj,noun,n,negative
mischief,strongsubj,adj,n,negative
mischief,strongsubj,noun,n,negative
mischievous,strongsubj,anypos,n,negative
mischievously,strongsubj,anypos,n,negative
misconception,strongsubj,anypos,n,negative
misconceptions,strongsubj,adj,n,negative
misconceptions,strongsubj,noun,n,negative
miscreant,strongsubj,noun,n,negative
miscreants,strongsubj,noun,n,negative
misdirection,strongsubj,noun,n,negative
miser,strongsubj,noun,n,negative
miserly,strongsubj,anypos,n,negative
miserable,strongsubj,adj,n,negative
miserableness,strongsubj,noun,n,negative
miserably,strongsubj,anypos,n,negative
miseries,strongsubj,noun,n,negative
misery,strongsubj,anypos,n,negative
misery,strongsubj,noun,n,negative
misfit,strongsubj,noun,n,negative
misfortune,strongsubj,noun,n,negative
misgiving,strongsubj,noun,n,negative
misgivings,strongsubj,noun,n,negative
misguidance,strongsubj,noun,n,negative
misguide,strongsubj,verb,y,negative
misguided,strongsubj,adj,n,negative
mishandle,strongsubj,verb,y,negative
mishap,strongsubj,noun,n,negative
misinform,strongsubj,verb,y,negative
misinformed,strongsubj,adj,n,negative
misinterpret,strongsubj,verb,y,negative
misjudge,strongsubj,verb,y,negative
misjudgment,strongsubj,noun,n,negative
mislead,strongsubj,noun,n,negative
mislead,strongsubj,verb,y,negative
misleading,strongsubj,anypos,n,negative
misleadingly,strongsubj,anypos,y,negative
mislike,strongsubj,verb,y,negative
mismanage,strongsubj,verb,y,negative
misread,strongsubj,verb,y,negative
misreading,strongsubj,adj,n,negative
misreading,strongsubj,noun,n,negative
misrepresent,strongsubj,verb,y,negative
misrepresentation,strongsubj,anypos,y,negative
miss,weaksubj,verb,y,negative
misstatement,strongsubj,noun,n,negative
mistake,strongsubj,adj,n,negative
mistake,strongsubj,noun,n,negative
mistaken,strongsubj,verb,y,negative
mistakenly,strongsubj,adverb,n,negative
mistakes,strongsubj,adj,n,negative
mistakes,strongsubj,noun,n,negative
mistrust,strongsubj,adj,n,negative
mistrust,strongsubj,noun,n,negative
mistrustful,strongsubj,anypos,y,negative
mistrustfully,strongsubj,anypos,y,negative
misunderstand,strongsubj,verb,n,negative
misunderstood,strongsubj,verb,n,negative
misunderstanding,strongsubj,adj,n,negative
misunderstanding,strongsubj,noun,n,negative
misunderstanding,strongsubj,verb,n,negative
misunderstandings,strongsubj,adj,n,negative
misunderstandings,strongsubj,noun,n,negative
misuse,strongsubj,verb,y,negative
mm,strongsubj,anypos,n,neutral
moan,strongsubj,verb,y,negative
mock,strongsubj,adj,n,negative
mock,strongsubj,verb,y,negative
mockeries,strongsubj,noun,n,negative
mockery,strongsubj,noun,n,negative
mocking,strongsubj,adj,n,negative
mockingly,strongsubj,anypos,n,negative
moderate,strongsubj,adj,n,positive
moderation,strongsubj,adj,n,positive
moderation,strongsubj,noun,n,positive
modern,weaksubj,adj,n,positive
modest,weaksubj,adj,n,positive
modesty,weaksubj,noun,n,positive
molest,strongsubj,verb,y,negative
molestation,strongsubj,noun,n,negative
mollify,strongsubj,verb,y,positive
momentous,strongsubj,adj,n,positive
monotonous,strongsubj,adj,n,negative
monotony,strongsubj,noun,n,negative
monster,strongsubj,noun,n,negative
monstrosities,strongsubj,noun,n,negative
monstrosity,strongsubj,noun,n,negative
monstrous,strongsubj,adj,n,negative
monstrously,strongsubj,anypos,n,negative
monumental,strongsubj,adj,n,positive
monumentally,strongsubj,adj,n,positive
moody,strongsubj,adj,n,negative
moon,weaksubj,verb,y,negative
moot,weaksubj,adj,n,negative
mope,weaksubj,verb,y,negative
moral,strongsubj,adj,n,positive
moral,strongsubj,noun,n,positive
morality,strongsubj,noun,n,positive
moralize,strongsubj,verb,y,positive
morbid,strongsubj,adj,n,negative
morbidly,strongsubj,adj,n,negative
mordant,strongsubj,adj,n,negative
mordantly,strongsubj,adj,n,negative
moreover,strongsubj,anypos,y,neutral
moribund,strongsubj,adj,n,negative
mortification,strongsubj,noun,n,negative
mortified,strongsubj,adj,n,negative
mortify,strongsubj,verb,y,negative
mortifying,strongsubj,adj,n,negative
mortifying,strongsubj,anypos,n,negative
most,weaksubj,anypos,n,neutral
mostly,weaksubj,anypos,n,neutral
motionless,weaksubj,adj,n,negative
motivate,strongsubj,verb,y,positive
motivated,strongsubj,adj,n,positive
motivation,strongsubj,adj,n,positive
motivation,strongsubj,noun,n,positive
motive,weaksubj,adj,n,neutral
motive,weaksubj,noun,n,neutral
motley,strongsubj,adj,n,negative
mourn,strongsubj,verb,y,negative
mourner,strongsubj,noun,n,negative
mournful,strongsubj,anypos,n,negative
mournfully,strongsubj,anypos,n,negative
move,weaksubj,verb,y,neutral
moving,strongsubj,adj,n,positive
much,weaksubj,anypos,y,neutral
muddle,weaksubj,verb,y,negative
muddy,weaksubj,adj,n,negative
mudslinger,strongsubj,noun,n,negative
mudslinging,strongsubj,noun,n,negative
mulish,strongsubj,adj,n,negative
multi-polarization,strongsubj,adj,n,negative
multi-polarization,strongsubj,noun,n,negative
mum,strongsubj,adj,n,neutral
mundane,strongsubj,adj,n,negative
murder,weaksubj,noun,n,negative
murder,weaksubj,verb,y,negative
murderous,weaksubj,adj,n,negative
murderously,weaksubj,adverb,n,negative
murky,weaksubj,adj,n,negative
muscle-flexing,strongsubj,anypos,n,negative
must,strongsubj,anypos,y,neutral
myriad,weaksubj,noun,n,positive
mysterious,strongsubj,adj,n,negative
mysteriously,strongsubj,adverb,n,negative
mystery,strongsubj,noun,n,negative
mystify,weaksubj,verb,y,negative
mistified,weaksubj,adj,n,negative
myth,strongsubj,adj,n,negative
myth,strongsubj,noun,n,negative
nag,strongsubj,verb,y,negative
nagging,strongsubj,anypos,y,negative
naive,strongsubj,adj,n,negative
naively,strongsubj,adverb,n,negative
nap,weaksubj,adj,n,neutral
nap,weaksubj,noun,n,neutral
narrow,weaksubj,adj,n,negative
narrower,strongsubj,adj,n,negative
narrower,strongsubj,noun,n,negative
nascent,weaksubj,adj,n,neutral
nastily,strongsubj,anypos,n,negative
nastiness,strongsubj,noun,n,negative
nasty,strongsubj,adj,n,negative
nationalism,strongsubj,adj,n,negative
nationalism,strongsubj,noun,n,negative
natural,weaksubj,adj,n,positive
naturally,weaksubj,adverb,n,positive
nature,weaksubj,adj,n,neutral
nature,weaksubj,noun,n,neutral
naughty,strongsubj,adj,n,negative
nauseate,weaksubj,verb,y,negative
nauseating,strongsubj,adj,n,negative
nauseatingly,strongsubj,adverb,n,negative
navigable,weaksubj,adj,n,positive
neat,weaksubj,adj,n,positive
neatly,weaksubj,adverb,n,positive
nebulous,strongsubj,adj,n,negative
nebulous,strongsubj,noun,n,negative
nebulously,strongsubj,anypos,n,negative
necessarily,weaksubj,adj,n,positive
necessary,weaksubj,adj,n,positive
need,weaksubj,adj,n,negative
need,weaksubj,noun,n,negative
need,strongsubj,verb,y,neutral
needful,strongsubj,adj,n,neutral
needful,strongsubj,noun,n,neutral
needfully,strongsubj,anypos,y,neutral
needless,weaksubj,adj,n,negative
needlessly,weaksubj,adverb,n,negative
needs,weaksubj,adj,n,neutral
needs,weaksubj,noun,n,neutral
needy,weaksubj,adj,n,negative
nefarious,strongsubj,adj,n,negative
nefariously,strongsubj,anypos,n,negative
negate,weaksubj,verb,y,negative
negation,weaksubj,noun,n,negative
negative,weaksubj,adj,n,negative
neglect,strongsubj,noun,n,negative
neglect,strongsubj,verb,y,negative
neglected,strongsubj,adj,n,negative
negligent,strongsubj,adj,n,negative
negligence,strongsubj,noun,n,negative
negligible,weaksubj,adj,n,negative
nemesis,strongsubj,noun,n,negative
nettle,weaksubj,verb,y,negative
nettlesome,strongsubj,adj,n,negative
nevertheless,strongsubj,anypos,y,neutral
nervous,strongsubj,adj,n,negative
nervously,strongsubj,adverb,n,negative
nervousness,strongsubj,noun,n,negative
neurotic,strongsubj,adj,n,negative
neurotically,strongsubj,adverb,n,negative
neutralize,weaksubj,verb,y,positive
nice,strongsubj,adj,n,positive
nicely,strongsubj,anypos,y,positive
nifty,strongsubj,adj,n,positive
niggle,weaksubj,verb,y,negative
nightmare,strongsubj,noun,n,negative
nightmarish,strongsubj,adj,n,negative
nightmarishly,strongsubj,adverb,n,negative
nimble,strongsubj,adj,n,positive
nix,strongsubj,verb,y,negative
noble,strongsubj,adj,n,positive
nobly,strongsubj,adverb,n,positive
noisy,weaksubj,adj,n,negative
non-confidence,strongsubj,adj,n,negative
non-confidence,strongsubj,noun,n,negative
non-violence,weaksubj,noun,n,positive
non-violent,weaksubj,adj,n,positive
nonexistent,weaksubj,adj,n,negative
nonsense,strongsubj,anypos,n,negative
nonviolent,weaksubj,adj,n,neutral
normal,weaksubj,adj,n,positive
nosey,strongsubj,adj,n,negative
notable,strongsubj,adj,n,positive
notable,strongsubj,noun,n,positive
notably,strongsubj,anypos,y,positive
noteworthy,strongsubj,adj,n,positive
noteworthy,strongsubj,noun,n,positive
noticeable,weaksubj,adj,n,positive
notion,weaksubj,adj,n,neutral
notion,weaksubj,noun,n,neutral
notorious,strongsubj,adj,n,negative
notoriously,strongsubj,adverb,n,negative
novel,strongsubj,adj,n,positive
nourish,weaksubj,verb,y,positive
nourishing,weaksubj,adj,n,positive
nourishment,weaksubj,noun,n,positive
nuance,strongsubj,adj,n,neutral
nuance,strongsubj,noun,n,neutral
nuances,strongsubj,adj,n,neutral
nuances,strongsubj,noun,n,neutral
nuisance,strongsubj,adj,n,negative
nuisance,strongsubj,noun,n,negative
numb,weaksubj,verb,y,negative
nurture,strongsubj,verb,y,positive
nurturing,strongsubj,adj,n,positive
nurturing,strongsubj,noun,n,positive
oasis,strongsubj,noun,n,positive
obedience,strongsubj,noun,n,positive
obedient,strongsubj,adj,n,positive
obediently,strongsubj,adverb,n,positive
obey,strongsubj,verb,y,positive
obese,strongsubj,adj,n,negative
obese,strongsubj,noun,n,negative
object,strongsubj,verb,y,negative
objection,strongsubj,adj,n,negative
objection,strongsubj,noun,n,negative
objectionable,strongsubj,adj,n,negative
objections,strongsubj,adj,n,negative
objections,strongsubj,noun,n,negative
objective,weaksubj,adj,n,positive
objectively,weaksubj,adverb,n,positive
obligation,weaksubj,adj,n,neutral
obligation,weaksubj,noun,n,neutral
obliged,strongsubj,anypos,y,positive
oblique,weaksubj,adj,n,negative
obliterate,strongsubj,verb,y,negative
obliterated,strongsubj,adj,n,negative
oblivious,strongsubj,adj,n,negative
oblivious,strongsubj,noun,n,negative
obnoxious,strongsubj,adj,n,negative
obnoxiously,strongsubj,anypos,n,negative
obscene,strongsubj,adj,n,negative
obscenely,strongsubj,anypos,n,negative
obscenity,strongsubj,noun,n,negative
obscure,weaksubj,adj,n,negative
obscure,strongsubj,verb,y,negative
obscurity,strongsubj,anypos,y,negative
obsess,strongsubj,verb,y,negative
obsession,strongsubj,noun,n,negative
obsessions,strongsubj,noun,n,negative
obsessive,strongsubj,adj,n,negative
obsessively,strongsubj,anypos,n,negative
obsessiveness,strongsubj,noun,n,negative
obsolete,weaksubj,adj,n,negative
obstacle,strongsubj,adj,n,negative
obstacle,strongsubj,noun,n,negative
obstinate,strongsubj,adj,n,negative
obstinately,strongsubj,anypos,n,negative
obstruct,weaksubj,verb,y,negative
obstruction,weaksubj,noun,n,negative
obtrusive,strongsubj,adj,n,negative
obtuse,strongsubj,adj,n,negative
obviate,strongsubj,verb,y,positive
obvious,weaksubj,adj,n,neutral
obvious,weaksubj,anypos,y,neutral
obvious,weaksubj,noun,n,neutral
obviously,strongsubj,anypos,n,negative
odd,weaksubj,adj,n,negative
odd,weaksubj,anypos,y,negative
odder,strongsubj,anypos,y,negative
oddest,strongsubj,anypos,y,negative
oddities,strongsubj,adj,n,negative
oddities,strongsubj,noun,n,negative
oddity,strongsubj,noun,n,negative
oddly,strongsubj,anypos,n,negative
offbeat,strongsubj,adj,n,positive
offence,weaksubj,adj,n,negative
offence,weaksubj,noun,n,negative
offend,strongsubj,adj,n,negative
offend,strongsubj,verb,y,negative
offending,strongsubj,anypos,n,negative
offenses,strongsubj,adj,n,negative
offenses,strongsubj,noun,n,negative
offensive,weaksubj,adj,n,negative
offensive,weaksubj,anypos,y,negative
offensive,weaksubj,noun,n,negative
offensively,strongsubj,anypos,n,negative
offensiveness,strongsubj,noun,n,negative
officious,strongsubj,adj,n,negative
offset,weaksubj,verb,y,positive
oh,strongsubj,anypos,y,neutral
okay,weaksubj,adj,n,positive
okay,strongsubj,anypos,y,positive
olympic,weaksubj,adj,n,neutral
ominous,strongsubj,adj,n,negative
ominously,strongsubj,anypos,n,negative
omission,weaksubj,noun,n,negative
omit,weaksubj,verb,y,negative
one-side,strongsubj,adj,n,negative
one-sided,strongsubj,anypos,n,negative
onerous,strongsubj,adj,n,negative
onerously,strongsubj,anypos,n,negative
onslaught,weaksubj,adj,n,negative
onslaught,weaksubj,noun,n,negative
onward,weaksubj,adj,n,positive
onward,weaksubj,noun,n,positive
open,weaksubj,adj,n,positive
openly,weaksubj,adj,n,positive
open-ended,weaksubj,adj,n,neutral
openness,weaksubj,adj,n,positive
openness,weaksubj,noun,n,positive
opinion,strongsubj,adj,n,neutral
opinion,strongsubj,noun,n,neutral
opinionated,strongsubj,adj,n,negative
opinions,strongsubj,adj,n,neutral
opinions,strongsubj,noun,n,neutral
opponent,strongsubj,noun,n,negative
opportune,strongsubj,adj,n,positive
opportunity,strongsubj,noun,n,positive
opportunistic,weaksubj,adj,n,negative
oppose,strongsubj,verb,y,negative
opposition,strongsubj,adj,n,negative
opposition,strongsubj,noun,n,negative
oppositions,strongsubj,adj,n,negative
oppositions,strongsubj,noun,n,negative
oppress,strongsubj,verb,y,negative
oppression,strongsubj,adj,n,negative
oppression,strongsubj,noun,n,negative
oppressive,strongsubj,adj,n,negative
oppressively,strongsubj,anypos,n,negative
oppressiveness,strongsubj,noun,n,negative
oppressors,strongsubj,adj,n,negative
oppressors,strongsubj,noun,n,negative
optimal,strongsubj,adj,n,positive
optimism,strongsubj,noun,n,positive
optimistic,weaksubj,adj,n,positive
opulent,strongsubj,adj,n,positive
ordeal,strongsubj,noun,n,negative
orderly,weaksubj,adj,n,positive
original,weaksubj,adj,n,positive
originality,weaksubj,noun,n,positive
orphan,weaksubj,noun,n,negative
orthodoxy,strongsubj,noun,n,neutral
ostracize,strongsubj,verb,y,negative
ought,strongsubj,anypos,y,neutral
outbreak,weaksubj,noun,n,negative
outburst,strongsubj,adj,n,negative
outburst,strongsubj,noun,n,negative
outbursts,strongsubj,adj,n,negative
outbursts,strongsubj,noun,n,negative
outcast,strongsubj,noun,n,negative
outcry,strongsubj,noun,n,negative
outdated,weaksubj,adj,n,negative
outdo,strongsubj,verb,y,positive
outgoing,weaksubj,adj,n,positive
outlaw,strongsubj,noun,n,negative
outlook,weaksubj,adj,n,neutral
outlook,weaksubj,noun,n,neutral
outmoded,weaksubj,adj,n,negative
outrage,strongsubj,noun,n,negative
outrage,strongsubj,verb,y,negative
outraged,strongsubj,adj,n,negative
outrageous,strongsubj,adj,n,negative
outrageous,strongsubj,anypos,y,negative
outrageously,strongsubj,anypos,n,negative
outrageousness,strongsubj,noun,n,negative
outrages,strongsubj,noun,n,negative
outright,strongsubj,adj,n,neutral
outshine,strongsubj,verb,y,positive
outsider,weaksubj,noun,n,negative
outsmart,strongsubj,verb,y,positive
outspoken,weaksubj,adj,n,neutral
outspoken,weaksubj,noun,n,neutral
outstanding,strongsubj,adj,n,positive
outstandingly,strongsubj,anypos,n,positive
outstrip,strongsubj,verb,y,positive
outwit,strongsubj,verb,y,positive
ovation,strongsubj,adj,n,positive
ovation,strongsubj,noun,n,positive
over-acted,strongsubj,anypos,n,negative
over-valuation,weaksubj,adj,n,negative
over-valuation,weaksubj,noun,n,negative
overachiever,strongsubj,noun,n,positive
overact,strongsubj,anypos,y,negative
overact,strongsubj,verb,y,negative
overacted,strongsubj,anypos,n,negative
overawe,weaksubj,verb,y,negative
overbalance,weaksubj,verb,y,negative
overbalanced,weaksubj,adj,n,negative
overbearing,strongsubj,adj,n,negative
overbearingly,strongsubj,adverb,n,negative
overblown,strongsubj,adj,n,negative
overcome,strongsubj,verb,y,negative
overdo,strongsubj,verb,y,negative
overdone,strongsubj,anypos,n,negative
overdue,strongsubj,adj,n,negative
overemphasize,strongsubj,verb,y,negative
overjoyed,strongsubj,adj,n,positive
