docName,dirName,idx,startByte,endByte,sentLen,annotsCount,text
09.53.15-23595,non_fbis,20,1617,1713,96.0,2.0,Film footage also caught armed supporters of Mr Chavez firing indiscriminately at the marchers.
09.53.15-23595,non_fbis,21,1392,1518,126.0,3.0,"As marchers called for Mr Chavez's resignation outside Miraflores, the presidential palace, shots were fired into the crowd."
09.53.15-23595,non_fbis,22,1829,1910,81.0,3.0,"These groups were shooting at defenceless people,"" said photographer Luis Gomez."
09.53.15-23595,non_fbis,23,466,638,172.0,1.0,"The country was no longer the Bolivarian Republic of Venezuela, in honour of South American independence hero Simon Bolivar, one of former president Hugo Chavez's heroes."
09.53.15-23595,non_fbis,24,686,767,81.0,0.0,The name change was Mr Carmona's first act as head of the transition government.
09.53.15-23595,non_fbis,25,1281,1388,107.0,0.0,"On Thursday a peaceful rally of more than 100,000 mainly middle class Venezuelans had ended in bloodshed."
09.53.15-23595,non_fbis,26,2223,2275,52.0,2.0,The shootings were the final straw for the military.
09.53.15-23595,non_fbis,27,2849,2981,132.0,0.0,Mr Chavez is currently detained at Fuerte Tiuna army base in Caracas and could face possible charges for his role in the killings.
09.53.15-23595,non_fbis,28,642,685,43.0,1.0,Now it is simply the Republic of Venezuela.
09.53.15-23595,non_fbis,29,4,24,20.0,1.0,Venezuela's new dawn
09.53.15-23595,non_fbis,30,1007,1019,12.0,2.0,Shellshocked
09.53.15-23595,non_fbis,31,3431,3557,126.0,5.0,"But there's also a feeling of uncertainty about how the country's obvious problems are going to be solved,"" said Ms Ledesma."
10.03.26-15373,non_fbis,0,832,1118,286.0,4.0,"If the rate of increase in greenhouse gases had been maintained at the peak reached in 1980, the climate by 2050 would have reached temperatures not currently anticipated until 2100, when CO 2 concentrations in the atmosphere are expected to have doubled, the researchers calculate."
10.03.26-15373,non_fbis,1,1122,1375,253.0,5.0,"The slowdown also ""is due in part to the slower growth of methane and carbon dioxide, for reasons that aren't well understood and need more study,"" notes James Hansen, the NASA researcher who conducted the study with Makiko Sato, also with the GISS."
10.03.26-15373,non_fbis,2,63,256,193.0,4.0,"As countries gear up for battles over ratifying the 1997 Kyoto Protocol, a recent study suggests that the world already has stepped along the path to a future cooler than it might have been."
10.03.26-15373,non_fbis,3,2240,2498,258.0,0.0,"The duo calculates that by reducing methane emissions by 30 percent, for example, the effect on climate would be comparable to the effect from cuts in CO 2 envisioned by the Kyoto Protocol during its first commitment period, which runs from 2008 to 2012."
10.03.26-15373,non_fbis,4,1899,2000,101.0,1.0,"But curbs on CO 2 mean curbs on burning coal, oil, and natural gas - the fuels of booming economies."
10.03.26-15373,non_fbis,5,2004,2239,235.0,3.0,"Drs. Hansen and Sato argue that policymakers can make significant headway by attacking other pollutants such as black carbon soot, ozone (smog) in the lower atmosphere, and methane from landfills, mining, and oil and gas production."
10.03.26-15373,non_fbis,6,678,828,150.0,2.0,"Known collectively as chlorofluorocarbons, these gases also trap heat thousands of times as effectively as carbon dioxide - the main focus of Kyoto."
10.03.26-15373,non_fbis,7,4,54,50.0,3.0,"It's not another ice age, but at least it's cooler"
10.03.26-15373,non_fbis,8,1721,1897,176.0,2.0,"By focusing on carbon dioxide, the pact sets its sights on curbing the greenhouse gas held most responsible for contributing to the climate's warming during the past century."
10.03.26-15373,non_fbis,9,1376,1522,146.0,3.0,"The slower growth in carbon-dioxide concentrations could be due to increased CO 2 uptake by land-based plants and marine organisms, he suggests."
10.03.26-15373,non_fbis,10,483,677,194.0,2.0,"The researchers link the slower rate to implementation of the 1987 Montreal Protocol, in which countries agreed to phase out production of gases that erode the Earth's protective ozone layer."
10.03.26-15373,non_fbis,11,1526,1719,193.0,0.0,The work grows out of a longer-term effort by the two scientists to explore paths to adjusting the globe's thermostat other than the politically charged effort embodied in the Kyoto Protocol.
10.03.26-15373,non_fbis,12,2499,2604,105.0,0.0,"Their study appeared in the Dec. 18, 2001, issue of the Proceedings of the National Academy of Science."
10.03.26-15373,non_fbis,13,260,479,219.0,0.0,Researchers at NASA's Goddard Institute for Space Studies (GISS) in New York report that declining greenhouse-gas emissions since the late 1980s have slowed the growth rate of the atmosphere's ability to retain heat.
10.12.58-29108,non_fbis,0,2276,2336,60.0,0.0,It presented its own scenario for scaling back the station.
10.12.58-29108,non_fbis,1,2727,2896,169.0,4.0,"In assessing how the agency might fare under O'Keefe, some analysts say it could blossom, as it did in its Apollo-program heyday under another numbers guy, James Webb."
10.12.58-29108,non_fbis,2,1535,1589,54.0,1.0,"""Today, we have 13 in space and 27 under development."""
10.12.58-29108,non_fbis,3,2423,2506,83.0,6.0,"Fixing the problem may require not just accounting savvy, but also deft diplomacy."
10.12.58-29108,non_fbis,4,699,876,177.0,0.0,"Where Mr. Goldin was a product of the US aerospace industry, Mr. O'Keefe has served as chief financial officer for the Pentagon, Navy secretary, and business-school professor."
10.12.58-29108,non_fbis,5,423,553,130.0,2.0,"President Bush has nominated Sean O'Keefe, deputy director of the White House's Office of Management and Budget, to replace him."
10.12.58-29108,non_fbis,6,1283,1369,86.0,2.0,"With a mandate to cut costs, Goldin implemented a ""faster, better, cheaper"" approach."
10.12.58-29108,non_fbis,7,3253,3469,216.0,10.0,"O'Keefe's appointment ""is a clear message from the administration: NASA has to clean up its act before we can talk about the neat stuff we'd like to see NASA do,"" says Patricia Dasch of the National Space Society."
10.12.58-29108,non_fbis,8,1370,1534,164.0,0.0,"In the spring of 1992, the Jet Propulsion Laboratory in Pasadena, Calif., ""had five spacecraft in space and three or four under development,"" he said last month."
10.12.58-29108,non_fbis,9,292,422,130.0,2.0,"This weekend, the agency bade farewell to administrator Daniel Goldin, who resigned after 10 years in office - an agency record."
10.12.58-29108,non_fbis,10,999,1048,49.0,4.0,"""But he may be what the agency needs right now."""
10.12.58-29108,non_fbis,11,2900,3086,186.0,7.0,"Yet the agency's objectives have been growing less visionary since then, says John Pike, director of GlobalSecurity.org in Alexandria, Va. ""Webb's mandate was to put a man on the moon."
10.12.58-29108,non_fbis,12,3088,3169,81.0,0.0,Richard Truly's ... was to help the agency recover from the Challenger disaster.
10.12.58-29108,non_fbis,13,1943,2072,129.0,2.0,"Early on, the Bush administration planned to scale back US involvement to a ""core"" station with a crew of three instead of six."
10.12.58-29108,non_fbis,14,1593,1761,168.0,3.0,"But the agency's credibility has come under fire in manned spaceflight - especially the International Space Station, now completing its first year of full-time crews."
10.12.58-29108,non_fbis,15,1052,1279,227.0,0.0,"Under Goldin, unmanned craft found evidence of water on the moon, inaugurated a long-term program to explore Mars, and opened the door to competition from the aerospace industry and universities to plan and execute missions."
10.12.58-29108,non_fbis,16,2582,2723,141.0,7.0,"To cut the station's scope, they argue, violates international agreements and would essentially close off international use of the station."
10.12.58-29108,non_fbis,17,124,288,164.0,7.0,The next mission for NASA could be to steer soaring space-station costs back toward earth and restore credibility to what many call a dysfunctional space program.
10.12.58-29108,non_fbis,18,1762,1939,177.0,2.0,"The project's costs, like those of the space-shuttle program before it, have ballooned far beyond original estimates - from an initial $17.4 billion to more than $30 billion."
10.12.58-29108,non_fbis,19,557,695,138.0,2.0,"In doing so, the White House is swapping the silver-visored helmet of a space cadet for the green eyeshade of a consummate bean counter."
10.12.58-29108,non_fbis,20,4,34,30.0,0.0,New man for a new NASA mission
10.12.58-29108,non_fbis,21,3205,3249,44.0,0.0,"Now O'Keefe's is to fix the space station."""
10.12.58-29108,non_fbis,22,880,998,118.0,4.0,"""O'Keefe is not known as a space enthusiast,"" says Keith Cowing, a former NASA scientist and editor of NASAWatch.com."
10.12.58-29108,non_fbis,23,2340,2422,82.0,2.0,"If confirmed by the Senate, O'Keefe jumps with both feet into this fiscal morass."
10.12.58-29108,non_fbis,24,2073,2109,36.0,2.0,Future US modules were red-penciled.
10.12.58-29108,non_fbis,25,2510,2581,71.0,2.0,The task-force report stirred opposition by Canada and other partners.
10.12.58-29108,non_fbis,26,3170,3204,34.0,0.0,Goldin's was to cut NASA's budget.
10.12.58-29108,non_fbis,27,43,120,77.0,2.0,"Forget space shuttles, orbiting telescopes, and more robotic rovers on Mars."
10.12.58-29108,non_fbis,28,2110,2275,165.0,4.0,"And this month, a task force on the project's budget concluded that NASA's cost estimate for finishing the ""core"" station between 2002 and 2008 ""is not credible."""
10.24.29-21670,non_fbis,0,76,232,156.0,6.0,"Chinese Foreign Ministry spokesman Kong Quan said Friday that China disapproves of the use of such words as the ""axis of evil"" in international relations."
10.24.29-21670,non_fbis,1,660,880,220.0,7.0,"China has noticed that U.S. public opinion and general public do not agree to the wording of ""axis of evil,"" he said, pointing out that the consequences are bound to be serious if the logic of the wording is followed."
10.24.29-21670,non_fbis,2,236,498,262.0,5.0,"Kong made the remark when asked to comment on the different views given by the New York Times and the Washington Post recentlyon a statement by the U.S. leader describing the Democratic People's Republic of Korea, Iran and Iraq as the ""axis of evil"" nations."
10.24.29-21670,non_fbis,3,1053,1301,248.0,6.0,"He stressed that handling state-to-state relations should follow the purposes and principles of the United Nations Charter, the Five Principles of Peaceful Co-existence, and the principle that all countries should be treated on an equal footing."
10.24.29-21670,non_fbis,4,502,656,154.0,3.0,"""We disapprove of the use of such words in international relations,"" said Kong, who also made the same comment when answering related questions earlier."
10.24.29-21670,non_fbis,5,1302,1425,123.0,4.0,This is the only manner that is conducive to safeguarding long-term peace and stability in the world and related regions.
10.24.29-21670,non_fbis,6,1,67,66.0,5.0,China Disapproves Use of 'Axis of Evil' in International Relations
10.24.29-21670,non_fbis,7,884,1049,165.0,10.0,"China always holds that anti-terrorism campaigns should be based on irrefutable evidence, and anti-terrorism attacks should not be expanded arbitrarily, said Kong."
10.35.30-7542,non_fbis,0,2268,2306,38.0,2.0,"""Our position is clear,"" he continued."
10.35.30-7542,non_fbis,1,2801,2926,125.0,0.0,Chinese missile tests over Taiwan in 1996 resulted in Washington deploying two aircraft carrier battle groups to the region.
10.35.30-7542,non_fbis,2,979,1119,140.0,2.0,"""The Taiwan issue is the most important and sensitive issue at the core of Sino-US relations,"" she said at the biweekly ministry briefing."
10.35.30-7542,non_fbis,3,1493,1677,184.0,5.0,"China has considered Taiwan a renegade province since 1949 and has threatened to bring it back by force if it continues to indefinitely refuse proposals for ""peaceful reunification."""
10.35.30-7542,non_fbis,4,2757,2797,40.0,1.0,"China is firmly opposed to the remarks."""
10.35.30-7542,non_fbis,5,286,469,183.0,3.0,"""The continual sale of arms by the United States or upgrading of relations with Taiwan will only lead to tensions across the straits,"" foreign ministry spokeswoman Zhang Qiyue said."
10.35.30-7542,non_fbis,6,1123,1229,106.0,1.0,"Military tensions in the Taiwan Strait were ""not in the self-interests of the United States,"" she warned."
10.35.30-7542,non_fbis,7,831,975,144.0,1.0,"""China has always resolutely opposed any form of official exchanges or military intercourse between the United States and Taiwan,"" Zhang said."
10.35.30-7542,non_fbis,8,2612,2756,144.0,4.0,"Zhang said: ""The remarks of the US official are a ... violation of US commitments made (on Taiwan) and interference in China internal affairs."
10.35.30-7542,non_fbis,9,4,39,35.0,2.0,China slams US arms sales to Taiwan
10.35.30-7542,non_fbis,10,473,634,161.0,4.0,"""We demand the US strictly abide by the commitments it has made to China, correct its erroneous acts or remarks so as to avoid new harm to China-US relations."""
10.35.30-7542,non_fbis,11,638,827,189.0,1.0,Zhang further expressed alarm over Washington's announcement on Wednesday that defense department officials will soon visit Taiwan to discuss the sale of eight diesel electric submarines.
10.35.30-7542,non_fbis,12,2383,2521,138.0,1.0,Wolfowitz expressed concern about China's continuing deployment of forces and tactical missiles to areas across the straits from Taiwan.
10.35.30-7542,non_fbis,13,2071,2264,193.0,2.0,"""The United States is committed to doing whatever it takes to help Taiwan defend itself,"" said Wolfowitz, echoing President George W. Bush's remarks made when he first took office last year."
10.35.30-7542,non_fbis,14,1890,2067,177.0,1.0,"Zhang also bashed remarks made last month by US Deputy Defense Secretary Paul Wolfowitz at a meeting in Florida, attended by visiting Taiwanese Defense Minister Tang Yao-Ming."
10.35.30-7542,non_fbis,15,1233,1371,138.0,1.0,"She refused to confirm an April 26 to May 3 visit by Chinese Vice President Hu Jintao to Washington, as reported in the Hong Kong press."
10.35.30-7542,non_fbis,16,1372,1489,117.0,2.0,"The visit, if Beijing allows it, is widely expected to be centered on China's dissatisfaction over the Taiwan issue."
10.35.30-7542,non_fbis,17,104,282,178.0,4.0,"BEIJING: China on Thursday slammed increasingly close ties between the United States and Taiwan, demanding an end to official exchanges between the two and to US weapons sales."
10.35.30-7542,non_fbis,18,2525,2608,83.0,2.0,US officials denied Wolfowitz's remarks reflected a change in US policy on Taiwan.
10.35.30-7542,non_fbis,19,1681,1886,205.0,2.0,"Beijing has also long refused to establish diplomatic relations with any nation that maintains official contact with Taiwan, although it has encouraged economic exchanges between Taiwan and all nations."
10.35.30-7542,non_fbis,20,2307,2379,72.0,2.0,"""We don't support Taiwan independence, but we oppose the use of force."""
11.04.20-23621,non_fbis,0,1866,2036,170.0,5.0,Many political analysts fear a return to street violence when the devaluation measure passes and companies seek to avoid losses by raising prices for food and medicine.
11.04.20-23621,non_fbis,1,2040,2219,179.0,2.0,"On Saturday, Congress began debating an emergency package that would grant vast special powers over the economy to Duhalde, Argentina's fifth president in less than three weeks."
11.04.20-23621,non_fbis,2,3758,3888,130.0,4.0,"``If it is successful in Argentina, it could become a reference,'' said Eduardo Curia, an independent economist in Buenos Aires."
11.04.20-23621,non_fbis,3,1681,1704,23.0,2.0,Argentina is now broke.
11.04.20-23621,non_fbis,4,1168,1334,166.0,6.0,The companies are worried by Duhalde's proposal to devalue the peso and scrap a policy known as convertibility that kept the peso's worth the same as a U.S. dollar.
11.04.20-23621,non_fbis,5,1496,1677,181.0,0.0,"But the rock-solid link between the peso and dollar made Argentine exports overpriced abroad and manufacturers moved next door to Brazil, where it is half as expensive to operate."
11.04.20-23621,non_fbis,6,3124,3230,106.0,2.0,"But to help banks make up losses, he plans to take gas exports and direct that money to shoring up banks."
11.04.20-23621,non_fbis,7,3050,3120,70.0,6.0,"Duhalde does not agree and has resisted the lobbying, his aides said."
11.04.20-23621,non_fbis,8,4587,4667,80.0,0.0,"Much of the investment is in petroleum and gas, telecommunications and energy."
11.04.20-23621,non_fbis,9,2885,2948,63.0,0.0,Foreign banks control almost half of the deposits in Argentina.
11.04.20-23621,non_fbis,10,3914,3937,23.0,3.0,``It's a ripple effect.
11.04.20-23621,non_fbis,11,2757,2881,124.0,2.0,"If the Argentine peso is also devalued about 30 percent, as is expected, a car loan of $10,000 would be worth about $7,000."
11.04.20-23621,non_fbis,12,3938,4186,248.0,5.0,"It doesn't just hit the initial direct investment in Argentina but all those suppliers throughout the chain of supply that can be impacted,'' said Meril Markely, a Houston-based director of tax and accounting services in South America for KPMG."
11.04.20-23621,non_fbis,13,3893,3910,17.0,0.0,CONTINUING EFFECT
11.04.20-23621,non_fbis,14,684,828,144.0,5.0,"Amadeo said the president told him, ``I have never had so many calls in my life from all the groups saying they don't want us to touch them.''"
11.04.20-23621,non_fbis,15,1761,1862,101.0,0.0,"To prevent a run on the banking system, it has maintained a $250-per-week limit on cash withdrawals."
11.04.20-23621,non_fbis,16,5,47,42.0,3.0,Foreign firms furiously lobby in Argentina
11.04.20-23621,non_fbis,17,2494,2514,20.0,0.0,MOST DEBT IN DOLLARS
11.04.20-23621,non_fbis,18,2313,2489,176.0,7.0,"His package of legislation seeks -- at the expense of foreign and domestic companies -- to ease the pain on an increasingly angry middle class, the largest in South America."
11.04.20-23621,non_fbis,19,56,347,291.0,3.0,BUENOS AIRES -- Foreign multinational companies trying to avoid billions in losses furiously lobbied Argentine lawmakers and the new government ahead of today's final vote on emergency legislation to devalue the peso and end the country's decade-old currency parity with the U.S. dollar.
11.04.20-23621,non_fbis,20,4462,4586,124.0,0.0,"U.S. companies had investments totaling more than $16 billion in Argentina through 1999, according to the State Department."
11.04.20-23621,non_fbis,21,2223,2312,89.0,0.0,He has announced that Argentina cannot pay its creditors the $132 billion they are owed.
11.04.20-23621,non_fbis,22,3630,3754,124.0,7.0,"They fear that if Argentina can break promises made in contracts, other nations may try to do the same in less dire times."
11.04.20-23621,non_fbis,23,573,683,110.0,4.0,Presidential spokesman Eduardo Amadeo said Duhalde was stunned by the intense efforts to reverse the package.
11.04.20-23621,non_fbis,24,1092,1164,72.0,2.0,Analysts estimate they stand collectively to lose more than $3 billion.
11.04.20-23621,non_fbis,25,3234,3463,229.0,2.0,"Foreign companies are also trying to reverse a portion of the emergency package that proposes to end a decade of billing in dollars at the gas pump, or for fixed and cellular phone services, water and power bills and the like."
11.04.20-23621,non_fbis,26,1705,1760,55.0,0.0,The government cannot pay pensioners or state workers.
11.04.20-23621,non_fbis,27,2950,3049,99.0,3.0,"They want the dollar value of debt to remain constant, no matter what the devaluation of the peso."
11.04.20-23621,non_fbis,28,351,569,218.0,4.0,"U.S. and other foreign banks, telecommunications, transport and energy companies are expected collectively to lose billions of dollars if lawmakers approve President Eduardo Duhalde's controversial economic package."
11.04.20-23621,non_fbis,29,1338,1492,154.0,3.0,It attracted much foreign investment in the 1990s because companies were promised that their profits in pesos would always be worth the same in dollars.
11.04.20-23621,non_fbis,30,832,987,155.0,5.0,The economic package nonetheless was passed by Argentina's lower house late Saturday night and is expected to gain easy passage through the Senate today.
11.04.20-23621,non_fbis,31,4190,4458,268.0,6.0,"Foreign companies that took over former state transportation, phone and energy companies want -- but appear unlikely to get -- some form of indexing so they can raise their prices to compensate for what is expected to be a widening gap between the peso and dollar."
11.04.20-23621,non_fbis,32,991,1091,100.0,3.0,"The most frantic lobbying Saturday came from banks, phone companies and petroleum firms from Spain."
11.04.20-23621,non_fbis,33,2639,2753,114.0,2.0,"To help them, Duhalde proposes converting mortgages, car loans and other consumer debt under $100,000 into pesos."
11.04.20-23621,non_fbis,34,2518,2635,117.0,0.0,"More than 80 percent of personal debt in Argentina is in dollars, and most of that debt is held by the middle class."
11.04.20-23621,non_fbis,35,3467,3629,162.0,3.0,"For foreign companies, especially those from Spain that have invested heavily throughout Latin America, the issue goes beyond how Argentina resolves its crisis."
11.05.55-12013,non_fbis,0,31,76,45.0,0.0,FLORIDA ASTRONAUTS REPAIR SPACE STATION WINGS
11.05.55-12013,non_fbis,1,407,491,84.0,0.0,The motors keep the solar wings pointing toward the sun and generating electricity.
11.05.55-12013,non_fbis,2,279,406,127.0,2.0,NASA hopes the covers will shield the motors against the temperature extremes of space and eliminate power spikes and stalls.
11.05.55-12013,non_fbis,3,495,666,171.0,0.0,Astronauts Linda Godwin and Daniel Tani floated out of space shuttle Endeavour and grabbed onto the ship's robot arm for a 50-foot ride up the side of the space station.
11.05.55-12013,non_fbis,4,80,275,195.0,0.0,CAPE CANAVERAL -- Two space-walking astronauts went out on a repair job Monday and wrapped thermal covers around a pair of motors that turn the International Space Station's giant solar wings.
11.08.41-17418,non_fbis,0,1124,1308,184.0,2.0,"But the 57 lawmakers from the opposition Movement for Democratic Change boycotted it, as did representatives from the United States, European Union countries, New Zealand and Canada."
11.08.41-17418,non_fbis,1,42,76,34.0,2.0,SubHead: Lawmakers boycott event
11.08.41-17418,non_fbis,2,1913,2022,109.0,6.0,"''Thanks to the people of Zimbabwe for loudly saying: Never again shall Zimbabwe be a colony,'' Mugabe said."
11.08.41-17418,non_fbis,3,642,890,248.0,9.0,"He told an audience assembled in the colonial-style State House mansion that his victory was a triumph against the West and whites who he said had aligned against him and his governing party, the Zimbabwe African National Union-Patriotic Front."
11.08.41-17418,non_fbis,4,2840,2960,120.0,3.0,"While a South African observer mission has said the elections were ''legitimate,'' Mbeki has not yet commented on them."
11.08.41-17418,non_fbis,5,2426,2589,163.0,3.0,"Mugabe appealed to the nation and the opposition to reconcile to address the pressing economic needs, but fell short of proposing a government of national unity."
11.08.41-17418,non_fbis,6,2023,2195,172.0,7.0,"''It is our people who decide, who must say so, not you, sirs and not the one person in 10 Downing St., Tony Blair,'' Mugabe said, referring to Britain's prime minister."
11.08.41-17418,non_fbis,7,3224,3457,233.0,13.0,Investors and Western diplomats have said they might interpret Mbeki's support for Mugabe or the elections as a sign that Africa is not intent on revitalizing its economies through good government and expanded international trade.
11.08.41-17418,non_fbis,8,1309,1653,344.0,5.0,"All said they were protesting an election they said had been tainted by months of political violence and intimidation, last-minute changes to electoral laws, and the disenfranchisement of tens of thousands of voters in Harare -- an opposition stronghold -- who failed to vote because the government reduced the number of polling stations."
11.08.41-17418,non_fbis,9,106,307,201.0,5.0,"HARARE, Zimbabwe - President Robert Mugabe was sworn in Sunday for his fifth term in office following a bitterly fought election that the opposition and many Western governments denounced as rigged."
11.08.41-17418,non_fbis,10,2964,3220,256.0,6.0,"As the leader of the region's most robust economy and most respected democracy, many Western leaders are looking to Mbeki to denounce the results and provide some reassurance that the continent is committed to democratic principles and property rights."
11.08.41-17418,non_fbis,11,2590,2836,246.0,5.0,South African President Thabo Mbeki and Nigerian President Olusegun Obasanjo are pressing Mugabe to accept such an arrangement to avoid deepening international sanctions and suspension from the Commonwealth of Britain and its former colonies.
11.08.41-17418,non_fbis,12,4,36,32.0,0.0,Zimbabwe's president is sworn in
11.08.41-17418,non_fbis,13,1657,1909,252.0,8.0,"Mugabe, 78, remained defiant, blaming racism for the criticism and pledging to accelerate his land-reform program, under which the country's most fertile land has been seized from white commercial farmers for redistribution to poor, landless blacks."
11.08.41-17418,non_fbis,14,545,641,96.0,0.0,Mugabe is a former rebel leader who led this country to independence from Britain 22 years ago.
11.08.41-17418,non_fbis,15,895,953,58.0,5.0,"''We have dealt a stunning blow to imperialism,'' he said."
11.08.41-17418,non_fbis,16,957,1120,163.0,0.0,"Several African heads of states attended the ceremony, including President Sam Nujoma of Namibia and President Joseph Kabila of the Democratic Republic of Congo."
11.08.41-17418,non_fbis,17,2199,2422,223.0,0.0,"The takeovers and occupations of farms, lack of transparency and political violence have led many international donors to cut funding to Zimbabwe, which is in the fourth year of a recession and a worsening food shortage."
11.08.41-17418,non_fbis,18,311,541,230.0,0.0,"Speaking publicly for the first time since government election officials declared him the winner four days ago, Mugabe returned to the themes he struck during his campaign against Morgan Tsvangirai, a former trade union leader."
11.08.55-4179,non_fbis,0,2952,3101,149.0,4.0,"``All of this is pretty well-planned out because we have used it to house illegal migrant detainees in the past, Cubans and Haitians,'' Lucas said."
11.08.55-4179,non_fbis,1,2896,2948,52.0,0.0,Guantanamo has detention space for about 100 people.
11.08.55-4179,non_fbis,2,1005,1142,137.0,0.0,"Because the base is not on U.S. soil, people detained there are not entitled to American residency and eventual citizenship privileges."
11.08.55-4179,non_fbis,3,3857,3976,119.0,0.0,"On rare occasions, Cuban defectors get there by swimming through dangerous waters or by traversing a Cuban minefield."
11.08.55-4179,non_fbis,4,4505,4637,132.0,7.0,"Ros-Lehtinen suggested Thursday that the move might raise the hackles of Cuba's government, but Rumsfeld dismissed those concerns."
11.08.55-4179,non_fbis,5,1922,1932,10.0,0.0,1999 PLANS
11.08.55-4179,non_fbis,6,940,1001,61.0,3.0,"``It gives new life to Gitmo,'' as the base is often called."
11.08.55-4179,non_fbis,7,270,482,212.0,2.0,"The Pentagon is planning to house captured al Qaeda terrorists and Taliban fighters for an undetermined time at the base on the island's isolated eastern coast, Defense Secretary Donald Rumsfeld said Thursday."
11.08.55-4179,non_fbis,8,664,894,230.0,9.0,"U.S. Rep. Ileana Ros-Lehtinen, R-Miami, said she supported the idea, in part, because it would underscore the naval base's strategic importance at a time when some members of Congress have urged returning the territory to Cuba."
11.08.55-4179,non_fbis,9,2819,2895,76.0,0.0,"As of Thursday, the United States had an estimated 45 prisoners in custody."
11.08.55-4179,non_fbis,10,3617,3648,31.0,0.0,The base is extremely isolated.
11.08.55-4179,non_fbis,11,1143,1245,102.0,0.0,U.S. officials began using it as an offshore holding station during a Haitian refugee crisis in 1991.
11.08.55-4179,non_fbis,12,4373,4501,128.0,4.0,Some Washington diplomats consider giving back the land a potential carrot for negotiation with a democratic Cuban government.
11.08.55-4179,non_fbis,13,1716,1791,75.0,0.0,Some prisoners are reportedly being held on warships in the Afghan region.
11.08.55-4179,non_fbis,14,5,40,35.0,0.0,Guantanamo to hold terror prisoners
11.08.55-4179,non_fbis,15,1792,1917,125.0,0.0,"Others are at a U.S. military compound in Kandahar, Afghanistan, where U.S. forces built a stockade of sorts to house them."
11.08.55-4179,non_fbis,16,898,939,41.0,3.0,"``It's an excellent location,'' she said."
11.08.55-4179,non_fbis,17,1404,1630,226.0,2.0,"The prisoners from Afghanistan are not expected to arrive for weeks, and Rumsfeld said there are no plans to stage military tribunals or trials at the base, which is home to about 1,100 members of the Navy and Marine Corps."
11.08.55-4179,non_fbis,18,2382,2495,113.0,2.0,Planners scrambled to deploy healthcare workers and Muslim clergymen before the White House abandoned that idea.
11.08.55-4179,non_fbis,19,4163,4372,209.0,2.0,"Cuban leader Fidel Castro has long argued that the U.S. military occupation of the base is illegal, while U.S. officials say the base exists under a lease agreement that was part of a 1934 treaty with Cuba."
11.08.55-4179,non_fbis,20,3980,4159,179.0,0.0,"There is also a gate between Cuba proper and the base that is sometimes opened for meetings between military commanders, or to repatriate Cubans who have been taken to the base."
11.08.55-4179,non_fbis,21,3649,3856,207.0,0.0,"Visitors can reach it only under strict military escort and with prior permission from the Pentagon, aboard special small shuttle flights that reach the base by a circuitous flight from the United States."
11.08.55-4179,non_fbis,22,1246,1400,154.0,0.0,"During the 1994-95 rafter crisis, 50,000 Cubans and Haitians were housed there in a tent encampment after U.S. naval vessels had picked them up at sea."
11.08.55-4179,non_fbis,23,4642,4703,61.0,3.0,"``We don't anticipate any trouble with Mr. Castro,'' he said."
11.08.55-4179,non_fbis,24,49,266,217.0,7.0,"The U.S. naval base at Guantamano Bay, Cuba, once a detention center for thousands of Cubans and Haitians seeking freedom in America, may soon become a prison for men with a radically different view of the country."
11.08.55-4179,non_fbis,25,3202,3215,13.0,0.0,SLICE OF U.S.
11.08.55-4179,non_fbis,26,3102,3197,95.0,5.0,``It will be a little bit of a different situation but a lot of the basic stuff is the same.''
11.08.55-4179,non_fbis,27,3219,3374,155.0,2.0,"With an outdoor movie theater, bowling alleys, a McDonald's and a mini-mall, Guantanamo Bay is a curious slice of Americana on the edge of the Caribbean."
11.08.55-4179,non_fbis,28,3571,3613,42.0,0.0,No updated figure was available Thursday.
11.08.55-4179,non_fbis,29,2499,2815,316.0,6.0,"In this instance, military sources said, the number of prisoners would be much smaller -- perhaps in the dozens -- and the logistics would focus more on security at the 45-square-mile base and less on the comfort of prisoners who are considered either members of a terrorist network or supporters of terrorists."
11.08.55-4179,non_fbis,30,486,660,174.0,5.0,"Despite the logistical hurdle of moving at least several dozen presumably dangerous men around 8,000 miles from Afghanistan, Rumsfeld called Cuba ``the least worst place.''"
11.08.55-4179,non_fbis,31,1936,2258,322.0,2.0,"At the Southern Command in Miami, the Pentagon's base for military operations in Latin America and the Caribbean, spokesman Steve Lucas said planners had pulled out blueprints from April 1999 -- when the Clinton administration had briefly considered housing up to 20,000 refugees from the Kosovo conflict at the base."
11.08.55-4179,non_fbis,32,3375,3570,195.0,0.0,"As of 1999, 2,400 civilians were on the base, including the families of the sailors and Marines who manage the port and patrol the fence line that separates the base from communist-ruled Cuba."
11.08.55-4179,non_fbis,33,2262,2380,118.0,4.0,"Then, the concern was how to make comfortable traumatized victims of civil war uprooted from a violent, cold climate."
11.08.55-4179,non_fbis,34,1634,1715,81.0,2.0,The biggest challenge may be getting prisoners from South Asia to the Caribbean.
11.09.24-151,non_fbis,0,3035,3179,144.0,1.0,"The government refused to accredit most independent Zimbabwean voting monitors, but many of them showed up outside of polling stations anyway."
11.09.24-151,non_fbis,1,785,861,76.0,4.0,"""The intention, of course, is that you frustrate as many voters as you can."
11.09.24-151,non_fbis,2,2735,2950,215.0,1.0,Police have canceled scores of opposition rallies and Mugabe has used his presidential powers to restore controversial election laws struck down by the Supreme Court that appear to make it easier to rig the vote.
