docName,dirName,idx,type,startByte,endByte,sentRow,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
20.42.01-25605,20020304,97,GATE_expressive-subjectivity,1298,1307,4868.0,9.0,as far as,low,neutral,,,
20.42.01-25605,20020304,93,GATE_expressive-subjectivity,2265,2280,4871.0,15.0,This means that,medium,neutral,,,
20.42.01-25605,20020304,218,GATE_expressive-subjectivity,1472,1484,4868.0,12.0,quite freely,medium,positive,,,
20.42.01-25605,20020304,85,GATE_direct-subjective,1593,1602,4874.0,9.0,denounced,high,negative,high,,
20.42.01-25605,20020304,210,GATE_direct-subjective,1835,1841,4869.0,6.0,accuse,high,negative,high,,
20.42.01-25605,20020304,73,GATE_attitude,1894,2047,4865.0,153.0,This spiteful attitude clearly shows that Copithorne is only a hireling tasked with tarnishing the image of the Islamic Republic and its senior officials,high,,,arguing-pos,
20.42.01-25605,20020304,69,GATE_attitude,182,201,4878.0,19.0,allegations against,low-medium,,,sentiment-neg,
20.42.01-25605,20020304,194,GATE_expressive-subjectivity,170,193,4878.0,23.0,stereotyped allegations,medium,negative,,,
20.42.01-25605,20020304,190,GATE_expressive-subjectivity,1899,1907,4865.0,8.0,spiteful,high,negative,,,
20.42.01-25605,20020304,61,GATE_attitude,1048,1065,4863.0,17.0,made such charges,low-medium,,,arguing-pos,
20.42.01-25605,20020304,57,GATE_attitude,1048,1169,4863.0,121.0,"made such charges despite the fact that women's political, social and cultural participation is not less than that of men",medium,,,sentiment-neg,
20.42.01-25605,20020304,182,GATE_direct-subjective,590,598,4864.0,8.0,attitude,medium,uncertain-negative,medium,,
20.42.01-25605,20020304,45,GATE_attitude,1235,1292,4867.0,57.0,and even have positions in the government and the cabinet,low-medium,,,arguing-pos,
20.42.01-25605,20020304,170,GATE_attitude,1747,1892,4869.0,145.0,tried to portray a false image of the Judiciary and its officials and went so far as to accuse the Judiciary officials of human rights violations,high,,,sentiment-neg,
20.42.01-25605,20020304,41,GATE_attitude,1339,1484,4868.0,145.0,"enjoy rights equal to those of the Muslim majority, as they have their own representatives in Parliament and practice their religion quite freely",medium,,,arguing-pos,
20.42.01-25605,20020304,166,GATE_attitude,957,1043,4866.0,86.0,made unfounded charges by accusing Iran of discrimination against women and minorities,high,,,sentiment-neg,
20.42.01-25605,20020304,37,GATE_attitude,352,627,4864.0,275.0,"through his Iran reports to the UN Commission on Human Rights (UNCHR), whose 53 member states open an annual six-week session on March 18, has clearly shown that he is under the strong influence of Zionist circles and Washington's biased attitude towards the Islamic Republic",medium-high,,,arguing-pos,
20.42.01-25605,20020304,162,GATE_attitude,226,249,4878.0,23.0,expressing concern over,medium,,,sentiment-neg,
20.42.01-25605,20020304,33,GATE_attitude,1593,1630,4874.0,37.0,denounced as a human rights violation,high,,,sentiment-neg,
20.42.01-25605,20020304,158,GATE_attitude,1899,1907,4865.0,8.0,spiteful,high,,,sentiment-neg,
20.42.01-25605,20020304,154,GATE_attitude,2563,2681,4876.0,118.0,will only create mistrust among nations regarding the objectives and independence of the UN Commission on Human Rights,medium,,,arguing-pos,
20.42.01-25605,20020304,146,GATE_attitude,1593,1630,4874.0,37.0,denounced as a human rights violation,medium-high,,,arguing-pos,
20.42.01-25605,20020304,17,GATE_attitude,170,181,4878.0,11.0,stereotyped,low-medium,,,sentiment-neg,somewhat-uncertain
20.42.01-25605,20020304,134,GATE_attitude,1048,1065,4863.0,17.0,made such charges,low-medium,,,sentiment-neg,
20.42.01-25605,20020304,130,GATE_expressive-subjectivity,1537,1547,4872.0,10.0,interfered,medium,negative,,,
20.42.01-25605,20020304,126,GATE_expressive-subjectivity,1608,1630,4874.0,22.0,human rights violation,medium,negative,,,
20.42.01-25605,20020304,122,GATE_expressive-subjectivity,1000,1014,4866.0,14.0,discrimination,medium,negative,,,
20.42.01-25605,20020304,118,GATE_direct-subjective,1899,1916,4865.0,17.0,spiteful attitude,high,negative,high,,
20.42.01-25605,20020304,114,GATE_attitude,717,737,4870.0,20.0,includes nothing new,low-medium,,,sentiment-neg,
20.42.01-25605,20020304,110,GATE_expressive-subjectivity,2358,2366,4871.0,8.0,arrogant,high,negative,,,
20.42.01-25605,20020304,106,GATE_expressive-subjectivity,265,288,4878.0,23.0,human rights violations,medium,negative,,,
20.42.01-25605,20020304,102,GATE_direct-subjective,226,244,4878.0,18.0,expressing concern,medium,negative,medium,,
20.42.01-25605,20020304,94,GATE_attitude,2580,2594,4876.0,14.0,mistrust among,medium,,,sentiment-neg,
20.42.01-25605,20020304,219,GATE_attitude,957,1043,4866.0,86.0,made unfounded charges by accusing Iran of discrimination against women and minorities,high,,,arguing-pos,
20.42.01-25605,20020304,215,GATE_attitude,583,598,4864.0,15.0,biased attitude,medium,,,sentiment-neg,
20.42.01-25605,20020304,86,GATE_expressive-subjectivity,2491,2530,4871.0,39.0,downfall of their puppet Pahlavi regime,high,negative,,,
20.42.01-25605,20020304,211,GATE_expressive-subjectivity,913,936,4877.0,23.0,human rights violations,medium,negative,,,
20.42.01-25605,20020304,82,GATE_expressive-subjectivity,1950,1965,4865.0,15.0,only a hireling,high,negative,,,
20.42.01-25605,20020304,207,GATE_expressive-subjectivity,1144,1162,4863.0,18.0,not less than that,medium,neutral,,,
20.42.01-25605,20020304,78,GATE_expressive-subjectivity,2049,2062,4875.0,13.0,Interestingly,medium,neutral,,,
20.42.01-25605,20020304,203,GATE_direct-subjective,2194,2222,4875.0,28.0,without having any knowledge,low,neutral,low,,
20.42.01-25605,20020304,195,GATE_direct-subjective,157,201,4878.0,44.0,repeated his stereotyped allegations against,medium,negative,medium,,
20.42.01-25605,20020304,187,GATE_attitude,2194,2225,4875.0,31.0,without having any knowledge of,low,,,other-attitude,
20.42.01-25605,20020304,42,GATE_attitude,1756,1780,4869.0,24.0,portray a false image of,low-medium,,,sentiment-neg,very-uncertain
20.42.01-25605,20020304,155,GATE_attitude,146,193,4878.0,47.0,once again repeated his stereotyped allegations,medium-high,,,sentiment-neg,
20.42.01-25605,20020304,26,GATE_attitude,1947,1965,4865.0,18.0,is only a hireling,medium,,,sentiment-neg,
20.42.01-25605,20020304,151,GATE_attitude,2285,2309,4871.0,24.0,annual anti-Iran reports,medium,,,sentiment-neg,
20.42.01-25605,20020304,22,GATE_attitude,583,606,4864.0,23.0,biased attitude towards,medium,,,sentiment-neg,
20.42.01-25605,20020304,18,GATE_expressive-subjectivity,1917,1930,4865.0,13.0,clearly shows,medium,neutral,,,
20.42.01-25605,20020304,143,GATE_attitude,2358,2378,4871.0,20.0,arrogant powers like,high,,,sentiment-neg,
20.42.01-25605,20020304,14,GATE_expressive-subjectivity,37,63,4873.0,26.0,impugned by biased reports,high,negative,,,
20.42.01-25605,20020304,135,GATE_attitude,770,787,4877.0,17.0,legal punishments,low-medium,,,arguing-pos,
20.42.01-25605,20020304,2,GATE_attitude,226,288,4878.0,62.0,expressing concern over what he called human rights violations,medium-high,,,sentiment-neg,
20.42.01-25605,20020304,111,GATE_expressive-subjectivity,2568,2588,4876.0,20.0,only create mistrust,medium,negative,,,
20.42.01-25605,20020304,99,GATE_expressive-subjectivity,2064,2072,4875.0,8.0,although,low,neutral,,,
20.42.01-25605,20020304,95,GATE_expressive-subjectivity,250,264,4878.0,14.0,what he called,medium,negative,,,
20.42.01-25605,20020304,220,GATE_expressive-subjectivity,1235,1243,4867.0,8.0,and even,low,neutral,,,
20.42.01-25605,20020304,91,GATE_direct-subjective,756,765,4877.0,9.0,described,neutral,,neutral,,
20.42.01-25605,20020304,216,GATE_expressive-subjectivity,583,598,4864.0,15.0,biased attitude,medium,negative,,,
20.42.01-25605,20020304,87,GATE_direct-subjective,2285,2309,4871.0,24.0,annual anti-Iran reports,low,negative,low,,
20.42.01-25605,20020304,212,GATE_direct-subjective,2580,2588,4876.0,8.0,mistrust,medium,negative,medium,,
20.42.01-25605,20020304,196,GATE_expressive-subjectivity,770,775,4877.0,5.0,legal,medium,neutral,,,
20.42.01-25605,20020304,67,GATE_attitude,49,55,4873.0,6.0,biased,medium,,,sentiment-neg,
20.42.01-25605,20020304,192,GATE_expressive-subjectivity,520,546,4864.0,26.0,under the strong influence,medium,negative,,,
20.42.01-25605,20020304,55,GATE_attitude,2503,2515,4871.0,12.0,their puppet,medium,,,sentiment-neg,
20.42.01-25605,20020304,172,GATE_attitude,2064,2263,4875.0,199.0,"although Copithorne has not visited Iran since 1996, he continues to submit his Iran reports to the UN Commission on Human Rights without having any knowledge of the realities in the Islamic Republic",medium-high,,,sentiment-neg,
20.42.01-25605,20020304,43,GATE_attitude,583,589,4864.0,6.0,biased,medium,,,sentiment-neg,somewhat-uncertain
20.42.01-25605,20020304,168,GATE_attitude,1537,1574,4872.0,37.0,interfered in Iran's internal affairs,low-medium,,,sentiment-neg,
20.42.01-25605,20020304,156,GATE_attitude,2548,2554,4876.0,6.0,biased,medium,,,sentiment-neg,
20.42.01-25605,20020304,7,GATE_direct-subjective,1747,1763,4869.0,16.0,tried to portray,medium,neutral,medium,,
20.42.01-25605,20020304,128,GATE_expressive-subjectivity,1066,1082,4863.0,16.0,despite the fact,medium,neutral,,,
20.42.01-25605,20020304,124,GATE_expressive-subjectivity,1817,1828,4869.0,11.0,went so far,medium,neutral,,,
20.42.01-25605,20020304,108,GATE_expressive-subjectivity,1978,1998,4865.0,20.0,tarnishing the image,high,negative,,,
20.42.01-25605,20020304,104,GATE_expressive-subjectivity,2194,2239,4875.0,45.0,without having any knowledge of the realities,medium,negative,,,
20.42.01-25605,20020304,88,GATE_attitude,756,936,4877.0,180.0,"described the legal punishments like floggings and executions of murderers and major drug traffickers that are applied based on the Shria, or Islamic law as human rights violations",medium,,,arguing-pos,
20.42.01-25605,20020304,213,GATE_attitude,1899,1916,4865.0,17.0,spiteful attitude,high,,,sentiment-neg,
20.42.01-25605,20020304,84,GATE_expressive-subjectivity,1869,1892,4869.0,23.0,human rights violations,medium,negative,,,
20.42.01-25605,20020304,209,GATE_expressive-subjectivity,717,737,4870.0,20.0,includes nothing new,low,negative,,,
20.42.01-25605,20020304,80,GATE_expressive-subjectivity,2543,2554,4876.0,11.0,such biased,medium,negative,,,
20.42.01-25605,20020304,205,GATE_expressive-subjectivity,1766,1777,4869.0,11.0,false image,medium,negative,,,
20.42.01-25605,20020304,76,GATE_direct-subjective,1048,1065,4863.0,17.0,made such charges,medium,negative,medium,,
20.42.01-25605,20020304,201,GATE_direct-subjective,258,264,4878.0,6.0,called,neutral,,neutral,,
20.42.01-25605,20020304,72,GATE_direct-subjective,957,991,4866.0,34.0,made unfounded charges by accusing,medium,negative,medium,,
20.42.01-25605,20020304,193,GATE_attitude,1835,1892,4869.0,57.0,accuse the Judiciary officials of human rights violations,high,,,arguing-pos,
20.42.01-25605,20020304,189,GATE_attitude,1835,1892,4869.0,57.0,accuse the Judiciary officials of human rights violations,high,,,sentiment-neg,
20.42.01-25605,20020304,60,GATE_attitude,1074,1169,4863.0,95.0,"the fact that women's political, social and cultural participation is not less than that of men",medium-high,,,arguing-neg,
20.42.01-25605,20020304,48,GATE_attitude,957,1043,4866.0,86.0,made unfounded charges by accusing Iran of discrimination against women and minorities,medium-high,,,sentiment-neg,
20.42.01-25605,20020304,169,GATE_attitude,2265,2396,4871.0,131.0,This means that his annual anti-Iran reports are only dictated to him by Zionist circles and arrogant powers like the United States,medium,,,arguing-pos,
20.42.01-25605,20020304,157,GATE_attitude,717,737,4870.0,20.0,includes nothing new,low-medium,,,arguing-neg,somewhat-uncertain
20.42.01-25605,20020304,153,GATE_attitude,37,63,4873.0,26.0,impugned by biased reports,medium-high,,,sentiment-neg,
20.42.01-25605,20020304,16,GATE_expressive-subjectivity,962,979,4866.0,17.0,unfounded charges,high,negative,,,
20.42.01-25605,20020304,12,GATE_expressive-subjectivity,495,508,4864.0,13.0,clearly shown,medium,neutral,,,
20.42.01-25605,20020304,137,GATE_attitude,1576,1737,4874.0,161.0,"For instance, he denounced as a human rights violation the banning and seizure of satellite dishes in Iran, while the measure has been taken in line with the law",low-medium,,,arguing-pos,
20.42.01-25605,20020304,129,GATE_attitude,182,201,4878.0,19.0,allegations against,low-medium,,,arguing-pos,
20.42.01-25605,20020304,0,GATE_expressive-subjectivity,2402,2435,4871.0,33.0,lost their illegitimate interests,high,negative,,,
20.50.30-97,20020304,254,GATE_direct-subjective,1738,1744,4884.0,6.0,stated,neutral,,neutral,,
20.50.30-97,20020304,121,GATE_attitude,3979,4066,4900.0,87.0,have to take their responsibility to ensure that they meet their burden-sharing targets,medium,,,arguing-pos,
20.50.30-97,20020304,242,GATE_direct-subjective,2034,2038,4881.0,4.0,know,low,neutral,low,,
20.50.30-97,20020304,105,GATE_attitude,535,543,4880.0,8.0,decision,low,,,other-attitude,
20.50.30-97,20020304,230,GATE_direct-subjective,698,719,4906.0,21.0,continues to call for,low,positive,low,,
20.50.30-97,20020304,101,GATE_expressive-subjectivity,383,393,4897.0,10.0,stays true,medium,positive,,,
20.50.30-97,20020304,218,GATE_attitude,2582,2598,4885.0,16.0,was grateful for,medium-high,,,sentiment-pos,
20.50.30-97,20020304,85,GATE_expressive-subjectivity,2044,2048,4881.0,4.0,even,low,neutral,,,
20.50.30-97,20020304,198,GATE_direct-subjective,88,106,4893.0,18.0,decision to ratify,low,neutral,low,,
20.50.30-97,20020304,69,GATE_direct-subjective,3952,3959,4900.0,7.0,However,medium,,,,
20.50.30-97,20020304,194,GATE_direct-subjective,216,230,4908.0,14.0,has reaffirmed,medium,positive,medium,,
20.50.30-97,20020304,65,GATE_direct-subjective,868,872,4895.0,4.0,said,neutral,,neutral,,
20.50.30-97,20020304,61,GATE_attitude,88,106,4893.0,18.0,decision to ratify,low-medium,,,intention-pos,somewhat-uncertain
20.50.30-97,20020304,186,GATE_direct-subjective,2291,2303,4903.0,12.0,am convinced,medium,neutral,medium,,
20.50.30-97,20020304,182,GATE_attitude,383,409,4897.0,26.0,stays true to its ambition,medium,,,sentiment-pos,
20.50.30-97,20020304,53,GATE_attitude,1864,1885,4888.0,21.0,is stronger than ever,medium-high,,,arguing-pos,
20.50.30-97,20020304,307,GATE_direct-subjective,319,337,4897.0,18.0,decision to ratify,low,neutral,low,,
20.50.30-97,20020304,174,GATE_expressive-subjectivity,1867,1885,4888.0,18.0,stronger than ever,medium,neutral,,,
20.50.30-97,20020304,45,GATE_direct-subjective,3578,3594,4902.0,16.0,continue to urge,medium,positive,medium,,
20.50.30-97,20020304,170,GATE_attitude,151,168,4904.0,17.0,strongly welcomes,high,,,sentiment-pos,
20.50.30-97,20020304,41,GATE_attitude,1249,1389,4898.0,140.0,"Once again, the EU is exercising leadership in addressing this global environmental problem, as we have done in Bonn and Marrakech last year",high,,,sentiment-pos,
20.50.30-97,20020304,295,GATE_attitude,1887,1912,4882.0,25.0,All countries have to act,medium,,,arguing-pos,
20.50.30-97,20020304,166,GATE_direct-subjective,2810,2818,4887.0,8.0,welcomed,low,positive,low,,
20.50.30-97,20020304,291,GATE_attitude,2222,2230,4899.0,8.0,is vital,low-medium,,,sentiment-pos,
20.50.30-97,20020304,162,GATE_expressive-subjectivity,3034,3040,4894.0,6.0,likely,low,neutral,,,
20.50.30-97,20020304,158,GATE_direct-subjective,1887,1890,4882.0,3.0,All,medium,,,,
20.50.30-97,20020304,29,GATE_attitude,319,337,4897.0,18.0,decision to ratify,low-medium,,,intention-pos,somewhat-uncertain
20.50.30-97,20020304,146,GATE_direct-subjective,3367,3372,4891.0,5.0,noted,neutral,,neutral,,
20.50.30-97,20020304,17,GATE_direct-subjective,2428,2432,4909.0,4.0,This,medium,,,,
20.50.30-97,20020304,13,GATE_expressive-subjectivity,1996,2008,4905.0,12.0,will have to,medium,neutral,,,
20.50.30-97,20020304,5,GATE_attitude,2291,2426,4903.0,135.0,am convinced that improving the environment through technological progress can actually enhance our competitiveness and economic growth,medium-high,,,arguing-pos,
20.50.30-97,20020304,259,GATE_attitude,3669,3704,4890.0,35.0,concluded by stressing the need for,medium-high,,,arguing-pos,
20.50.30-97,20020304,130,GATE_direct-subjective,987,1003,4907.0,16.0,has now approved,low,positive,low,,
20.50.30-97,20020304,1,GATE_attitude,3921,3930,4892.0,9.0,proposals,low,,,sentiment-pos,
20.50.30-97,20020304,255,GATE_direct-subjective,199,207,4908.0,8.0,decision,low,neutral,low,,
20.50.30-97,20020304,251,GATE_direct-subjective,301,308,4908.0,7.0,concern,medium,negative,medium,,
20.50.30-97,20020304,247,GATE_attitude,3469,3501,4891.0,32.0,but allow a significant increase,high,,,arguing-pos,
20.50.30-97,20020304,243,GATE_direct-subjective,2910,2928,4887.0,18.0,strongly called on,medium,positive,medium,,
20.50.30-97,20020304,106,GATE_expressive-subjectivity,3979,4012,4900.0,33.0,have to take their responsibility,medium,neutral,,,
20.50.30-97,20020304,227,GATE_expressive-subjectivity,3084,3098,4894.0,14.0,a clear signal,medium,neutral,,,
20.50.30-97,20020304,98,GATE_direct-subjective,1472,1476,4896.0,4.0,urge,medium,positive,medium,,
20.50.30-97,20020304,90,GATE_expressive-subjectivity,3391,3399,4891.0,8.0,will not,low,negative,,,
20.50.30-97,20020304,211,GATE_direct-subjective,235,245,4908.0,10.0,commitment,medium,neutral,medium,,
20.50.30-97,20020304,207,GATE_direct-subjective,535,543,4880.0,8.0,decision,low,neutral,low,,
20.50.30-97,20020304,74,GATE_attitude,1472,1476,4896.0,4.0,urge,medium-high,,,sentiment-pos,
20.50.30-97,20020304,199,GATE_attitude,1587,1591,4886.0,4.0,want,medium,,,sentiment-pos,
20.50.30-97,20020304,66,GATE_direct-subjective,2976,2979,4894.0,3.0,The,medium,,,,
20.50.30-97,20020304,62,GATE_attitude,2707,2723,4885.0,16.0,the confirmation,low,,,other-attitude,very-uncertain
20.50.30-97,20020304,308,GATE_expressive-subjectivity,1947,1968,4882.0,21.0,have to take the lead,medium,neutral,,,
20.50.30-97,20020304,179,GATE_attitude,174,182,4904.0,8.0,decision,low,,,other-attitude,
20.50.30-97,20020304,50,GATE_attitude,1080,1092,4889.0,12.0,am confident,high,,,speculation,
20.50.30-97,20020304,46,GATE_attitude,2222,2265,4899.0,43.0,is vital to achieve sustainable development,medium-high,,,arguing-pos,
20.50.30-97,20020304,42,GATE_attitude,2111,2115,4881.0,4.0,want,medium,,,sentiment-pos,
20.50.30-97,20020304,296,GATE_direct-subjective,174,182,4904.0,8.0,decision,low,neutral,low,,
20.50.30-97,20020304,167,GATE_attitude,3381,3390,4891.0,9.0,proposals,low,,,other-attitude,
20.50.30-97,20020304,38,GATE_direct-subjective,3669,3691,4890.0,22.0,concluded by stressing,medium,neutral,medium,,
20.50.30-97,20020304,34,GATE_expressive-subjectivity,1901,1912,4882.0,11.0,have to act,medium,neutral,,,
20.50.30-97,20020304,288,GATE_attitude,401,412,4897.0,11.0,ambition to,medium,,,sentiment-pos,
20.50.30-97,20020304,30,GATE_attitude,199,207,4908.0,8.0,decision,low,,,other-attitude,
20.50.30-97,20020304,151,GATE_attitude,2910,2928,4887.0,18.0,strongly called on,high,,,sentiment-pos,
20.50.30-97,20020304,22,GATE_attitude,1918,1968,4882.0,50.0,the industrialised countries have to take the lead,medium,,,arguing-pos,
20.50.30-97,20020304,272,GATE_expressive-subjectivity,3952,3959,4900.0,7.0,However,low,neutral,,,
20.50.30-97,20020304,14,GATE_expressive-subjectivity,2666,2672,4885.0,6.0,timely,low,positive,,,
20.50.30-97,20020304,268,GATE_direct-subjective,1970,1972,4905.0,2.0,To,medium,,,,
20.50.30-97,20020304,131,GATE_expressive-subjectivity,2428,2473,4909.0,45.0,This is what sustainable development is about,medium,neutral,,,
20.50.30-97,20020304,2,GATE_direct-subjective,3375,3390,4891.0,15.0,These proposals,low,neutral,low,,
20.50.30-97,20020304,252,GATE_expressive-subjectivity,1755,1772,4884.0,17.0,indeed a good day,medium,positive,,,
20.50.30-97,20020304,123,GATE_expressive-subjectivity,2131,2150,4881.0,19.0,severe consequences,medium,negative,,,
20.50.30-97,20020304,244,GATE_attitude,301,308,4908.0,7.0,concern,low-medium,,,sentiment-neg,
20.50.30-97,20020304,240,GATE_attitude,184,308,4908.0,124.0,"By taking this decision, the EU has reaffirmed its commitment to pursuing multilateral solutions to issues of global concern",low,,,arguing-pos,
20.50.30-97,20020304,111,GATE_attitude,401,412,4897.0,11.0,ambition to,medium,,,intention-pos,
20.50.30-97,20020304,232,GATE_direct-subjective,2111,2115,4881.0,4.0,want,medium,positive,medium,,
20.50.30-97,20020304,91,GATE_expressive-subjectivity,1394,1409,4879.0,15.0,can only tackle,medium,neutral,,,
20.50.30-97,20020304,87,GATE_attitude,2027,2181,4881.0,154.0,We all know that even the targets in the Kyoto Protocol are only a first step if we want to prevent the severe consequences that climate change could have,high,,,arguing-pos,
20.50.30-97,20020304,208,GATE_direct-subjective,1080,1092,4889.0,12.0,am confident,medium,positive,medium,,
20.50.30-97,20020304,79,GATE_attitude,3770,3790,4890.0,20.0,has already proposed,low,,,sentiment-pos,
20.50.30-97,20020304,204,GATE_attitude,2428,2535,4909.0,107.0,This is what sustainable development is about: Protecting our eco-system while ensuring economic prosperity,medium,,,arguing-pos,
20.50.30-97,20020304,71,GATE_attitude,48,55,4893.0,7.0,adopted,low,,,sentiment-pos,
20.50.30-97,20020304,196,GATE_expressive-subjectivity,3180,3194,4894.0,14.0,only effective,medium,neutral,,,
20.50.30-97,20020304,67,GATE_expressive-subjectivity,1249,1259,4898.0,10.0,Once again,low,neutral,,,
20.50.30-97,20020304,188,GATE_direct-subjective,151,168,4904.0,17.0,strongly welcomes,medium,positive,medium,,
20.50.30-97,20020304,180,GATE_attitude,73,85,4893.0,12.0,proposal for,low,,,sentiment-pos,somewhat-uncertain
20.50.30-97,20020304,51,GATE_direct-subjective,2582,2594,4885.0,12.0,was grateful,medium,positive,medium,,
20.50.30-97,20020304,47,GATE_direct-subjective,1391,1393,4879.0,2.0,We,medium,,,,
20.50.30-97,20020304,43,GATE_attitude,2366,2426,4903.0,60.0,can actually enhance our competitiveness and economic growth,low-medium,,,sentiment-pos,
20.50.30-97,20020304,297,GATE_expressive-subjectivity,2027,2038,4881.0,11.0,We all know,medium,neutral,,,
20.50.30-97,20020304,168,GATE_direct-subjective,1587,1591,4886.0,4.0,want,medium,positive,medium,,
20.50.30-97,20020304,293,GATE_attitude,3173,3247,4894.0,74.0,is the only effective international framework for combating global warming,medium,,,sentiment-pos,
20.50.30-97,20020304,289,GATE_attitude,2111,2126,4881.0,15.0,want to prevent,medium-high,,,sentiment-neg,
20.50.30-97,20020304,285,GATE_attitude,2694,2706,4885.0,12.0,pleased with,medium,,,sentiment-pos,
20.50.30-97,20020304,156,GATE_attitude,3391,3501,4891.0,110.0,will not lead to a reduction of greenhouse gas emissions in the United States but allow a significant increase,medium,,,sentiment-neg,
20.50.30-97,20020304,281,GATE_direct-subjective,2027,2029,4881.0,2.0,We,medium,,,,
20.50.30-97,20020304,148,GATE_attitude,3030,3080,4894.0,50.0,are likely to ratify the Protocol within this year,medium,,,speculation,
20.50.30-97,20020304,140,GATE_attitude,2603,2617,4885.0,14.0,strong support,high,,,sentiment-pos,
20.50.30-97,20020304,265,GATE_attitude,2034,2038,4881.0,4.0,know,low,,,other-attitude,
20.50.30-97,20020304,132,GATE_direct-subjective,954,969,4907.0,15.0,am very pleased,high,positive,high,,
20.50.30-97,20020304,128,GATE_attitude,698,719,4906.0,21.0,continues to call for,medium-high,,,sentiment-pos,
20.50.30-97,20020304,253,GATE_expressive-subjectivity,3692,3712,4890.0,20.0,the need for further,medium,neutral,,,
20.50.30-97,20020304,120,GATE_direct-subjective,2603,2617,4885.0,14.0,strong support,medium,positive,medium,,
20.50.30-97,20020304,116,GATE_direct-subjective,2711,2726,4885.0,15.0,confirmation by,low,neutral,low,,
20.50.30-97,20020304,112,GATE_attitude,216,230,4908.0,14.0,has reaffirmed,low-medium,,,intention-pos,somewhat-uncertain
20.50.30-97,20020304,108,GATE_expressive-subjectivity,2225,2230,4899.0,5.0,vital,medium,neutral,,,
20.50.30-97,20020304,225,GATE_direct-subjective,3770,3790,4890.0,20.0,has already proposed,low,neutral,low,,
20.50.30-97,20020304,96,GATE_attitude,654,660,4880.0,6.0,agreed,low,,,agree-pos,
20.50.30-97,20020304,221,GATE_attitude,1391,1468,4879.0,77.0,We can only tackle climate change effectively through a multi-lateral process,medium-high,,,arguing-pos,
20.50.30-97,20020304,217,GATE_direct-subjective,73,81,4893.0,8.0,proposal,low,neutral,low,,
20.50.30-97,20020304,88,GATE_direct-subjective,2282,2287,4899.0,5.0,added,neutral,,neutral,,
20.50.30-97,20020304,213,GATE_attitude,231,248,4908.0,17.0,its commitment to,medium,,,intention-pos,
20.50.30-97,20020304,84,GATE_attitude,3578,3594,4902.0,16.0,continue to urge,medium-high,,,sentiment-pos,
20.50.30-97,20020304,80,GATE_attitude,987,1003,4907.0,16.0,has now approved,medium,,,sentiment-pos,
20.50.30-97,20020304,205,GATE_expressive-subjectivity,3481,3492,4891.0,11.0,significant,low,neutral,,,
20.50.30-97,20020304,72,GATE_direct-subjective,48,55,4893.0,7.0,adopted,low,positive,low,,
20.50.30-97,20020304,193,GATE_expressive-subjectivity,887,904,4895.0,17.0,historical moment,medium,positive,,,
20.50.30-97,20020304,189,GATE_attitude,954,969,4907.0,15.0,am very pleased,medium-high,,,sentiment-pos,
20.50.30-97,20020304,306,GATE_attitude,1993,2025,4905.0,32.0,we will have to reduce emissions,medium,,,arguing-pos,
20.50.30-97,20020304,177,GATE_expressive-subjectivity,2087,2104,4881.0,17.0,only a first step,medium,neutral,,,
20.50.30-97,20020304,48,GATE_direct-subjective,401,409,4897.0,8.0,ambition,medium,positive,medium,,
20.50.30-97,20020304,302,GATE_attitude,1080,1092,4889.0,12.0,am confident,low-medium,,,sentiment-pos,
20.50.30-97,20020304,173,GATE_direct-subjective,3921,3930,4892.0,9.0,proposals,low,neutral,low,,
20.50.30-97,20020304,298,GATE_attitude,3391,3468,4891.0,77.0,will not lead to a reduction of greenhouse gas emissions in the United States,medium,,,arguing-neg,
20.50.30-97,20020304,40,GATE_attitude,2976,3247,4894.0,271.0,"The fact that at least 25-30 industrialised countries are likely to ratify the Protocol within this year is a clear signal that the Kyoto Protocol, with its legally binding targets and timetables, is the only effective international framework for combating global warming",medium-high,,,arguing-pos,
20.50.30-97,20020304,165,GATE_direct-subjective,1249,1253,4898.0,4.0,Once,medium,,,,
20.50.30-97,20020304,36,GATE_direct-subjective,654,660,4880.0,6.0,agreed,low,neutral,low,,
20.50.30-97,20020304,32,GATE_attitude,1747,1776,4884.0,29.0,This is indeed a good day for,medium,,,sentiment-pos,
20.50.30-97,20020304,157,GATE_expressive-subjectivity,1271,1292,4898.0,21.0,exercising leadership,medium,positive,,,
20.50.30-97,20020304,278,GATE_attitude,2810,2818,4887.0,8.0,welcomed,medium,,,sentiment-pos,
20.50.30-97,20020304,145,GATE_expressive-subjectivity,2370,2386,4903.0,16.0,actually enhance,medium,positive,,,
20.50.30-97,20020304,16,GATE_direct-subjective,2694,2701,4885.0,7.0,pleased,medium,positive,medium,,
20.50.30-97,20020304,270,GATE_attitude,875,950,4895.0,75.0,Today is an historical moment for European efforts to combat climate change,high,,,sentiment-pos,
20.50.30-97,20020304,4,GATE_direct-subjective,1822,1825,4888.0,3.0,The,medium,,,,
20.50.30-97,20020304,258,GATE_expressive-subjectivity,2976,2989,4894.0,13.0,The fact that,low,neutral,,,
15.01.39-17844,20020306,93,GATE_expressive-subjectivity,1317,1355,4917.0,38.0,is likely to produce a negative effect,medium,negative,,,
15.01.39-17844,20020306,91,GATE_direct-subjective,451,459,4913.0,8.0,accusing,high,negative,high,,
15.01.39-17844,20020306,90,GATE_expressive-subjectivity,1564,1584,4912.0,20.0,to further encourage,medium,negative,,,
