id,rating,set,text,type
1872,4,0.0,,-1.0
1873,3,0.0,,-1.0
1874,1,0.0,,-1.0
1875,1,0.0,,-1.0
1876,1,0.0,,-1.0
1877,1,0.0,,-1.0
1878,1,0.0,,-1.0
1879,1,0.0,,-1.0
187,1,0.0,,-1.0
1880,4,0.0,,-1.0
1881,1,0.0,,-1.0
1882,3,0.0,,-1.0
1883,4,0.0,,-1.0
1884,4,0.0,,-1.0
1885,4,0.0,,-1.0
1886,4,0.0,,-1.0
1887,2,0.0,,-1.0
1888,4,0.0,,-1.0
1889,4,0.0,,-1.0
188,3,0.0,,-1.0
1890,4,0.0,,-1.0
1891,4,0.0,,-1.0
1892,2,0.0,,-1.0
1893,2,0.0,,-1.0
1894,4,0.0,,-1.0
1895,4,0.0,,-1.0
1896,2,0.0,,-1.0
1897,1,0.0,,-1.0
1898,1,0.0,,-1.0
1899,2,0.0,,-1.0
189,4,0.0,,-1.0
18,1,0.0,,-1.0
1900,4,0.0,,-1.0
1901,3,0.0,,-1.0
1902,4,0.0,,-1.0
1903,1,0.0,,-1.0
1904,2,0.0,,-1.0
1905,2,0.0,,-1.0
1906,1,0.0,,-1.0
1907,1,0.0,,-1.0
1908,2,0.0,,-1.0
1909,2,0.0,,-1.0
190,2,0.0,,-1.0
1910,1,0.0,,-1.0
1911,1,0.0,,-1.0
1912,2,0.0,,-1.0
1913,2,0.0,,-1.0
1914,2,0.0,,-1.0
1915,1,0.0,,-1.0
1916,1,0.0,,-1.0
1917,2,0.0,,-1.0
1918,2,0.0,,-1.0
1919,1,0.0,,-1.0
191,3,0.0,,-1.0
1920,3,0.0,,-1.0
1921,2,0.0,,-1.0
1922,1,0.0,,-1.0
1923,1,0.0,,-1.0
1924,1,0.0,,-1.0
1925,1,0.0,,-1.0
1926,3,0.0,,-1.0
1927,1,0.0,,-1.0
1928,4,0.0,,-1.0
1929,1,0.0,,-1.0
192,2,0.0,,-1.0
1930,3,0.0,,-1.0
1931,3,0.0,,-1.0
1932,3,0.0,,-1.0
1933,2,0.0,,-1.0
1934,1,0.0,,-1.0
1935,3,0.0,,-1.0
1936,4,0.0,,-1.0
1937,4,0.0,,-1.0
1938,2,0.0,,-1.0
1939,2,0.0,,-1.0
193,4,0.0,,-1.0
1940,3,0.0,,-1.0
1941,1,0.0,,-1.0
1942,1,0.0,,-1.0
1943,3,0.0,,-1.0
1944,4,0.0,,-1.0
1945,4,0.0,,-1.0
1946,3,0.0,,-1.0
1947,1,0.0,,-1.0
1948,1,0.0,,-1.0
1949,3,0.0,,-1.0
194,1,0.0,,-1.0
1950,1,0.0,,-1.0
1951,1,0.0,,-1.0
1952,1,0.0,,-1.0
1953,2,0.0,,-1.0
1954,1,0.0,,-1.0
1955,1,0.0,,-1.0
1956,2,0.0,,-1.0
1957,1,0.0,,-1.0
1958,2,0.0,,-1.0
1959,1,0.0,,-1.0
195,4,0.0,,-1.0
1960,1,0.0,,-1.0
1961,1,0.0,,-1.0
1962,1,0.0,,-1.0
1963,1,0.0,,-1.0
1964,1,0.0,,-1.0
1965,3,0.0,,-1.0
1966,1,0.0,,-1.0
1967,3,0.0,,-1.0
1968,1,0.0,,-1.0
1969,4,0.0,,-1.0
196,4,0.0,,-1.0
1970,2,0.0,,-1.0
1971,3,0.0,,-1.0
1972,4,0.0,,-1.0
1973,4,0.0,,-1.0
1974,1,0.0,,-1.0
1975,4,0.0,,-1.0
1976,4,0.0,,-1.0
1977,4,0.0,,-1.0
1978,2,0.0,,-1.0
1979,1,0.0,,-1.0
197,1,0.0,,-1.0
1980,3,0.0,,-1.0
1981,2,0.0,,-1.0
1982,1,0.0,,-1.0
1983,3,0.0,,-1.0
1984,2,0.0,,-1.0
1985,2,0.0,,-1.0
1986,1,0.0,,-1.0
1987,2,0.0,,-1.0
1988,1,0.0,,-1.0
1989,1,0.0,,-1.0
198,3,0.0,,-1.0
1990,4,0.0,,-1.0
1991,2,0.0,,-1.0
1992,2,0.0,,-1.0
1993,4,0.0,,-1.0
1994,1,0.0,,-1.0
1995,3,0.0,,-1.0
1996,4,0.0,,-1.0
1997,4,0.0,,-1.0
1998,2,0.0,,-1.0
1999,1,0.0,,-1.0
199,4,0.0,,-1.0
19,1,0.0,,-1.0
1,3,0.0,,-1.0
2000,1,0.0,,-1.0
2001,1,0.0,,-1.0
2002,1,0.0,,-1.0
2003,1,0.0,,-1.0
2004,1,0.0,,-1.0
2005,1,0.0,,-1.0
2006,1,0.0,,-1.0
2007,3,0.0,,-1.0
2008,1,0.0,,-1.0
2009,1,0.0,,-1.0
200,4,0.0,,-1.0
2010,1,0.0,,-1.0
2011,1,0.0,,-1.0
2012,1,0.0,,-1.0
2013,1,0.0,,-1.0
2014,1,0.0,,-1.0
2015,1,0.0,,-1.0
2016,2,0.0,,-1.0
2017,1,0.0,,-1.0
2018,1,0.0,,-1.0
2019,1,0.0,,-1.0
201,2,0.0,,-1.0
2020,1,0.0,,-1.0
2021,1,0.0,,-1.0
2022,1,0.0,,-1.0
2023,1,0.0,,-1.0
2024,1,0.0,,-1.0
2025,2,0.0,,-1.0
2026,2,0.0,,-1.0
2027,1,0.0,,-1.0
2028,1,0.0,,-1.0
2029,2,0.0,,-1.0
202,4,0.0,,-1.0
2030,1,0.0,,-1.0
2031,1,0.0,,-1.0
2032,1,0.0,,-1.0
2033,3,0.0,,-1.0
2034,1,0.0,,-1.0
2035,4,0.0,,-1.0
2036,1,0.0,,-1.0
2037,2,0.0,,-1.0
2038,1,0.0,,-1.0
2039,4,0.0,,-1.0
203,3,0.0,,-1.0
2040,1,0.0,,-1.0
2041,1,0.0,,-1.0
2042,3,0.0,,-1.0
2043,3,0.0,,-1.0
2044,4,0.0,,-1.0
2045,1,0.0,,-1.0
2046,4,0.0,,-1.0
2047,3,0.0,,-1.0
2048,4,0.0,,-1.0
2049,1,0.0,,-1.0
204,1,0.0,,-1.0
2050,3,0.0,,-1.0
2051,1,0.0,,-1.0
2052,3,0.0,,-1.0
2053,4,0.0,,-1.0
2054,1,0.0,,-1.0
2055,1,0.0,,-1.0
2056,1,0.0,,-1.0
2057,1,0.0,,-1.0
2058,2,0.0,,-1.0
2059,1,0.0,,-1.0
205,2,0.0,,-1.0
2060,2,0.0,,-1.0
2061,4,0.0,,-1.0
2062,2,0.0,,-1.0
2063,4,0.0,,-1.0
2064,1,0.0,,-1.0
2065,2,0.0,,-1.0
2066,1,0.0,,-1.0
2067,2,0.0,,-1.0
2068,1,0.0,,-1.0
2069,4,0.0,,-1.0
206,2,0.0,,-1.0
2070,3,0.0,,-1.0
2071,1,0.0,,-1.0
2072,2,0.0,,-1.0
2073,4,0.0,,-1.0
2074,1,0.0,,-1.0
2075,1,0.0,,-1.0
2076,2,0.0,,-1.0
2077,4,0.0,,-1.0
2078,4,0.0,,-1.0
2079,1,0.0,,-1.0
207,3,0.0,,-1.0
2080,2,0.0,,-1.0
2081,2,0.0,,-1.0
2082,3,0.0,,-1.0
2083,3,0.0,,-1.0
2084,3,0.0,,-1.0
2085,3,0.0,,-1.0
2086,4,0.0,,-1.0
2087,3,0.0,,-1.0
2088,1,0.0,,-1.0
2089,4,0.0,,-1.0
208,3,0.0,,-1.0
2090,1,0.0,,-1.0
2091,2,0.0,,-1.0
2092,2,0.0,,-1.0
2093,1,0.0,,-1.0
2094,3,0.0,,-1.0
2095,3,0.0,,-1.0
2096,4,0.0,,-1.0
2097,3,0.0,,-1.0
2098,1,0.0,,-1.0
2099,3,0.0,,-1.0
209,4,0.0,,-1.0
20,1,0.0,,-1.0
2100,1,0.0,,-1.0
2101,3,0.0,,-1.0
2102,3,0.0,,-1.0
2103,1,0.0,,-1.0
2104,2,0.0,,-1.0
2105,2,0.0,,-1.0
2106,2,0.0,,-1.0
2107,3,0.0,,-1.0
2108,1,0.0,,-1.0
2109,3,0.0,,-1.0
210,4,0.0,,-1.0
2110,4,0.0,,-1.0
2111,1,0.0,,-1.0
2112,2,0.0,,-1.0
2113,2,0.0,,-1.0
2114,3,0.0,,-1.0
2115,2,0.0,,-1.0
2116,1,0.0,,-1.0
2117,4,0.0,,-1.0
2118,4,0.0,,-1.0
2119,4,0.0,,-1.0
211,3,0.0,,-1.0
2120,1,0.0,,-1.0
2121,1,0.0,,-1.0
2122,1,0.0,,-1.0
2123,2,0.0,,-1.0
2124,1,0.0,,-1.0
2125,2,0.0,,-1.0
2126,1,0.0,,-1.0
2127,1,0.0,,-1.0
2128,3,0.0,,-1.0
2129,4,0.0,,-1.0
212,4,0.0,,-1.0
2130,2,0.0,,-1.0
2131,3,0.0,,-1.0
2132,2,0.0,,-1.0
2133,1,0.0,,-1.0
2134,4,0.0,,-1.0
2135,1,0.0,,-1.0
2136,3,0.0,,-1.0
2137,1,0.0,,-1.0
2138,3,0.0,,-1.0
2139,1,0.0,,-1.0
213,3,0.0,,-1.0
2140,1,0.0,,-1.0
2141,1,0.0,,-1.0
2142,4,0.0,,-1.0
2143,4,0.0,,-1.0
2144,4,0.0,,-1.0
2145,3,0.0,,-1.0
2146,3,0.0,,-1.0
2147,4,0.0,,-1.0
2148,1,0.0,,-1.0
2149,3,0.0,,-1.0
214,1,0.0,,-1.0
2150,1,0.0,,-1.0
2151,2,0.0,,-1.0
2152,1,0.0,,-1.0
2153,1,0.0,,-1.0
2154,1,0.0,,-1.0
2155,1,0.0,,-1.0
2156,1,0.0,,-1.0
2157,2,0.0,,-1.0
2158,1,0.0,,-1.0
2159,1,0.0,,-1.0
215,4,0.0,,-1.0
2160,2,0.0,,-1.0
2161,4,0.0,,-1.0
2162,1,0.0,,-1.0
2163,1,0.0,,-1.0
2164,4,0.0,,-1.0
2165,4,0.0,,-1.0
2166,1,0.0,,-1.0
2167,2,0.0,,-1.0
2168,2,0.0,,-1.0
2169,2,0.0,,-1.0
216,2,0.0,,-1.0
2170,1,0.0,,-1.0
2171,4,0.0,,-1.0
2172,1,0.0,,-1.0
2173,1,0.0,,-1.0
2174,2,0.0,,-1.0
2175,1,0.0,,-1.0
2176,4,0.0,,-1.0
2177,2,0.0,,-1.0
2178,4,0.0,,-1.0
2179,4,0.0,,-1.0
217,3,0.0,,-1.0
2180,2,0.0,,-1.0
2181,2,0.0,,-1.0
2182,1,0.0,,-1.0
2183,2,0.0,,-1.0
2184,1,0.0,,-1.0
2185,3,0.0,,-1.0
2186,3,0.0,,-1.0
2187,1,0.0,,-1.0
2188,4,0.0,,-1.0
2189,2,0.0,,-1.0
218,3,0.0,,-1.0
2190,3,0.0,,-1.0
2191,1,0.0,,-1.0
2192,4,0.0,,-1.0
2193,4,0.0,,-1.0
2194,4,0.0,,-1.0
2195,1,0.0,,-1.0
2196,1,0.0,,-1.0
2197,1,0.0,,-1.0
2198,4,0.0,,-1.0
2199,3,0.0,,-1.0
219,1,0.0,,-1.0
21,1,0.0,,-1.0
2200,2,0.0,,-1.0
2201,2,0.0,,-1.0
2202,4,0.0,,-1.0
2203,4,0.0,,-1.0
2204,1,0.0,,-1.0
2205,4,0.0,,-1.0
2206,4,0.0,,-1.0
2207,1,0.0,,-1.0
2208,3,0.0,,-1.0
2209,4,0.0,,-1.0
220,4,0.0,,-1.0
2210,4,0.0,,-1.0
2211,2,0.0,,-1.0
2212,4,0.0,,-1.0
2213,2,0.0,,-1.0
2214,3,0.0,,-1.0
2215,1,0.0,,-1.0
2216,4,0.0,,-1.0
2217,3,0.0,,-1.0
2218,3,0.0,,-1.0
2219,4,0.0,,-1.0
221,3,0.0,,-1.0
2220,1,0.0,,-1.0
2221,2,0.0,,-1.0
2222,1,0.0,,-1.0
2223,3,0.0,,-1.0
2224,3,0.0,,-1.0
2225,1,0.0,,-1.0
2226,4,0.0,,-1.0
2227,3,0.0,,-1.0
2228,4,0.0,,-1.0
2229,4,0.0,,-1.0
222,3,0.0,,-1.0
2230,4,0.0,,-1.0
2231,2,0.0,,-1.0
2232,4,0.0,,-1.0
2233,2,0.0,,-1.0
2234,4,0.0,,-1.0
2235,4,0.0,,-1.0
2236,4,0.0,,-1.0
2237,1,0.0,,-1.0
2238,1,0.0,,-1.0
2239,1,0.0,,-1.0
223,3,0.0,,-1.0
2240,1,0.0,,-1.0
2241,1,0.0,,-1.0
2242,1,0.0,,-1.0
2243,1,0.0,,-1.0
2244,4,0.0,,-1.0
2245,1,0.0,,-1.0
2246,1,0.0,,-1.0
2247,1,0.0,,-1.0
2248,1,0.0,,-1.0
2249,1,0.0,,-1.0
224,3,0.0,,-1.0
2250,1,0.0,,-1.0
2251,2,0.0,,-1.0
2252,1,0.0,,-1.0
2253,1,0.0,,-1.0
2254,1,0.0,,-1.0
2255,1,0.0,,-1.0
2256,1,0.0,,-1.0
2257,4,0.0,,-1.0
2258,1,0.0,,-1.0
2259,2,0.0,,-1.0
225,3,0.0,,-1.0
2260,3,0.0,,-1.0
2261,1,0.0,,-1.0
2262,1,0.0,,-1.0
2263,1,0.0,,-1.0
2264,1,0.0,,-1.0
2265,4,0.0,,-1.0
2266,3,0.0,,-1.0
2267,4,0.0,,-1.0
2268,4,0.0,,-1.0
2269,1,0.0,,-1.0
226,4,0.0,,-1.0
2270,1,0.0,,-1.0
2271,3,0.0,,-1.0
2272,3,0.0,,-1.0
2273,2,0.0,,-1.0
2274,1,0.0,,-1.0
2275,4,0.0,,-1.0
2276,4,0.0,,-1.0
2277,3,0.0,,-1.0
2278,3,0.0,,-1.0
2279,3,0.0,,-1.0
227,1,0.0,,-1.0
2280,4,0.0,,-1.0
2281,3,0.0,,-1.0
2282,2,0.0,,-1.0
2283,3,0.0,,-1.0
2284,3,0.0,,-1.0
2285,4,0.0,,-1.0
2286,3,0.0,,-1.0
2287,4,0.0,,-1.0
2288,4,0.0,,-1.0
2289,3,0.0,,-1.0
228,1,0.0,,-1.0
2290,4,0.0,,-1.0
2291,1,0.0,,-1.0
2292,1,0.0,,-1.0
2293,4,0.0,,-1.0
2294,2,0.0,,-1.0
2295,3,0.0,,-1.0
2296,2,0.0,,-1.0
2297,4,0.0,,-1.0
2298,4,0.0,,-1.0
2299,1,0.0,,-1.0
229,1,0.0,,-1.0
22,3,0.0,,-1.0
2300,4,0.0,,-1.0
2301,2,0.0,,-1.0
2302,1,0.0,,-1.0
2303,4,0.0,,-1.0
2304,3,0.0,,-1.0
2305,3,0.0,,-1.0
2306,4,0.0,,-1.0
2307,3,0.0,,-1.0
2308,3,0.0,,-1.0
2309,3,0.0,,-1.0
230,1,0.0,,-1.0
2310,2,0.0,,-1.0
2311,4,0.0,,-1.0
2312,3,0.0,,-1.0
2313,1,0.0,,-1.0
2314,1,0.0,,-1.0
2315,1,0.0,,-1.0
2316,3,0.0,,-1.0
2317,2,0.0,,-1.0
2318,2,0.0,,-1.0
2319,1,0.0,,-1.0
231,1,0.0,,-1.0
2320,1,0.0,,-1.0
2321,1,0.0,,-1.0
2322,4,0.0,,-1.0
2323,3,0.0,,-1.0
2324,2,0.0,,-1.0
2325,2,0.0,,-1.0
2326,2,0.0,,-1.0
2327,2,0.0,,-1.0
2328,2,0.0,,-1.0
2329,2,0.0,,-1.0
232,4,0.0,,-1.0
2330,2,0.0,,-1.0
2331,2,0.0,,-1.0
2332,2,0.0,,-1.0
2333,2,0.0,,-1.0
2334,3,0.0,,-1.0
2335,1,0.0,,-1.0
2336,1,0.0,,-1.0
2337,1,0.0,,-1.0
2338,1,0.0,,-1.0
2339,1,0.0,,-1.0
233,2,0.0,,-1.0
2340,1,0.0,,-1.0
2341,1,0.0,,-1.0
2342,1,0.0,,-1.0
2343,4,0.0,,-1.0
2344,1,0.0,,-1.0
2345,3,0.0,,-1.0
2346,4,0.0,,-1.0
2347,3,0.0,,-1.0
2348,3,0.0,,-1.0
2349,3,0.0,,-1.0
234,3,0.0,,-1.0
2350,3,0.0,,-1.0
2351,4,0.0,,-1.0
2352,2,0.0,,-1.0
2353,1,0.0,,-1.0
2354,3,0.0,,-1.0
2355,1,0.0,,-1.0
2356,4,0.0,,-1.0
2357,4,0.0,,-1.0
2358,3,0.0,,-1.0
2359,3,0.0,,-1.0
235,4,0.0,,-1.0
2360,1,0.0,,-1.0
2361,1,0.0,,-1.0
2362,3,0.0,,-1.0
2363,4,0.0,,-1.0
2364,4,0.0,,-1.0
2365,3,0.0,,-1.0
2366,2,0.0,,-1.0
2367,3,0.0,,-1.0
2368,4,0.0,,-1.0
2369,3,0.0,,-1.0
236,3,0.0,,-1.0
2370,4,0.0,,-1.0
2371,4,0.0,,-1.0
2372,3,0.0,,-1.0
2373,4,0.0,,-1.0
2374,2,0.0,,-1.0
2375,4,0.0,,-1.0
2376,4,0.0,,-1.0
2377,4,0.0,,-1.0
2378,2,0.0,,-1.0
2379,1,0.0,,-1.0
237,1,0.0,,-1.0
2380,1,0.0,,-1.0
2381,1,0.0,,-1.0
2382,2,0.0,,-1.0
2383,4,0.0,,-1.0
2384,3,0.0,,-1.0
2385,4,0.0,,-1.0
2386,1,0.0,,-1.0
2387,2,0.0,,-1.0
2388,1,0.0,,-1.0
2389,2,0.0,,-1.0
238,1,0.0,,-1.0
2390,3,0.0,,-1.0
2391,2,0.0,,-1.0
2392,2,0.0,,-1.0
2393,3,0.0,,-1.0
2394,2,0.0,,-1.0
2395,3,0.0,,-1.0
2396,4,0.0,,-1.0
2397,4,0.0,,-1.0
2398,3,0.0,,-1.0
2399,3,0.0,,-1.0
239,2,0.0,,-1.0
23,4,0.0,,-1.0
2400,1,0.0,,-1.0
2401,4,0.0,,-1.0
2402,1,0.0,,-1.0
2403,1,0.0,,-1.0
2404,4,0.0,,-1.0
2405,1,0.0,,-1.0
2406,2,0.0,,-1.0
2407,1,0.0,,-1.0
2408,3,0.0,,-1.0
2409,1,0.0,,-1.0
240,4,0.0,,-1.0
2410,2,0.0,,-1.0
2411,1,0.0,,-1.0
2412,2,0.0,,-1.0
2413,1,0.0,,-1.0
2414,4,0.0,,-1.0
2415,2,0.0,,-1.0
2416,1,0.0,,-1.0
2417,4,0.0,,-1.0
2418,2,0.0,,-1.0
2419,1,0.0,,-1.0
241,1,0.0,,-1.0
2420,1,0.0,,-1.0
2421,3,0.0,,-1.0
2422,1,0.0,,-1.0
2423,1,0.0,,-1.0
2424,2,0.0,,-1.0
2425,3,0.0,,-1.0
2426,2,0.0,,-1.0
2427,1,0.0,,-1.0
2428,1,0.0,,-1.0
2429,1,0.0,,-1.0
242,3,0.0,,-1.0
2430,2,0.0,,-1.0
2431,1,0.0,,-1.0
2432,2,0.0,,-1.0
2433,1,0.0,,-1.0
2434,1,0.0,,-1.0
2435,1,0.0,,-1.0
2436,4,0.0,,-1.0
2437,3,0.0,,-1.0
2438,2,0.0,,-1.0
2439,1,0.0,,-1.0
243,4,0.0,,-1.0
2440,4,0.0,,-1.0
2441,4,0.0,,-1.0
2442,4,0.0,,-1.0
2443,4,0.0,,-1.0
2444,4,0.0,,-1.0
2445,3,0.0,,-1.0
2446,1,0.0,,-1.0
2447,4,0.0,,-1.0
2448,1,0.0,,-1.0
2449,1,0.0,,-1.0
244,2,0.0,,-1.0
2450,1,0.0,,-1.0
2451,1,0.0,,-1.0
2452,1,0.0,,-1.0
2453,1,0.0,,-1.0
2454,1,0.0,,-1.0
2455,4,0.0,,-1.0
2456,1,0.0,,-1.0
2457,3,0.0,,-1.0
2458,2,0.0,,-1.0
2459,2,0.0,,-1.0
245,2,0.0,,-1.0
2460,1,0.0,,-1.0
2461,4,0.0,,-1.0
2462,2,0.0,,-1.0
2463,4,0.0,,-1.0
2464,4,0.0,,-1.0
2465,2,0.0,,-1.0
2466,1,0.0,,-1.0
2467,1,0.0,,-1.0
2468,1,0.0,,-1.0
2469,1,0.0,,-1.0
246,2,0.0,,-1.0
2470,1,0.0,,-1.0
2471,4,0.0,,-1.0
2472,3,0.0,,-1.0
2473,2,0.0,,-1.0
2474,1,0.0,,-1.0
2475,1,0.0,,-1.0
2476,3,0.0,,-1.0
2477,2,0.0,,-1.0
2478,3,0.0,,-1.0
2479,1,0.0,,-1.0
247,2,0.0,,-1.0
2480,3,0.0,,-1.0
2481,1,0.0,,-1.0
2482,1,0.0,,-1.0
2483,4,0.0,,-1.0
2484,1,0.0,,-1.0
2485,1,0.0,,-1.0
2486,3,0.0,,-1.0
2487,2,0.0,,-1.0
2488,1,0.0,,-1.0
2489,3,0.0,,-1.0
248,2,0.0,,-1.0
2490,1,0.0,,-1.0
2491,4,0.0,,-1.0
2492,4,0.0,,-1.0
2493,3,0.0,,-1.0
2494,4,0.0,,-1.0
2495,2,0.0,,-1.0
2496,3,0.0,,-1.0
2497,2,0.0,,-1.0
2498,4,0.0,,-1.0
2499,3,0.0,,-1.0
249,2,0.0,,-1.0
24,4,0.0,,-1.0
2500,2,0.0,,-1.0
2501,3,0.0,,-1.0
2502,1,0.0,,-1.0
2503,3,0.0,,-1.0
2504,3,0.0,,-1.0
2505,1,0.0,,-1.0
2506,1,0.0,,-1.0
2507,1,0.0,,-1.0
2508,1,0.0,,-1.0
2509,1,0.0,,-1.0
250,1,0.0,,-1.0
2510,3,0.0,,-1.0
2511,4,0.0,,-1.0
2512,2,0.0,,-1.0
2513,4,0.0,,-1.0
2514,4,0.0,,-1.0
2515,1,0.0,,-1.0
2516,1,0.0,,-1.0
2517,1,0.0,,-1.0
2518,1,0.0,,-1.0
2519,4,0.0,,-1.0
251,2,0.0,,-1.0
2520,3,0.0,,-1.0
2521,1,0.0,,-1.0
2522,3,0.0,,-1.0
2523,4,0.0,,-1.0
2524,2,0.0,,-1.0
2525,4,0.0,,-1.0
2526,1,0.0,,-1.0
2527,3,0.0,,-1.0
2528,1,0.0,,-1.0
2529,1,0.0,,-1.0
252,3,0.0,,-1.0
2530,1,0.0,,-1.0
2531,1,0.0,,-1.0
2532,1,0.0,,-1.0
2533,2,0.0,,-1.0
2534,4,0.0,,-1.0
2535,3,0.0,,-1.0
2536,4,0.0,,-1.0
2537,2,0.0,,-1.0
2538,2,0.0,,-1.0
2539,3,0.0,,-1.0
253,3,0.0,,-1.0
2540,4,0.0,,-1.0
2541,1,0.0,,-1.0
2542,1,0.0,,-1.0
2543,3,0.0,,-1.0
2544,2,0.0,,-1.0
2545,4,0.0,,-1.0
2546,4,0.0,,-1.0
2547,1,0.0,,-1.0
2548,2,0.0,,-1.0
2549,2,0.0,,-1.0
254,3,0.0,,-1.0
2550,1,0.0,,-1.0
2551,1,0.0,,-1.0
2552,4,0.0,,-1.0
2553,4,0.0,,-1.0
2554,4,0.0,,-1.0
2555,4,0.0,,-1.0
2556,1,0.0,,-1.0
2557,2,0.0,,-1.0
2558,4,0.0,,-1.0
2559,4,0.0,,-1.0
255,4,0.0,,-1.0
2560,3,0.0,,-1.0
2561,4,0.0,,-1.0
2562,1,0.0,,-1.0
2563,1,0.0,,-1.0
2564,2,0.0,,-1.0
2565,1,0.0,,-1.0
2566,4,0.0,,-1.0
2567,2,0.0,,-1.0
2568,3,0.0,,-1.0
2569,2,0.0,,-1.0
256,4,0.0,,-1.0
2570,4,0.0,,-1.0
2571,3,0.0,,-1.0
2572,1,0.0,,-1.0
2573,4,0.0,,-1.0
2574,2,0.0,,-1.0
2575,1,0.0,,-1.0
2576,1,0.0,,-1.0
2577,1,0.0,,-1.0
2578,2,0.0,,-1.0
2579,2,0.0,,-1.0
257,3,0.0,,-1.0
2580,3,0.0,,-1.0
2581,1,0.0,,-1.0
2582,2,0.0,,-1.0
2583,1,0.0,,-1.0
2584,2,0.0,,-1.0
2585,1,0.0,,-1.0
2586,1,0.0,,-1.0
2587,3,0.0,,-1.0
2588,3,0.0,,-1.0
2589,2,0.0,,-1.0
258,1,0.0,,-1.0
2590,1,0.0,,-1.0
2591,1,0.0,,-1.0
2592,1,0.0,,-1.0
2593,1,0.0,,-1.0
2594,3,0.0,,-1.0
2595,2,0.0,,-1.0
2596,1,0.0,,-1.0
2597,1,0.0,,-1.0
2598,1,0.0,,-1.0
2599,1,0.0,,-1.0
259,2,0.0,,-1.0
25,3,0.0,,-1.0
2600,1,0.0,,-1.0
2601,1,0.0,,-1.0
2602,1,0.0,,-1.0
2603,1,0.0,,-1.0
2604,1,0.0,,-1.0
2605,4,0.0,,-1.0
2606,4,0.0,,-1.0
2607,1,0.0,,-1.0
2608,3,0.0,,-1.0
2609,2,0.0,,-1.0
260,1,0.0,,-1.0
2610,1,0.0,,-1.0
2611,1,0.0,,-1.0
2612,1,0.0,,-1.0
2613,1,0.0,,-1.0
2614,3,0.0,,-1.0
2615,1,0.0,,-1.0
2616,1,0.0,,-1.0
2617,2,0.0,,-1.0
2618,1,0.0,,-1.0
2619,2,0.0,,-1.0
261,3,0.0,,-1.0
2620,3,0.0,,-1.0
2621,2,0.0,,-1.0
2622,2,0.0,,-1.0
2623,1,0.0,,-1.0
2624,1,0.0,,-1.0
2625,1,0.0,,-1.0
2626,4,0.0,,-1.0
2627,4,0.0,,-1.0
2628,1,0.0,,-1.0
2629,4,0.0,,-1.0
262,1,0.0,,-1.0
2630,2,0.0,,-1.0
2631,4,0.0,,-1.0
2632,1,0.0,,-1.0
2633,1,0.0,,-1.0
2634,1,0.0,,-1.0
2635,1,0.0,,-1.0
2636,1,0.0,,-1.0
2637,1,0.0,,-1.0
2638,1,0.0,,-1.0
2639,4,0.0,,-1.0
263,1,0.0,,-1.0
2640,3,0.0,,-1.0
2641,3,0.0,,-1.0
2642,4,0.0,,-1.0
2643,3,0.0,,-1.0
2644,1,0.0,,-1.0
2645,4,0.0,,-1.0
2646,3,0.0,,-1.0
2647,2,0.0,,-1.0
2648,2,0.0,,-1.0
2649,2,0.0,,-1.0
264,1,0.0,,-1.0
2650,2,0.0,,-1.0
2651,2,0.0,,-1.0
2652,3,0.0,,-1.0
2653,4,0.0,,-1.0
2654,2,0.0,,-1.0
2655,3,0.0,,-1.0
2656,1,0.0,,-1.0
2657,2,0.0,,-1.0
2658,3,0.0,,-1.0
2659,1,0.0,,-1.0
265,1,0.0,,-1.0
2660,3,0.0,,-1.0
2661,4,0.0,,-1.0
2662,1,0.0,,-1.0
2663,1,0.0,,-1.0
2664,4,0.0,,-1.0
2665,3,0.0,,-1.0
2666,4,0.0,,-1.0
2667,3,0.0,,-1.0
2668,4,0.0,,-1.0
2669,3,0.0,,-1.0
266,4,0.0,,-1.0
2670,3,0.0,,-1.0
2671,2,0.0,,-1.0
2672,4,0.0,,-1.0
2673,2,0.0,,-1.0
2674,3,0.0,,-1.0
2675,3,0.0,,-1.0
2676,4,0.0,,-1.0
2677,3,0.0,,-1.0
2678,3,0.0,,-1.0
2679,3,0.0,,-1.0
267,1,0.0,,-1.0
2680,4,0.0,,-1.0
2681,1,0.0,,-1.0
2682,1,0.0,,-1.0
2683,4,0.0,,-1.0
2684,4,0.0,,-1.0
2685,3,0.0,,-1.0
2686,4,0.0,,-1.0
2687,4,0.0,,-1.0
2688,4,0.0,,-1.0
2689,3,0.0,,-1.0
268,3,0.0,,-1.0
2690,1,0.0,,-1.0
2691,3,0.0,,-1.0
2692,4,0.0,,-1.0
2693,2,0.0,,-1.0
2694,2,0.0,,-1.0
2695,3,0.0,,-1.0
2696,4,0.0,,-1.0
2697,2,0.0,,-1.0
2698,3,0.0,,-1.0
2699,4,0.0,,-1.0
269,2,0.0,,-1.0
26,3,0.0,,-1.0
2700,4,0.0,,-1.0
2701,4,0.0,,-1.0
2702,1,0.0,,-1.0
2703,1,0.0,,-1.0
2704,4,0.0,,-1.0
2705,4,0.0,,-1.0
2706,1,0.0,,-1.0
2707,3,0.0,,-1.0
2708,2,0.0,,-1.0
2709,3,0.0,,-1.0
270,1,0.0,,-1.0
2710,1,0.0,,-1.0
2711,3,0.0,,-1.0
2712,1,0.0,,-1.0
2713,1,0.0,,-1.0
2714,2,0.0,,-1.0
2715,1,0.0,,-1.0
