index,docName,dirName,idx,startByte,endByte,sentLen,annotsCount,text,sentiment-measured,sentiment-type,sentiment-intensity
6641,22.07.25-26605,20020427,17,1216,1299,83.0,3.0,"I am sure the American food will be just as good,"" Shuttleworth told the president.",1.0,0.0,0.791666666666
6643,22.07.25-26605,20020427,19,611,748,137.0,3.0,"Shuttleworth described his journey so far as very exciting, saying the flight had been smooth and everything was going according to plan.",1.0,0.0,0.75
6648,22.23.51-4342,20020427,4,294,439,145.0,2.0,Russian Foreign Minister Igor Ivanov is expected to receive Shaath on 30 April to discuss ways to overcome the current crisis in the Middle East.,1.0,0.0,0.0
6649,22.02.19-8239,20020429,0,2,172,170.0,2.0,"Beijing, April 29 (XINHUA) -- Lebanese Prime Minister Rafik Hariri invited Chinese entrepreneurs to invest in his country at a luncheon was held here Monday in his honor.",1.0,0.0,0.9375
6650,22.02.19-8239,20020429,1,179,452,273.0,6.0,"Hariri said that trade and exchanges between the two nations were developing, and Lebanon hoped China would become its strategic partner in trade and economy, investment and modern technology exchanges, urging a greater role from entrepreneurs in developing bilateral ties.",1.0,0.0,0.858166666666
6651,22.02.19-8239,20020429,2,748,880,132.0,4.0,"He encouraged entrepreneurs from China to invest in Lebanon, and those from Lebanon to seek more cooperation opportunities in China.",1.0,0.0,0.9375
6652,22.02.19-8239,20020429,3,459,741,282.0,5.0,"Yu Xiaosong, president of the China Council for the Promotion of International Trade (CCPIT), said trade between China and Lebanon last year surged 40 percent from the year before, and cooperation in agriculture, infrastructure and contracting projects also recorded great progress.",1.0,0.0,0.9125
6654,22.09.32-24118,20020430,0,1745,1820,75.0,6.0,Why has the United States been picking on Chavez and Bustani all this time?,1.0,1.0,0.413559851185
6655,22.09.32-24118,20020430,1,2487,2631,144.0,6.0,Even some major media in the United States have thoroughly unmasked the attitude taken by the US Government towards the cope farce in Venezuela.,1.0,1.0,0.363217732914
6656,22.09.32-24118,20020430,2,635,813,178.0,9.0,"Both the White House and the US State Department expressed ""satisfaction"" over the stepping-down of Hugo Chavez, Venezuela's constitutional president, and no one ""wept over him.""",1.0,1.0,0.364128313864
6657,22.09.32-24118,20020430,3,168,428,260.0,13.0,"Although the White House and the Pentagon have denied supporting the oppositions in Venezuela to stage this coup, the world will not be easily fooled as it can judge from the several official statements made by the US Government both before and after the coup.",1.0,1.0,0.375185368265
6658,22.09.32-24118,20020430,4,2968,3059,91.0,2.0,This reminds one of a witty remark made by US President Franklin Roosevelt in the old days.,1.0,0.0,0.0
6659,22.09.32-24118,20020430,5,1357,1512,155.0,8.0,"This special meeting was initiated by the United States, with only one single goal to fulfill, that is, instigating OPCW member states to vote out Bustani.",1.0,1.0,0.362827483935
6660,22.09.32-24118,20020430,6,3060,3294,234.0,10.0,"When questioned by a reporter ""why the United States has supported a certain cold-blooded dictator in Latin America,"" Roosevelt gave a vivid reply: This dictator ""may be a son of bitch, yet he is our (the United States) son of bitch.""",1.0,1.0,0.338215781669
6661,22.09.32-24118,20020430,7,2698,2768,70.0,6.0,"It will not be a ""coup"" so long as the United States thinks it is not!",1.0,1.0,0.390118895856
6662,22.09.32-24118,20020430,8,1106,1356,250.0,3.0,"As for the recent event in which Jose Bustani, director-general of the Organization for the Prohibition of Chemical Weapons [OPCW], was voted out of office at the organization's special plenary session, there clearly existed an ""American background.""",1.0,1.0,0.348362255119
6663,22.09.32-24118,20020430,9,2329,2480,151.0,10.0,"To the United States, what Bustani wanted to do was even more intolerable, as it would disrupt the US plan of launching a military strike against Iraq.",1.0,1.0,0.365533210188
6664,22.09.32-24118,20020430,10,1821,1979,158.0,4.0,"After Chavez took office as Venezuelan president, he has pursued an independent foreign policy, and has been out of step with the United States in many areas.",1.0,0.0,0.9685
6665,22.09.32-24118,20020430,11,1513,1738,225.0,5.0,"It has been reported that the United States had earlier held a secret meeting with a number of countries, promising to pay for their long due OPCW membership fees if they could vote according to the wish of the United States.",1.0,0.0,0.85
6666,22.09.32-24118,20020430,12,895,1099,204.0,7.0,"When Chavez resumed power, a senior US official in charge of national security commented that ""Chavez should reflect on himself,"" as ""his ship has been sailing towards a wrong direction for far too long.""",1.0,1.0,0.38985872987
6667,22.09.32-24118,20020430,13,435,634,199.0,9.0,"At the time when the abortive coup had just taken place, the United States ""did not show the slightest sympathy,"" still less ""the least regret,"" for the breaking-off of Venezuela's democratic system.",1.0,1.0,0.442282176028
6668,22.09.32-24118,20020430,14,2,167,165.0,5.0,"On the issue whether the coup farce staged in Venezuela not long ago had an ""American background,"" the world media have made many reports, comments, and conjectures.",1.0,1.0,0.374508936702
6669,22.09.32-24118,20020430,15,2632,2697,65.0,3.0,"They have pointed out: When will a ""coup"" not be called a ""coup""?",1.0,1.0,0.390248978849
6670,22.09.32-24118,20020430,16,2769,2967,198.0,7.0,"According to New York Times, the United States is inclined to put friendly faces in the Presidential Palace of Latin American nations, no matter whether or not these faces are wearing army uniforms.",1.0,1.0,0.359289226527
6671,22.09.32-24118,20020430,17,814,894,80.0,7.0,"Besides, they also claimed that Chavez ""had only himself to blame"" for the coup.",1.0,1.0,0.376876447173
6672,22.09.32-24118,20020430,18,3438,3681,243.0,10.0,"In simpler terms, the interests of the United States are always above everything else, not only above the sovereignty of other nations, but also above the so-called values of ""democracy"" and ""human rights"" that the US always likes to dwell on.",1.0,1.0,0.385045659131
6673,22.09.32-24118,20020430,19,2138,2182,44.0,5.0,All these are eyesores to the United States.,1.0,1.0,0.494315373208
6674,22.09.32-24118,20020430,20,2183,2328,145.0,3.0,"As for Bustani, he hoped that Baghdad could become a member of the OPCW so that the United Nations could conduct arms inspections in the country.",1.0,0.0,0.874666666666
6675,22.09.32-24118,20020430,21,1980,2137,157.0,2.0,"During his visits to some OPEC member states in 2000, he also paid a visit to Baghdad; meanwhile, he has all along maintained a close relationship with Cuba.",1.0,0.0,0.8125
6676,22.09.32-24118,20020430,22,3301,3437,136.0,3.0,"It turns out that in the dictionary used by the United States, the definition of a ""democratic regime"" is subjected to double standards.",1.0,1.0,0.390144912454
6677,22.09.32-24118,20020430,23,3682,3718,36.0,3.0,"Other than that, nothing will count.",1.0,1.0,0.390248978849
6681,21.59.17-14271,20020505,3,380,549,169.0,2.0,"I'm ready to go back,"" Vittori told Italian general Mario Arpino during a telephone call shortly after the Russian Soyuz space capsule made its touch-down in Kazakhstan.",1.0,0.0,0.0
6682,21.59.17-14271,20020505,4,337,379,42.0,3.0,"""It was a tough but gratifying experience.",1.0,0.0,0.90625
6686,21.59.17-14271,20020505,8,700,814,114.0,3.0,"Shuttleworth, 28, who paid the Russians 20m dollars for his jaunt in space, termed the experience ""extraordinary.""",1.0,0.0,0.75
6689,21.59.17-14271,20020505,11,1337,1539,202.0,3.0,"His training in Russia combined with his knowledge of American techniques will put him at an advantage if the role of station commander should open up in the future, he said before his training started.",1.0,0.0,0.95
6691,21.59.17-14271,20020505,13,550,699,149.0,3.0,"Russian officials said the three men, including the world's second space tourist South African millionaire Mark Shuttleworth, were in fine condition.",1.0,0.0,0.9975
6692,17.55.10-20068,20020507,0,3145,3346,201.0,7.0,"Claiming that there was ""nothing personal"", the NGOs said their concern was based on his defense of the 1987 'Ops Lalang' where more than 100 people were detained under the ISA [Internal Security Act].",1.0,1.0,0.376720347582
6693,17.55.10-20068,20020507,1,5637,5793,156.0,5.0,"In a related development, Suhakam commissioner Prof Hamdan Adnan told malaysiakini that he was disappointed with the boycott which he described as ""unfair"".",1.0,1.0,0.403257278143
6694,17.55.10-20068,20020507,2,1421,1819,398.0,5.0,"""Over the last two years, the state of human rights in Malaysia has deteriorated with increasing numbers of people detained without trial under the Internal Security Act, with blanket police ban on assemblies, with restrictions to the right of free speech and expression and with further restrictive amendments to the election laws, all of which have further denied our democratic space,"" he added.",1.0,1.0,0.390248978849
6695,17.55.10-20068,20020507,3,3353,3539,186.0,3.0,"They added that Abu Talib, during his tenure as AG [attorney general], was also instrumental for the impeachment of then Lord President Salleh Abas and five Supreme Court judges in 1988.",1.0,1.0,0.348492338112
6696,17.55.10-20068,20020507,4,2859,2961,102.0,6.0,"""This clearly undermines the independence of the Commission and will erode public's confidence on it.""",1.0,1.0,0.377240679554
6697,17.55.10-20068,20020507,5,1085,1242,157.0,10.0,The NGOs stressed the government has also failed to respect or recognise Suhakam's recommendations and also lamented the decline of human rights in Malaysia.,1.0,1.0,0.493925124229
6698,17.55.10-20068,20020507,6,479,611,132.0,4.0,"""The NGOs note with deep concern that the government has largely ignored Suhakam's maiden report and its freedom of assembly report.",1.0,1.0,0.442152093035
6699,17.55.10-20068,20020507,7,4980,5192,212.0,5.0,"""When the bill (Suhakam Act ) was tabled in the parliament, our Foreign Affairs Minister (Syed Hamid Albar) promised that this would be a positive development in protecting and promoting human rights in Malaysia.",1.0,0.0,0.89625
6700,17.55.10-20068,20020507,8,4814,4973,159.0,6.0,Ramdas said Suhakam's performance will be judged not on the number of statements issued or reports produced but on the improvement of human rights in Malaysia.,1.0,0.0,0.0
6701,17.55.10-20068,20020507,9,5800,5947,147.0,5.0,"Instead of resorting to such measures, the commissioner said the NGOs should work with Suhakam for the advancement of human rights in this country.",1.0,1.0,0.322605822515
6703,17.55.10-20068,20020507,11,4574,4807,233.0,2.0,"""We will also note to what extent Suhakam will monitor the government's compliance with previous recommendations on various human rights issues contained in its maiden report to the Parliament as well as its other reports,"" he added.",1.0,0.0,0.9375
6704,17.55.10-20068,20020507,12,5954,6100,146.0,7.0,He added the boycott could create the impression that the NGOs were acting out of self interest and are not honest about championing human rights.,1.0,1.0,0.312095116684
6705,17.55.10-20068,20020507,13,1249,1414,165.0,8.0,"Ramdas said the government's failure to adhere to the commission's recommendations creates the impression that Suhakam is nothing but ""a mere public relations tool"".",1.0,1.0,0.439680516169
6707,17.55.10-20068,20020507,15,4095,4266,171.0,6.0,"""Our concern is whether persons used to the role of policy implementors can objectively assess and critique executive policies which impinge on human rights,"" said Ramdas.",1.0,1.0,0.392720555715
6708,17.55.10-20068,20020507,16,2506,2669,163.0,10.0,"Ramdas said it was perceived that Anuar and Mehrun, instrumental behind the scathing Kesas report, were dropped for performing their duties without fear or favour.",1.0,1.0,0.442802508
6709,17.55.10-20068,20020507,17,3546,3697,151.0,2.0,The NGOs also expressed concern over the appointment of five new commissioners which has led to Suhakam being made up mostly of retired civil servants.,1.0,1.0,0.377240679554
6710,17.55.10-20068,20020507,18,2676,2852,176.0,7.0,"""The fact that three commissioners have now been axed is a clear signal to other commissioners that their tenure is dependent on whether or not they have pleased the executive.",1.0,1.0,0.324843249993
6711,17.55.10-20068,20020507,19,1826,2172,346.0,7.0,"The NGOs also noted that the government has yet to show its commitment and respect for universal human rights principles by ratifying the international instruments of human rights, namely the International Covenant on Civil and Political Rights, the International Covenant on Economic, Social and Cultural Rights and the Covenant Against Torture.",1.0,1.0,0.325207482374
6713,17.55.10-20068,20020507,21,2968,3138,170.0,6.0,"On the other hand, the NGOs said there is nothing in the public records which shows that Abu Talib was committed to protecting civil liberties and advancing human rights.",1.0,0.0,0.85
6714,17.55.10-20068,20020507,22,2212,2499,287.0,5.0,"Meanwhile, another concern raised was Suhakam's independence following the appointment of former attorney-general Abu Talib Othman as its new chairperson and the decision not to renew the appointments of three commissioners, Anuar Zainal Abidin, Prof Mehrun Siraj and Dr Salleh Mohd Nor.",1.0,1.0,0.351093997971
6715,17.55.10-20068,20020507,23,909,1078,169.0,3.0,"The Kesas report irked Mahathir after it found the police guilty of using excessive force during a mass anti-government gathering along the Kesas highway on Nov 5, 2000.",1.0,1.0,0.403257278143
6716,17.55.10-20068,20020507,24,618,902,284.0,5.0,"""Whereas the Kesas report, submitted after a public inquiry, earned the disdain and wrath of the Prime Minister (Dr Mahathir Mohamad) who summarily dismissed it as a product of `western biased',"" he said during a press conference at the Selangor Chinese Assembly Hall in Kuala Lumpur.",1.0,1.0,0.663423264042
6717,17.55.10-20068,20020507,25,5199,5286,87.0,7.0,"""We are now looking at Suhakam as an institution to fulfill this promise,"" he stressed.",1.0,0.0,0.963035714286
6718,17.55.10-20068,20020507,26,6107,6224,117.0,9.0,"""This action shows that the NGOs themselves do not acknowledge Suhakam and do not want to work with us,"" said Hamdan.",1.0,1.0,0.389884746468
6720,17.55.10-20068,20020507,28,5616,5630,14.0,2.0,Boycott unfair,1.0,1.0,0.364232380259
6721,17.55.10-20068,20020507,29,4412,4567,155.0,4.0,"""In the meantime, we will monitor the commissioners in the discharge of their statutory duties in respect of the pending complaints and inquires,"" he said.",1.0,1.0,0.377110596561
6724,17.55.10-20068,20020507,32,270,472,202.0,5.0,"Speaking on behalf of the NGOs , human rights organisation, Hakam president Ramdas Tikamdas said the boycott was to protest the government's poor response to Suhakam's numerous recommendations thus far.",1.0,1.0,0.455290475323
6744,18.02.46-24802,20020507,0,1581,1923,342.0,11.0,"However, she refrains from mentioning the elected Israeli leadership, which moved the Israeli army to occupy Palestinian cities, destroy homes over the heads of their owners, arrest thousands of innocent people, and carry out what many legal and international humanitarian circles described as war crimes or bloody massacres to say the least.",1.0,1.0,0.634596872805
6745,18.02.46-24802,20020507,1,3889,4139,250.0,7.0,"No one, no matter who it is, has the right to meddle in the Palestinian domestic affairs or to impose on the Palestinian people a leadership favored by the US Administration and the Israeli Government and tailored according to their mutual interests.",1.0,1.0,0.361370554414
6746,18.02.46-24802,20020507,2,344,406,62.0,2.0,The US legislative branch even outbade the Israeli right wing.,1.0,1.0,0.364232380259
6747,18.02.46-24802,20020507,3,4335,4492,157.0,10.0,"The calls in Washington for democracy, transparency, and corruption-free system are only made to serve US plans, not out of concern about nations' interests.",1.0,1.0,0.323152171085
6748,18.02.46-24802,20020507,4,2677,2964,287.0,9.0,"Rice is aware of the fact that President Yasir Arafat remained under siege in his headquarters in Ramallah for five months, imposed on him by the superior Israeli military in violation of all the accords that were signed by former Israeli governments and guaranteed by the United States.",1.0,1.0,0.39834014101
6749,18.02.46-24802,20020507,5,4708,4989,281.0,9.0,"The second fact is that if Washington is interested in democratic reforms in order to combat terrorism as it says it is, it should pressure the Israeli leadership to end its occupation of the Palestinian territories and stop its repressive practices against the Palestinian people.",1.0,1.0,0.350859848583
6750,18.02.46-24802,20020507,6,767,909,142.0,4.0,The Congress' resolutions and the statements made by leaders and members of the Congress revealed the US Administration's harbored intentions.,1.0,1.0,0.348492338112
6751,18.02.46-24802,20020507,7,4499,4557,58.0,3.0,"However, there are two facts that ought to be highlighted.",1.0,0.0,0.0
6752,18.02.46-24802,20020507,8,3175,3285,110.0,4.0,The US national security adviser should have called for ending the occupation and dismantling the settlements.,1.0,0.0,0.968125
6753,18.02.46-24802,20020507,9,1427,1574,147.0,6.0,"Rice attacks the Palestinian leadership, which was democratically elected, as testified by international observers, including former US presidents.",1.0,1.0,0.468168691625
6754,18.02.46-24802,20020507,10,200,337,137.0,6.0,The legislative branch took part in this oneupmanship by issuing resolutions showing full allegiance to the radical right wing in Israel.,1.0,1.0,0.38985872987
6755,18.02.46-24802,20020507,11,2307,2409,102.0,6.0,"Yet, the Palestinian leadership is denounced and attacked while the Israeli prime minister is praised.",1.0,1.0,0.338111715274
6756,18.02.46-24802,20020507,12,4558,4701,143.0,7.0,"The first is that the current Palestinian leadership represents the Palestinian people's will, political convictions, and national aspirations.",1.0,0.0,0.956071428571
6757,18.02.46-24802,20020507,13,3286,3441,155.0,8.0,"She knows for certain that this occupation and the settlements, which the Israeli government refuses to remove, represent the only major obstacle to peace.",1.0,1.0,0.40276296277
6758,18.02.46-24802,20020507,14,524,760,236.0,10.0,"Even the most radical Israeli hardliners expressed the idea of the transfer more politely than the most senior, elected US bodies, which called on the Palestinians to give up the West Bank and look for what they called another homeland.",1.0,1.0,0.31456669355
6759,18.02.46-24802,20020507,15,2410,2541,131.0,7.0,"The US president described him as a man of peace, thereby prompting the world's ridicule sometimes and denunciation at other times.",1.0,1.0,0.520331971798
6760,18.02.46-24802,20020507,16,2548,2676,128.0,5.0,"So, why do Rice and the US Administration launch campaigns against, and interfere in the affairs of, the Palestinian leadership?",1.0,1.0,0.387387153004
6761,18.02.46-24802,20020507,17,2102,2300,198.0,7.0,"The Palestinians did not attack Israeli cities, did not arrest thousands of Israeli citizens, and did not blockade their cities and villages, as was done to the Palestinian people without exception.",1.0,1.0,0.363816114681
6762,18.02.46-24802,20020507,18,2,199,197.0,6.0,It was only natural for US National Security Adviser condoleezza Rice to make statements yesterday after what can be described as a oneupmanship of rudeness was inaugurated in Washington last week.,1.0,1.0,0.39004084606
6763,18.02.46-24802,20020507,19,967,1135,168.0,5.0,"They served as a crude example of the arrogance of power and attempts to control nations' resources, dictate policies, and impose leaders through pressure and coercion.",1.0,1.0,0.442282176028
6764,18.02.46-24802,20020507,20,1142,1420,278.0,12.0,"The flagrant attack, which Condoleezza Rice launched on the Palestinian leadership yesterday, demonstrates how international dictatorship is practiced by the most powerful country on earth, which claims to be democratic and an advocate of nations' right to choose their leaders.",1.0,1.0,0.467648359653
6765,18.02.46-24802,20020507,21,4990,5160,170.0,10.0,"The United States turns a blind eye to these practices, pretending to forget that they violate human rights and are continuously denounced by the international community.",1.0,1.0,0.520071805812
6766,18.02.46-24802,20020507,22,2971,3168,197.0,6.0,"These accords explicitly stipulated that Israeli forces must not enter the Palestinian-controlled areas, which are called Areas A and cover all the Palestinian cities, naturally including Ramallah.",1.0,0.0,0.0
6767,18.02.46-24802,20020507,23,1924,2095,171.0,4.0,"A prominent Israeli official, Shim'on Peres, said when his army moved into the Janin refugee camp: ""I am afraid that a massacre may have been committed in the Janin camp.""",1.0,1.0,0.403153211749
6768,18.02.46-24802,20020507,24,3633,3882,249.0,12.0,"Moreover, the aim of these plans is to make the Palestinians yield to the dictates of the Israeli-US alliance, which seeks a mimic resolution to the Palestinian issue, which will perpetuate the occupation and facilitate the expansion of settlements.",1.0,1.0,0.346567109816
6769,18.02.46-24802,20020507,25,3448,3632,184.0,11.0,"For its part, the Palestinian leadership has always sought a just peace, not submission to plans aimed at writing off the Palestinian issue and swallowing the West Bank and Gaza Strip.",1.0,1.0,0.351015948175
6770,18.02.46-24802,20020507,26,4146,4334,188.0,7.0,Both Washington and Israel must realize that the Palestinian people are intelligent enough to read between the lines and understand the long-term aims behind Condoleezza Rice's statements.,1.0,0.0,0.0
6771,18.02.46-24802,20020507,27,910,966,56.0,2.0,Rice's statements came to dot the i's and cross the t's.,1.0,0.0,0.0
6772,18.02.46-24802,20020507,28,407,523,116.0,5.0,"If Rabbi Kahana were alive, he would have been regarded as a moderate person, compared to the US legislative branch.",1.0,1.0,0.363998230871
6773,22.11.06-28210,20020507,0,1706,1861,155.0,6.0,"Mr. Mugabe acknowledged the country's agricultural problems last week, declaring a ""state of disaster"" brought on by drought and sabotage by white farmers.",1.0,1.0,0.364102297266
6774,22.11.06-28210,20020507,1,8,246,238.0,5.0,HARARE -- Opposition leader Morgan Tsvangirai has accused Zimbabwean President Robert Mugabe of deliberately withholding food from some areas of the drought-ravaged country as punishment for not voting the correct way in March's election.,1.0,1.0,0.481307073913
6775,22.11.06-28210,20020507,2,490,662,172.0,3.0,"He also spoke about the support his country's opposition movement has received from abroad, and his pending trial on treason charges, both issues with Canadian connections.",1.0,0.0,0.958333333333
6776,22.11.06-28210,20020507,3,1044,1117,73.0,7.0,"It's part of Mugabe's grand strategy to target the MDC's supporter base.""",1.0,1.0,0.348492338112
6778,22.11.06-28210,20020507,5,3655,3706,51.0,4.0,"""It is a case of take what you can while you can. """,1.0,1.0,0.390248978849
6780,22.11.06-28210,20020507,7,2622,2828,206.0,2.0,"In the southwestern region of Matabeleland, for example, cases have been reported where people had to go through a ""cleansing"" routine to purge them of their MDC sympathies before being allowed to buy corn.",1.0,0.0,0.85
6781,22.11.06-28210,20020507,8,663,877,214.0,10.0,"But he focused on the violence and hunger that have plagued many Zimbabweans since the controversial presidential election, at least in part a state-orchestrated operation aimed at crushing the opposition, he said.",1.0,1.0,0.441683794261
6782,22.11.06-28210,20020507,9,3084,3163,79.0,2.0,"After a few days, he decides if they can be allowed to buy grain from the GMB.""",1.0,0.0,0.0
6783,22.11.06-28210,20020507,10,4339,4473,134.0,5.0,""". . . A systematic, strategic program of mass mobilization is necessary to confront a stolen victory and an illegitimate government.""",1.0,1.0,0.389988812863
6784,22.11.06-28210,20020507,11,4100,4224,124.0,7.0,"He said the violence, hunger and economic turmoil are strengthening his country's appetite for a public campaign for change.",1.0,0.0,0.895833333334
6785,22.11.06-28210,20020507,12,5116,5145,29.0,2.0,"""There is no case to answer.""",1.0,0.0,0.0
6786,22.11.06-28210,20020507,13,1325,1580,255.0,3.0,"The United Nations World Food Program warned last week that as many as 1.5 million Zimbabweans face starvation from the drought, compounded by government-sponsored invasions of white-owned commercial farms that have crippled production of maize and wheat.",1.0,1.0,0.377240679554
6787,22.11.06-28210,20020507,14,3713,3823,110.0,5.0,The opposition leader commended Canada and other countries for invoking sanctions against Mr. Mugabe's regime.,1.0,1.0,0.338215781669
6788,22.11.06-28210,20020507,15,2337,2427,90.0,3.0,"""Food is now a major issue,"" said Shari Eppel of Amani Trust, a human-rights organization.",1.0,0.0,0.0
6789,22.11.06-28210,20020507,16,1124,1218,94.0,5.0,"He said the situation is worst in southern Zimbabwe, where opposition to ZANU-PF is strongest.",1.0,1.0,0.38764731899
6791,22.11.06-28210,20020507,18,253,483,230.0,4.0,"Mr. Tsvangirai, the 50-year-old leader of the Movement for Democratic Change, alleged in an interview that a starvation policy is part of a major campaign of retribution the ruling ZANU-PF has waged against him and his supporters.",1.0,1.0,0.481307073913
6792,22.11.06-28210,20020507,19,3544,3654,110.0,5.0,"""The situation we see now is what I call the Last Supper -- it is ZANU-PF's final feast,"" Mr. Tsvangirai said.",1.0,1.0,0.390248978849
6794,22.11.06-28210,20020507,21,3895,4008,113.0,7.0,"""The international community can support us so far, but it can never remove the shackles of repression,"" he said.",1.0,1.0,0.377136613159
6796,22.11.06-28210,20020507,23,3404,3537,133.0,4.0,"He said beneficiaries of the program have included government ministers, MPs, army and police officials -- even Mr. Mugabe's in-laws.",1.0,0.0,0.0
6797,22.11.06-28210,20020507,24,946,988,42.0,4.0,"""This is just the pursuance of a vendetta.",1.0,1.0,0.494315373208
6798,22.11.06-28210,20020507,25,4668,5004,336.0,5.0,"The opposition leader has denied the charge all along, and although he was reluctant to go into depth about a case still before the courts, he did make brief reference to the prosecution's star witness, Montreal-based consultant and former Israeli intelligence agent Ari Ben-Menashe, who may or may not travel to Zimbabwe for the trial.",1.0,1.0,0.390144912454
6799,22.11.06-28210,20020507,26,2048,2192,144.0,2.0,"Because of restrictions on foreign reporters in Zimbabwe, it was impossible to obtain direct government comment on Mr. Tsvangirai's allegations.",1.0,0.0,-0.96
6800,22.11.06-28210,20020507,27,2835,3011,176.0,4.0,"""According to reports we have received, they are taken to the police to denounce the MDC, then to the war veterans, where they go through a public confession,"" Mrs. Eppel said.",1.0,1.0,0.377110596561
6802,22.11.06-28210,20020507,29,5011,5092,81.0,6.0,"""If the prosecution's key witness is reluctant to testify, how will they proceed?",1.0,1.0,0.350859848583
6803,22.11.06-28210,20020507,30,884,945,61.0,3.0,"""I feel very strongly for these people,"" Mr. Tsvangirai said.",1.0,1.0,0.421468897156
6804,22.11.06-28210,20020507,31,989,1043,54.0,3.0,The situation has escalated wildly since the election.,1.0,1.0,0.390248978849
6806,22.11.06-28210,20020507,33,3170,3397,227.0,5.0,"Meanwhile, Mr. Tsvangirai alleged, the land-reform plan, nominally launched to resettle one million poor families, is actually putting commercial farms in the hands of presidential cronies and members of the ruling party elite.",1.0,1.0,0.40055155189
6807,22.11.06-28210,20020507,34,4231,4338,107.0,7.0,"""There is no struggle without casualties, but we don't want to engineer any reckless action,"" he cautioned.",1.0,1.0,0.400395452299
6808,22.11.06-28210,20020507,35,4480,4661,181.0,5.0,"Mr. Tsvangirai also touched on his own legal battle with the government: On May 31, he is to stand trial on a charge of treason, accused of plotting to have Mr. Mugabe assassinated.",1.0,1.0,0.364232380259
6809,22.11.06-28210,20020507,36,4009,4093,84.0,4.0,"""The burden really lies with Zimbabweans to fight peacefully for their own freedom.""",1.0,1.0,0.312199183079
6810,22.11.06-28210,20020507,37,3824,3888,64.0,3.0,But he said Zimbabwe's future rests largely with its own people.,1.0,0.0,0.0
6813,21.54.31-15463,20020508,2,2963,3090,127.0,2.0,"Security forces apprehended a suspected militant, Ghulam Hassan, from Nagbal Ganderbal on the outskirts of Srinagar last night.",1.0,1.0,0.351224080964
6814,21.54.31-15463,20020508,3,436,557,121.0,2.0,"The slain militants owing allegiance to Lashker-e-Toiba have been identified as Abu Saifullah, Abu Talha and Abu Huraira.",1.0,0.0,0.8125
6828,21.54.31-15463,20020508,17,2,300,298.0,2.0,"Srinagar, May 7: Thirteen militants, including five top Lashker-e-Toiba men, two Special Police Officers and a girl were killed in militancy related incidents in the state since last evening as security forces arrested a suspected militant and recovered some explosive material from his possession.",1.0,1.0,0.351224080964
6834,21.58.34-17613,20020508,0,923,1085,162.0,9.0,"He said the US officials claim as for the countries described as ""parts of an axis of evil"" are ""unfounded"" and the US claims in this connection are ""sheer lies"".",1.0,1.0,0.49944064313
6835,21.58.34-17613,20020508,1,422,555,133.0,10.0,He strongly criticized the US war-mongering actions and tactics and said the US war-mongering has posed serious threats to the world.,1.0,1.0,0.702448161927
6836,21.58.34-17613,20020508,2,1613,1733,120.0,5.0,He said the United States is after imposing its expansionists policies under the pretext of the fight against terrorism.,1.0,1.0,0.351224080964
6837,21.58.34-17613,20020508,3,1086,1220,134.0,5.0,Reacting to the threats launched by the US president George W. Bush against Iran he condemned the United States expansionist policies.,1.0,1.0,0.598381767568
6838,21.58.34-17613,20020508,4,1410,1612,202.0,8.0,Ivashev further said the United States is after gaining superiority over Russia's nuclear capabilities and initiating an anti-missile defense system by the United States shows that country's intentions.,1.0,0.0,0.946107142857
6839,21.58.34-17613,20020508,5,216,421,205.0,10.0,"Talking to IRNA, Ivashev expressed regrets over the fact that the people in some parts of the world are indifferent toward the expansionist policies of the United States and do not proceed to condemn them.",1.0,1.0,0.453209147436
6840,21.58.34-17613,20020508,6,1221,1409,188.0,7.0,"US President George W. Bush had in his State of the Union address termed Iran, Iraq and North Korea as ""axis of evil"" and accused them of attempting to develop weapons of mass destruction.",1.0,1.0,0.546296016859
6841,21.58.34-17613,20020508,7,556,687,131.0,7.0,He said the United States has turned into an axis of evil itself and is ignoring even the resolutions issued by the United Nations.,1.0,1.0,0.442048026641
6842,21.58.34-17613,20020508,8,2,215,213.0,7.0,"Moscow, May 8, IRNA -- Deputy head of the Russian Geopolitical Research Institute Lyonid Ivashev said on Wednesday the United States sees part of an axis of evil any country which does not follow the its policies.",1.0,1.0,0.413663917579
6843,21.58.34-17613,20020508,9,796,922,126.0,3.0,"He said there are deep differences between Russia and the United Stats on a range of strategic, political and economic issues.",1.0,0.0,0.0
6844,21.58.34-17613,20020508,10,688,795,107.0,5.0,Ivashev further said Russia is to develop its relations with the Muslim nations as well as China and India.,1.0,0.0,0.9685
6846,22.11.01-7259,20020509,1,1544,1829,285.0,9.0,"Jeffrey Sachs, director for the Center for International Development at Harvard University and chairman of the WHO Commission on Macroeconomics and Health, believes developing countries should fully recognize the importance of investing in health in their overall development strategy.",1.0,0.0,0.970972222222
6850,22.11.01-7259,20020509,5,1101,1302,201.0,6.0,"""With an alarming infection growth rate in many Asian Pacific countries, care for AIDS is over-burdening the health care system and is taking away from provision of other health services,"" said Sidibe.",1.0,1.0,0.468298774618
6851,22.11.01-7259,20020509,6,1309,1537,228.0,7.0,"In countries such as China and India where AIDS was still at an early phase of the AIDS pandemic, timely control measures were critical to head off an explosive growth in infection, but these demanded heavy expenditure, he said.",1.0,1.0,0.337695449697
