,negativ,,,,,,,weak,,,,,,,,,,,ignorant,modif,strongsubj,noun,n,negative
,,active,,,,,,,,,,,,,,,,,ignore,supv,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,ill,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,ill,modif,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,ill,ly,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,ill,ly,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,ill,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,ill,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,ill,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,ill,modif,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,illegal,modif,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,illiterate,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,illness,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,illogical,modif,strongsubj,adj,n,negative
positiv,,active,,,,,,,,,,,,,,,,,illuminate,supv,strongsubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,,,illusion,noun,strongsubj,adj,n,negative
,,,passive,,,,,,,,,,,,,,,,illusion,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,illustrious,modif,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,,,imaginary,modif,strongsubj,adj,n,negative
positiv,,,passive,,,,,,,,,,,,,,,,imagination,noun,strongsubj,adj,n,neutral
positiv,,,passive,,,,,,,,,,,,,,,,imagination,noun,strongsubj,noun,n,neutral
positiv,,,,,,,,,,,,,,,,,,,imaginative,modif,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,,,imagine,supv,strongsubj,verb,y,neutral
positiv,,,,,,,,,,,,,,,,,,,immaculate,modif,strongsubj,adj,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,immature,modif,weaksubj,adj,n,negative
,,,,,,strong,,,,,,,,,,,,,immense,modif,weaksubj,adj,n,neutral
,negativ,,,,,,,,,,,,,,,,,,immoral,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,immorality,noun,strongsubj,noun,n,negative
,negativ,,,,,strong,,,,,,,,,,,,,immovable,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,impair,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,impartial,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,impartiality,noun,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,impasse,noun,strongsubj,noun,n,negative
,negativ,,passive,,hostile,,,,,,,negate,,,,,,,impatience,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,need,,impatient,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,impede,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,impediment,noun,strongsubj,noun,n,negative
,,active,,,,strong,power,,,,,,,,,,,,impel,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,imperative,modif,strongsubj,adj,n,neutral
,negativ,,,,,,,,,,,,,,,,,,imperfect,modif,weaksubj,adj,n,negative
,,,,,,strong,,,,,,,,,,,,,imperial,modif,weaksubj,adj,n,positive
,,,,,,strong,,,,,,,,,,,,,imperialist,modif,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,impersonal,modif,weaksubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,impervious,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,impetuous,modif,strongsubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,impetus,noun,weaksubj,noun,n,positive
,,,,,,,,,,,,negate,,,,,,,implausible,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,implicate,supv other,weaksubj,verb,y,negative
,negativ,active,,,,,,weak,submit,,,,,,,,need,,implore,supv,strongsubj,verb,y,both
,,,passive,,,,,,,,,,,,,,,,imply,supv,strongsubj,verb,y,neutral
positiv,,,,,,,,,,,,,,,,,,,importance,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,important,modif,weaksubj,adj,n,positive
,negativ,active,,,,strong,power,,,,,,,,,,,,impose,supv,strongsubj,verb,y,negative
,,,,,,,,,,,,negate,,,,,,,impossible,modif pfreq,weaksubj,adj,n,negative
,,,,,,,,,submit,,,negate,,,,,,,impossible,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,imprecision,modif,weaksubj,adj,n,negative
positiv,,active,,,,strong,,,,,,,,,,,,,impress,supv pfreq,weaksubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,,,impress,noun,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,impressive,modif,strongsubj,adj,n,positive
,negativ,active,,,,,power,,,,,,,,,,,,imprison,supv other,weaksubj,verb,y,negative
,negativ,,,,,,,weak,submit,,,,,,,,,,imprisonment,noun,weaksubj,noun,n,negative
,,,,,,,,,,,,negate,,,,,,,improbability,noun,strongsubj,noun,n,negative
,,,,,,,,,,,,negate,,,,,,,improbable,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,improper,modif,strongsubj,adj,n,negative
positiv,,active,,,,strong,,,,,,,,,,,,,improve,supv,weaksubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,improve,supv,weaksubj,verb,y,positive
positiv,,,passive,,,,,,,,,,,,,,,,improve,modif,weaksubj,verb,y,positive
positiv,,active,,,,strong,,,,,,,,,,,,,improvement,noun,weaksubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,impulsive,modif,strongsubj,adj,n,negative
positiv,,,,,,,power,,,,,,,,,,,,impunity,noun,weaksubj,adj,n,negative
positiv,,,,,,,power,,,,,,,,,,,,impunity,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,impure,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,impurity,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,inability,noun,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,inability,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,inaccessible,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,inaccuracy,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,submit,,,negate,,,,,,,inadequate,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,inane,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,submit,,,negate,,,,,,,incapable,modif,strongsubj,adj,n,negative
,negativ,,,,,strong,,,,,,,,,,,,persist,incessant,modif,strongsubj,adj,n,negative
,,,passive,,,,,,,,,,,,,,need,,inclination,noun,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,need,,inclination,noun,strongsubj,noun,n,positive
,negativ,,,,,,,,,,,negate,,,,,,,incompatibility,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,incompatible,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,incompatible,modif,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,incompetence,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,incompetent,modif,strongsubj,adj,n,negative
,,,,,,,,weak,,,,negate,,,,,,,incomplete,modif,weaksubj,adj,n,negative
,,,,,,,,,,,,negate,,,,,,,inconceivable,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,inconsistency,noun,weaksubj,noun,n,negative
,,,,,,,,,,,,negate,,,,,,,incontestable,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,inconvenient,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,weak,,,,negate,,,,,,,incorrect,modif,weaksubj,anypos,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,incredible,modif,strongsubj,anypos,n,positive
,,,passive,,,,,weak,submit,,,,,,,,,,indebted,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,indecent,modif,strongsubj,adj,n,negative
,,,passive,,,,,weak,,,,negate,,,,,,,indecision,noun,strongsubj,noun,n,negative
,,,passive,,,,,weak,,,,negate,,,,,,,indecisive,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,negate,,,,,,,indefinite,modif,weaksubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,independence,noun,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,independence,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,independent,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,independent,modif,weaksubj,adj,n,positive
,,,,,,strong,,,,,,,,,,,,,independent,ly,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,negate,,,,,,,indescribable,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,indeterminable,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,indeterminate,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,indicative,modif,strongsubj,adj,n,neutral
positiv,,,,,,,,,,,,,,,,,,,indicative,modif,strongsubj,noun,n,neutral
,negativ,,passive,,,,,,,,,,,,,,,,indifference,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,indifferent,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,pain,,,,indignation,noun,strongsubj,noun,n,negative
,,,,,,,,weak,,,,negate,,,,,,,indirect,modif,weaksubj,adj,n,neutral
positiv,,,,,,strong,power,,,,,,,,,,,,indispensability,noun,strongsubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,indispensable,modif,strongsubj,adj,n,positive
,,,,,,strong,,,,,,negate,,,,,,,indisputable,modif,strongsubj,adj,n,positive
,,,,,,,,,,,,negate,,,,,,,indistinct,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,individuality,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,power,,,,,,,,,,,,indomitable,modif,strongsubj,adj,n,positive
,negativ,active,,,,,,,,,,,,,,,,,indulge,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,pleasur,,,,,indulgence,noun,strongsubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,industrious,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,ineffective,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,ineffectiveness,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,ineffectual,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,ineffectualness,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,inefficiency,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,inequality,noun,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,inequality,noun,strongsubj,noun,n,negative
,,,,,,strong,,,,,,,,,,,,persist,inevitable,modif,strongsubj,adj,n,negative
,,,,,,strong,,,,,,,,,,,,persist,inevitable,modif,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,inexact,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,negate,,,,,,,inexpensive,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,negate,,,,,,,inexplicable,modif,strongsubj,adj,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,infallibility,noun,strongsubj,noun,n,positive
positiv,,,,,,strong,,,,,,negate,,,,,,,infallible,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,infamous,modif,strongsubj,adj,n,negative
positiv,,active,,,,,,,,,,,,,,,,,infer,supv,strongsubj,verb,y,neutral
positiv,,,,,,,,,,,,,,,,,,,inference,noun,weaksubj,adj,n,neutral
positiv,,,,,,,,,,,,,,,,,,,inference,noun,weaksubj,noun,n,neutral
,negativ,,,,,,,weak,,,,,,,,,,,inferior,modif,strongsubj,adj,n,negative
,negativ,,,,,,,weak,submit,,,,,,,,,,inferiority,noun,strongsubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,infest,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,inflame,supv,strongsubj,verb,y,negative
,negativ,active,,,,,,,,,,,,,,,,,inflict,supv other,strongsubj,verb,y,negative
,,,,,,strong,power,,,,,,,,,,,,influence,noun,weaksubj,adj,n,neutral
,,,,,,strong,power,,,,,,,,,,,,influence,noun,weaksubj,noun,n,neutral
,,active,,,,strong,power,,,,,,,,,,,,influence,supv,weaksubj,adj,n,neutral
,,active,,,,strong,power,,,,,,,,,,,,influence,supv,weaksubj,noun,n,neutral
,,,,,,strong,power,,,,,,,,,,,,influential,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,infraction,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,infringement,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,infuriate,supv other,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,ingenious,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,ingenuity,noun,strongsubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,ingratitude,noun,strongsubj,noun,n,negative
,,,passive,,,strong,,,,,,,,,,,,,inherent,modif,strongsubj,adj,n,neutral
,,,passive,,,strong,,,,,,,,,,,,,inherent,modif,strongsubj,noun,n,neutral
,negativ,active,,,hostile,strong,,,,,,,,,,,,,inhibit,supv,weaksubj,verb,y,negative
,negativ,,passive,,hostile,strong,,,,,,,,,,,,,inhibition,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,inhumane,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,injure,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,,injurious,modif,weaksubj,adj,n,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,,injury,noun,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,innocence,noun,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,innocence,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,innocent,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,innovative,noun,weaksubj,adj,n,positive
,,,,,,strong,,,,,,negate,,,,,,,innumerable,modif,weaksubj,adj,n,neutral
positiv,,,,,,,,,,,,,,,,,,,inquisitive,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,insane,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,insecure,modif,weaksubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,insecurity,noun,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,insecurity,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,insensible,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,insidious,modif,strongsubj,adj,n,negative
positiv,,,passive,,,,,,,,,,,,,,,,insight,noun,strongsubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,,,,,,insight,noun,strongsubj,noun,n,positive
,negativ,,,,,,,weak,,,,negate,,,,,,,insignificant,modif,weaksubj,adj,n,negative
,negativ,active,,,,,,,,,,,,,,,,,insinuate,supv,strongsubj,verb,y,negative
,,active,,,,strong,power,,,,,,,,,,,,insist,supv,strongsubj,verb,y,positive
,,active,,,,strong,power,,,,,,,,,,,,insistence,noun,weaksubj,adj,n,positive
,,active,,,,strong,power,,,,,,,,,,,,insistence,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,insistent,modif,strongsubj,adj,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,insolence,noun,strongsubj,anypos,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,insolence,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,insolent,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,inspiration,noun other,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,inspirational,modif other,strongsubj,adj,n,positive
positiv,,active,,,,strong,,,,,,,,,,,,,inspire,modif,strongsubj,verb,y,positive
positiv,,active,,affil,,strong,,,,,,,,,,,,,inspire,supv,strongsubj,verb,y,positive
,negativ,,passive,,,,,weak,,,,negate,,,,,,,instability,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,,,,,instable,modif,weaksubj,adj,n,negative
,,active,,,,strong,,,,,,,,,,,,,instrumental,modif,weaksubj,adj,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,insufficiency,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,negate,,,,,,,insufficient,modif,weaksubj,adj,n,negative
,negativ,active,,,,,,,,,,,,,,,,,insult,supv other,strongsubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,insult,supv other,strongsubj,verb,y,negative
,,,passive,,,strong,,,,,,,,,,,,,intact,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,integrity,noun,strongsubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,intelligence,noun,weaksubj,noun,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,intelligent,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,intelligible,modif,strongsubj,adj,n,positive
,,active,,,,,,,,,,,,,,,need,,intend,supv pfreq,weaksubj,verb,y,neutral
,,,passive,,,,,,,,,,,,,,,,intend,modif,weaksubj,verb,y,neutral
,,active,,,,strong,,,,,,,,,,,,,intense,modif,weaksubj,adj,n,neutral
,,active,,,,strong,,,,,,,,,,,,,intense,modif,weaksubj,noun,n,neutral
,,active,,,,strong,,,,,,,,,,,,,intensive,modif,weaksubj,adj,n,neutral
,,active,,,,,,,,,,,,,,,need,,intent,noun,weaksubj,adj,n,neutral
,,active,,,,,,,,,,,,,,,need,,intent,noun,weaksubj,noun,n,neutral
,,active,,,,,,,,,,,,,,,,,intention,noun,weaksubj,adj,n,neutral
,,active,,,,,,,,,,,,,,,,,intention,noun,weaksubj,noun,n,neutral
positiv,,active,,,,,,,,,,,,,,,,,intercede,supv,weaksubj,verb,y,positive
positiv,,,passive,,,,,,,,,,,,,,need,,interest,noun,weaksubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,,,,need,,interest,noun,weaksubj,noun,n,positive
positiv,,,passive,,,,,,,,,,,,,,need,,interest,noun,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,supv,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,supv,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,supv,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,modif modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,modif modif,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,need,,interest,modif modif,weaksubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,need,,interested,supv,weaksubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,,,,need,,interested,modif pfreq,weaksubj,adj,n,positive
,negativ,active,,,hostile,strong,,,,,,,,,,,,,interfere,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,interference,noun,weaksubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,interference,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,interrupt,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,interruption,noun,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,,,pleasur,,,,,intimacy,noun,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,intimacy,noun,strongsubj,noun,n,positive
positiv,,,passive,affil,,,,,,,,,,,,,,,intimate,modif,weaksubj,adj,n,positive
positiv,,,passive,affil,,,,,,,,,,,,,,,intimate,modif,strongsubj,verb,y,neutral
,negativ,active,,,,strong,power,,,,,,,,,,,,intimidate,supv other,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,intolerable,modif,strongsubj,adj,n,negative
,negativ,active,,,,,,,,,,,,,,,,,intoxicate,supv,weaksubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,intricate,modif,weaksubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,,,,,,intrigue,supv other,strongsubj,adj,n,positive
positiv,,,passive,,,,,,,,,,,,,,,,intrigue,supv other,strongsubj,noun,n,positive
positiv,,,passive,,,,,,,,,,,,,,,,intrigue,supv other,weaksubj,verb,y,neutral
,negativ,active,,,,,,,,,,,,,,,,,intrude,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,intrusion,noun,weaksubj,noun,n,negative
,,,passive,,,,,,,,,,,,,,,,intuitive,modif,strongsubj,adj,n,positive
,negativ,active,,,,strong,,,,,,,,,,,,,inundate,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,inundated,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,,,,,,,,,,,,invalid,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,invaluable,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,power,,,,,negate,,,,,,,invincible,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,negate,,,,,,,invisible,modif,weaksubj,adj,n,neutral
,negativ,,,,,,,,,,,negate,,,,feel,,,involuntary,modif,weaksubj,adj,n,negative
positiv,,,,,,strong,power,,,,,negate,,,,,,,invulnerable,modif,strongsubj,adj,n,positive
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,irk,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,ironic,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,irony,noun,strongsubj,anypos,n,negative
,negativ,,passive,,,,,,,,,,,,,,,,irrational,modif,strongsubj,adj,n,negative
,,,,,,strong,,,,,,negate,,,,,,,irrefutable,modif,strongsubj,adj,n,positive
,negativ,,,,,,,,,,,negate,,,,,,,irregular,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,negate,,,,,,,irregularity,noun,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,negate,,,,,need,,irresistible,modif,strongsubj,adj,n,positive
,negativ,,,,,,,weak,,,,negate,,,,,,,irresponsible,modif,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,irritable,modif,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,irritation,noun,strongsubj,adj,n,negative
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,irritation,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,isolate,modif,weaksubj,verb,y,negative
,negativ,active,,,,strong,,,,,,,,,,,,,isolate,supv,weaksubj,verb,y,negative
,negativ,active,,,,strong,,,,,,,,,,,,,jar,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,jeer,supv,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,jeer,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,jeopardize,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,jeopardy,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,jerk,noun,strongsubj,anypos,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,jerk,supv,strongsubj,anypos,y,negative
positiv,,active,,,,,,,,,,,,pleasur,,,,,jest,supv,strongsubj,verb,y,positive
,negativ,,,,,,,,,,,,,,pain,,,,jittery,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,jobless,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,joke,noun pfreq,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,joke,noun pfreq,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,joke,supv,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,joke,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,,,joke,modif,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,joke,modif,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,jolly,modif,strongsubj,anypos,y,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,joy,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,joyful,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,jubilant,modif,strongsubj,adj,n,positive
,,,,,,strong,power,,,,,,,,,,,,judgment,noun,weaksubj,adj,n,neutral
,,,,,,strong,power,,,,,,,,,,,,judgment,noun,weaksubj,noun,n,neutral
,negativ,,,,,,,,,,,,,,,,,,jumpy,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,junk,noun,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,just,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,just,modif,weaksubj,anypos,n,positive
positiv,,,,,,,,,,,,,,,,,,,just,modif,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,just,ly,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,just,ly,weaksubj,anypos,n,positive
positiv,,,,,,,,,,,,,,,,,,,just,ly,weaksubj,noun,n,positive
positiv,,,,,,,power,,,,,,,,,,,,justice,noun,weaksubj,adj,n,positive
positiv,,,,,,,power,,,,,,,,,,,,justice,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,justifiably,ly,strongsubj,anypos,y,positive
positiv,,,,,,,,,,,,,,,,,,,justification,noun,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,justify,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,keen,modif,strongsubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,keen,modif,strongsubj,noun,n,negative
positiv,,,,,,strong,,,,,,,,,,,,,keen,modif,strongsubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,kick,supv,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,kick,supv,strongsubj,noun,n,negative
,,active,,,,strong,,,,,,,,,,,,,kick,supv,strongsubj,adj,n,negative
,,active,,,,strong,,,,,,,,,,,,,kick,supv,strongsubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,kick,noun,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,kick,noun,strongsubj,noun,n,negative
