docName,dirName,idx,type,startByte,endByte,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
21.16.03-15717,20020414,144,GATE_attitude,786,857,71.0,is known for his ala Fidel Castro left-leaning anti-American philosophy,low,,,other-attitude,
21.16.03-15717,20020414,142,GATE_expressive-subjectivity,2199,2212,13.0,all-important,medium,neutral,,,
21.16.03-15717,20020414,13,GATE_expressive-subjectivity,575,595,20.0,disobeying Uncle Sam,high,negative,,,
21.16.03-15717,20020414,140,GATE_attitude,1505,1628,123.0,There is very little doubt that Chavez did not voluntarily resign his office and was in fact removed from power by the army,medium,,,arguing-pos,
21.16.03-15717,20020414,138,GATE_attitude,1171,1190,19.0,avowed pro-American,medium,,,sentiment-pos,
21.16.03-15717,20020414,9,GATE_direct-subjective,1889,1914,25.0,exert increasing pressure,medium,uncertain-both,medium,,
21.16.03-15717,20020414,7,GATE_expressive-subjectivity,1548,1563,15.0,not voluntarily,low,negative,,,
21.16.03-15717,20020414,5,GATE_direct-subjective,1850,1857,7.0,intends,low,neutral,low,,
21.16.03-15717,20020414,1,GATE_direct-subjective,560,574,14.0,a message that,low,neutral,low,,
21.16.03-15717,20020414,128,GATE_expressive-subjectivity,1075,1083,8.0,reverted,medium,uncertain-negative,,,
21.16.03-15717,20020414,120,GATE_attitude,399,421,22.0,the unilateral cut off,high,,,sentiment-neg,
21.16.03-15717,20020414,118,GATE_attitude,1030,1054,24.0,could no longer tolerate,medium,,,sentiment-neg,
21.16.03-15717,20020414,116,GATE_expressive-subjectivity,1178,1190,12.0,pro-American,medium,positive,,,
21.16.03-15717,20020414,110,GATE_expressive-subjectivity,1970,1992,22.0,wielding its authority,low,negative,,,
21.16.03-15717,20020414,108,GATE_expressive-subjectivity,1093,1105,12.0,old bullying,medium,negative,,,
21.16.03-15717,20020414,106,GATE_expressive-subjectivity,1590,1597,7.0,in fact,low,neutral,,,
21.16.03-15717,20020414,104,GATE_expressive-subjectivity,1939,1951,12.0,is concerned,low,neutral,,,
21.16.03-15717,20020414,98,GATE_expressive-subjectivity,2101,2117,16.0,front and centre,low,negative,,,
21.16.03-15717,20020414,96,GATE_expressive-subjectivity,360,378,18.0,ever-deteriorating,medium,negative,,,
21.16.03-15717,20020414,94,GATE_expressive-subjectivity,1868,1879,11.0,conspicuous,medium,negative,,,
21.16.03-15717,20020414,92,GATE_direct-subjective,2077,2090,13.0,is determined,medium,neutral,medium,,
21.16.03-15717,20020414,90,GATE_attitude,2303,2440,137.0,is a crystal-clear message and warning by the US to anyone in the world who is contemplating to use oil as a political tool in the future,high,,,arguing-pos,
21.16.03-15717,20020414,82,GATE_attitude,596,631,35.0,would have cataclysmic consequences,medium-high,,,sentiment-neg,
21.16.03-15717,20020414,76,GATE_direct-subjective,1008,1019,11.0,recognizing,low,neutral,low,,
21.16.03-15717,20020414,68,GATE_direct-subjective,899,907,8.0,requests,low,positive,low,,
21.16.03-15717,20020414,66,GATE_direct-subjective,887,895,8.0,rebuffed,medium,negative,medium,,
21.16.03-15717,20020414,62,GATE_direct-subjective,803,857,54.0,ala Fidel Castro left-leaning anti-American philosophy,high,negative,high,,
21.16.03-15717,20020414,58,GATE_attitude,887,895,8.0,rebuffed,medium-high,,,sentiment-neg,
21.16.03-15717,20020414,56,GATE_attitude,575,631,56.0,disobeying Uncle Sam would have cataclysmic consequences,high,,,sentiment-neg,
21.16.03-15717,20020414,54,GATE_attitude,356,397,41.0,the ever-deteriorating Middle East crisis,medium-high,,,sentiment-neg,
21.16.03-15717,20020414,50,GATE_attitude,557,631,74.0,is a message that disobeying Uncle Sam would have cataclysmic consequences,high,,,arguing-pos,
21.16.03-15717,20020414,46,GATE_attitude,2077,2093,16.0,is determined to,high,,,intention-pos,
21.16.03-15717,20020414,44,GATE_expressive-subjectivity,519,529,10.0,dethroning,medium,negative,,,
21.16.03-15717,20020414,42,GATE_expressive-subjectivity,2308,2321,13.0,crystal-clear,low,neutral,,,
21.16.03-15717,20020414,36,GATE_expressive-subjectivity,1110,1129,19.0,dictatorial tactics,medium,negative,,,
21.16.03-15717,20020414,34,GATE_attitude,1712,1780,68.0,was forced to resign and accept the army's non-negotiable conditions,medium,,,sentiment-neg,
21.16.03-15717,20020414,32,GATE_attitude,1889,1914,25.0,exert increasing pressure,medium,,,sentiment-pos,
21.16.03-15717,20020414,157,GATE_direct-subjective,465,475,10.0,threats by,medium,negative,medium,,
21.16.03-15717,20020414,28,GATE_attitude,1889,1914,25.0,exert increasing pressure,low-medium,,,sentiment-neg,
21.16.03-15717,20020414,26,GATE_attitude,2379,2398,19.0,is contemplating to,low,,,intention-pos,
21.16.03-15717,20020414,149,GATE_attitude,1850,1860,10.0,intends to,low-medium,,,intention-pos,
21.16.03-15717,20020414,16,GATE_expressive-subjectivity,1808,1831,23.0,more than apparent that,medium,neutral,,,
21.16.03-15717,20020414,143,GATE_expressive-subjectivity,2130,2158,28.0,intricate international game,medium,neutral,,,
21.16.03-15717,20020414,14,GATE_direct-subjective,1030,1054,24.0,could no longer tolerate,high,negative,high,,
21.16.03-15717,20020414,141,GATE_attitude,1788,1951,163.0,"In any event, it is more than apparent that the United States intends to play a conspicuous role and exert increasing pressure as far as the oil issue is concerned",medium-high,,,arguing-pos,
21.16.03-15717,20020414,139,GATE_expressive-subjectivity,1956,1961,5.0,seems,low,neutral,,,
21.16.03-15717,20020414,10,GATE_attitude,596,631,35.0,would have cataclysmic consequences,medium,,,arguing-pos,
21.16.03-15717,20020414,8,GATE_direct-subjective,1514,1531,17.0,very little doubt,medium,uncertain-neutral,medium,,
21.16.03-15717,20020414,133,GATE_direct-subjective,1686,1690,4.0,told,neutral,,neutral,,
21.16.03-15717,20020414,4,GATE_expressive-subjectivity,1755,1769,14.0,non-negotiable,low,negative,,,
21.16.03-15717,20020414,2,GATE_direct-subjective,2379,2395,16.0,is contemplating,low,neutral,low,,
21.17.08-16542,20020414,125,GATE_attitude,1230,1408,178.0,"The Palestinian people and the entire Arab World are waiting for a proof that international law protects human beings in general regardless of their color, ethnicity and religion",medium-high,,,sentiment-neg,somewhat-uncertain
21.17.08-16542,20020414,119,GATE_expressive-subjectivity,219,232,13.0,in compliance,medium,negative,,,
21.17.08-16542,20020414,117,GATE_expressive-subjectivity,1818,1834,16.0,criminals of war,high,negative,,,
21.17.08-16542,20020414,115,GATE_expressive-subjectivity,1515,1528,13.0,not selective,medium,positive,,,
21.17.08-16542,20020414,113,GATE_direct-subjective,1747,1753,6.0,expect,medium,neutral,medium,,
21.17.08-16542,20020414,111,GATE_attitude,1468,1613,145.0,"are waiting to see that international laws are not selective and that they are not applied for political, cultural and ideological considerations",medium,,,sentiment-neg,somewhat-uncertain
21.17.08-16542,20020414,109,GATE_attitude,750,802,52.0,is committing crimes of war against the Palestinians,high,,,arguing-pos,
21.17.08-16542,20020414,105,GATE_attitude,750,802,52.0,is committing crimes of war against the Palestinians,high,,,sentiment-neg,
21.17.08-16542,20020414,99,GATE_attitude,238,247,9.0,decisions,low,,,other-attitude,
21.17.08-16542,20020414,97,GATE_attitude,1441,1449,8.0,tolerate,low,,,agree-pos,somewhat-uncertain
21.17.08-16542,20020414,87,GATE_attitude,86,177,91.0,have committed dozens of premeditated massacres against the civilian Palestinian population,high-extreme,,,sentiment-neg,
21.17.08-16542,20020414,83,GATE_expressive-subjectivity,852,861,9.0,just like,low,neutral,,,
21.17.08-16542,20020414,81,GATE_expressive-subjectivity,1450,1463,13.0,crimes of war,high,negative,,,
21.17.08-16542,20020414,79,GATE_expressive-subjectivity,701,725,24.0,a crime against humanity,high,negative,,,
21.17.08-16542,20020414,77,GATE_expressive-subjectivity,1348,1358,10.0,in general,low,neutral,,,
21.17.08-16542,20020414,75,GATE_direct-subjective,1468,1486,18.0,are waiting to see,low,neutral,low,,
21.17.08-16542,20020414,63,GATE_direct-subjective,1441,1449,8.0,tolerate,low,neutral,low,,
21.17.08-16542,20020414,59,GATE_direct-subjective,238,247,9.0,decisions,low,neutral,low,,
21.17.08-16542,20020414,51,GATE_attitude,807,909,102.0,should be tried by an international tribunal just like the governments of Rwanda and former Yugoslavia,medium,,,arguing-pos,
21.17.08-16542,20020414,49,GATE_attitude,1818,1834,16.0,criminals of war,high,,,sentiment-neg,
21.17.08-16542,20020414,43,GATE_expressive-subjectivity,645,693,48.0,killed in masses and buried in collective graves,high,negative,,,
21.17.08-16542,20020414,41,GATE_expressive-subjectivity,1430,1440,10.0,should not,medium,neutral,,,
21.17.08-16542,20020414,39,GATE_expressive-subjectivity,764,777,13.0,crimes of war,medium,negative,,,
21.17.08-16542,20020414,37,GATE_direct-subjective,1039,1051,12.0,the approval,low,positive,low,,
21.17.08-16542,20020414,33,GATE_direct-subjective,297,313,16.0,are masterminded,medium,negative,medium,,
21.17.08-16542,20020414,29,GATE_direct-subjective,1279,1290,11.0,are waiting,low,neutral,low,,
21.17.08-16542,20020414,148,GATE_attitude,297,368,71.0,are masterminded by high level Israeli officials including Shimon Peres,medium-high,,,arguing-pos,
21.17.08-16542,20020414,146,GATE_attitude,192,275,83.0,is planned and implemented in compliance with decisions from Israeli field marshals,medium,,,arguing-pos,
21.17.08-16542,20020414,9,GATE_attitude,1039,1051,12.0,the approval,medium,,,sentiment-pos,
21.17.08-16542,20020414,7,GATE_expressive-subjectivity,184,191,7.0,carnage,high,negative,,,
21.17.08-16542,20020414,5,GATE_expressive-subjectivity,807,816,9.0,should be,medium,neutral,,,
21.17.08-16542,20020414,132,GATE_attitude,1153,1222,69.0,will not need a Security Council resolution to establish the tribunal,low,,,arguing-neg,
21.17.08-16542,20020414,3,GATE_expressive-subjectivity,1667,1684,17.0,following closely,low,neutral,,,
21.17.08-16542,20020414,130,GATE_direct-subjective,1664,1684,20.0,is following closely,low,positive,low,,
21.17.08-16542,20020414,128,GATE_attitude,1685,1742,57.0,what is happening in the occupied Palestinian territories,low,,,other-attitude,
21.17.08-16542,20020414,126,GATE_attitude,1747,1875,128.0,expect the World Community to take a step toward referring the Israeli criminals of war to the permanent tribunal for war crimes,high,,,sentiment-neg,
21.17.08-16542,20020414,124,GATE_attitude,698,725,27.0,is a crime against humanity,high,,,arguing-pos,
21.17.08-16542,20020414,120,GATE_expressive-subjectivity,111,133,22.0,premeditated massacres,extreme,negative,,,
21.17.08-16542,20020414,118,GATE_expressive-subjectivity,1153,1166,13.0,will not need,medium,neutral,,,
21.17.08-16542,20020414,116,GATE_expressive-subjectivity,301,313,12.0,masterminded,medium,negative,,,
21.17.08-16542,20020414,102,GATE_attitude,628,693,65.0,People are being killed in masses and buried in collective graves,high-extreme,,,sentiment-neg,
21.17.08-16542,20020414,82,GATE_expressive-subjectivity,286,296,10.0,atrocities,high,negative,,,
21.17.08-16542,20020414,80,GATE_expressive-subjectivity,370,380,10.0,That's why,low,neutral,,,
21.17.08-16542,20020414,78,GATE_expressive-subjectivity,101,107,6.0,dozens,low,neutral,,,
21.17.08-16542,20020414,74,GATE_attitude,1747,1875,128.0,expect the World Community to take a step toward referring the Israeli criminals of war to the permanent tribunal for war crimes,low-medium,,,arguing-pos,somewhat-uncertain
21.17.08-16542,20020414,70,GATE_attitude,297,313,16.0,are masterminded,low-medium,,,intention-pos,very-uncertain
21.17.08-16542,20020414,68,GATE_attitude,1279,1294,15.0,are waiting for,low-medium,,,sentiment-pos,very-uncertain
21.17.08-16542,20020414,66,GATE_attitude,1468,1482,14.0,are waiting to,low-medium,,,sentiment-pos,somewhat-uncertain
21.17.08-16542,20020414,60,GATE_attitude,286,296,10.0,atrocities,high,,,sentiment-neg,
21.17.08-16542,20020414,58,GATE_attitude,277,316,39.0,Israel's atrocities are masterminded by,medium,,,sentiment-neg,
21.17.08-16542,20020414,56,GATE_attitude,179,191,12.0,This carnage,high,,,sentiment-neg,
21.17.08-16542,20020414,44,GATE_expressive-subjectivity,1359,1372,13.0,regardless of,medium,neutral,,,
21.17.08-16542,20020414,42,GATE_expressive-subjectivity,1547,1613,66.0,"not applied for political, cultural and ideological considerations",medium,negative,,,
21.17.08-16542,20020414,40,GATE_expressive-subjectivity,1139,1149,10.0,This means,low,neutral,,,
21.17.08-16542,20020414,30,GATE_direct-subjective,192,202,10.0,is planned,low,neutral,low,,
21.17.08-16542,20020414,151,GATE_attitude,695,725,30.0,It is a crime against humanity,high-extreme,,,sentiment-neg,
21.17.08-16542,20020414,149,GATE_attitude,1430,1463,33.0,should not tolerate crimes of war,medium,,,arguing-neg,
21.17.08-16542,20020414,20,GATE_attitude,179,252,73.0,This carnage is planned and implemented in compliance with decisions from,high,,,sentiment-neg,
21.17.08-16542,20020414,145,GATE_attitude,375,490,115.0,s why they declared the reoccupied Palestinian cities closed military areas into which media people are not allowed,medium,,,arguing-pos,
21.17.08-16542,20020414,16,GATE_attitude,1144,1222,78.0,means we will not need a Security Council resolution to establish the tribunal,low,,,arguing-pos,
21.17.08-16542,20020414,14,GATE_attitude,192,202,10.0,is planned,low,,,intention-pos,
21.17.08-16542,20020414,135,GATE_attitude,534,626,92.0,is being repeated on a larger scale in various parts of the occupied Palestinian territories,medium-high,,,arguing-pos,
21.17.08-16542,20020414,6,GATE_expressive-subjectivity,498,569,71.0,What happened in Bosnia Herzegovina is being repeated on a larger scale,medium,negative,,,
21.17.08-16542,20020414,4,GATE_expressive-subjectivity,57,65,8.0,confirms,medium,neutral,,,
21.17.08-16542,20020414,2,GATE_expressive-subjectivity,1297,1347,50.0,proof that international law protects human beings,medium,negative,,,
21.33.22-7140,20020415,101,GATE_expressive-subjectivity,1190,1197,7.0,However,low,neutral,,,
21.33.22-7140,20020415,206,GATE_expressive-subjectivity,3040,3070,30.0,It is impossible not to wonder,medium,neutral,,,
21.33.22-7140,20020415,77,GATE_expressive-subjectivity,2420,2431,11.0,For example,low,neutral,,,
21.33.22-7140,20020415,65,GATE_expressive-subjectivity,1221,1242,21.0,overcame all problems,medium,uncertain-neutral,,,
21.33.22-7140,20020415,41,GATE_expressive-subjectivity,4183,4217,34.0,have great importance symbolically,medium,neutral,,,
21.33.22-7140,20020415,166,GATE_expressive-subjectivity,2324,2418,94.0,success of Western Europe after World War II laid in its creation of the good neighborly field,low,positive,,,
21.33.22-7140,20020415,162,GATE_direct-subjective,3373,3380,7.0,defined,neutral,,neutral,,
21.33.22-7140,20020415,158,GATE_expressive-subjectivity,1952,1992,40.0,were not the antithesis of globalization,low,uncertain-neutral,,,
21.33.22-7140,20020415,29,GATE_expressive-subjectivity,2273,2307,34.0,formation of good neighborly field,low,positive,,,
21.33.22-7140,20020415,154,GATE_expressive-subjectivity,4305,4314,9.0,will show,low,neutral,,,
21.33.22-7140,20020415,150,GATE_direct-subjective,3890,3897,7.0,However,low,,,,
21.33.22-7140,20020415,146,GATE_direct-subjective,1201,1212,11.0,do not mean,low,neutral,low,,
21.33.22-7140,20020415,1,GATE_direct-subjective,1244,1246,2.0,We,low,,,,
21.33.22-7140,20020415,114,GATE_direct-subjective,1190,1197,7.0,However,low,,,,
21.33.22-7140,20020415,106,GATE_expressive-subjectivity,2871,2911,40.0,power of the globalization were stronger,medium,neutral,,,
21.33.22-7140,20020415,98,GATE_direct-subjective,3098,3104,6.0,Europe,low,,,,
21.33.22-7140,20020415,223,GATE_direct-subjective,2420,2423,3.0,For,medium,,,,
21.33.22-7140,20020415,86,GATE_expressive-subjectivity,3017,3038,21.0,is a story of success,medium,positive,,,
21.33.22-7140,20020415,211,GATE_direct-subjective,3040,3042,2.0,It,medium,,,,
21.33.22-7140,20020415,78,GATE_direct-subjective,2857,2861,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,203,GATE_direct-subjective,3269,3280,11.0,do not know,low,neutral,low,,
21.33.22-7140,20020415,199,GATE_direct-subjective,2699,2705,6.0,stated,neutral,,neutral,,
21.33.22-7140,20020415,187,GATE_expressive-subjectivity,3650,3676,26.0,great economic performance,medium,positive,,,
21.33.22-7140,20020415,58,GATE_expressive-subjectivity,477,512,35.0,will make an important contribution,medium,positive,,,
21.33.22-7140,20020415,171,GATE_expressive-subjectivity,761,773,12.0,For instance,low,neutral,,,
21.33.22-7140,20020415,163,GATE_direct-subjective,1026,1030,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,34,GATE_direct-subjective,1317,1321,4.0,plan,low,neutral,low,,
21.33.22-7140,20020415,30,GATE_expressive-subjectivity,1247,1267,20.0,should act carefully,low,uncertain-positive,,,
21.33.22-7140,20020415,151,GATE_direct-subjective,2312,2316,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,18,GATE_expressive-subjectivity,3899,3917,18.0,it could be better,low,negative,,,
21.33.22-7140,20020415,135,GATE_expressive-subjectivity,3105,3129,24.0,should not be considered,low,neutral,,,
21.33.22-7140,20020415,2,GATE_direct-subjective,4221,4226,5.0,hoped,medium,positive,medium,,
21.33.22-7140,20020415,103,GATE_direct-subjective,4329,4356,27.0,convey the message of peace,low,positive,low,,
21.33.22-7140,20020415,99,GATE_direct-subjective,4128,4132,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,87,GATE_expressive-subjectivity,3446,3448,2.0,if,low,neutral,,,
21.33.22-7140,20020415,192,GATE_expressive-subjectivity,581,620,39.0,formation of good economic neighborhood,medium,positive,,,
21.33.22-7140,20020415,184,GATE_direct-subjective,570,574,4.0,call,neutral,,neutral,,
21.33.22-7140,20020415,55,GATE_expressive-subjectivity,1052,1065,13.0,could benefit,low,positive,,,
21.33.22-7140,20020415,51,GATE_direct-subjective,3432,3440,8.0,believed,low,neutral,low,,
21.33.22-7140,20020415,47,GATE_expressive-subjectivity,3398,3417,19.0,an interesting idea,low,positive,,,
21.33.22-7140,20020415,164,GATE_expressive-subjectivity,3536,3552,16.0,would contribute,low,positive,,,
21.33.22-7140,20020415,35,GATE_expressive-subjectivity,2752,2767,15.0,would also come,low,neutral,,,
21.33.22-7140,20020415,31,GATE_direct-subjective,1272,1280,8.0,envisage,low,neutral,low,,
21.33.22-7140,20020415,19,GATE_expressive-subjectivity,2521,2548,27.0,suffering from difficulties,medium,negative,,,
21.33.22-7140,20020415,132,GATE_expressive-subjectivity,3767,3780,13.0,unfortunately,low,negative,,,
21.33.22-7140,20020415,3,GATE_direct-subjective,4300,4304,4.0,This,low,,,,
21.33.22-7140,20020415,124,GATE_direct-subjective,2237,2244,7.0,defined,neutral,,neutral,,
21.33.22-7140,20020415,120,GATE_expressive-subjectivity,2800,2824,24.0,was effective especially,medium,uncertain-positive,,,
21.33.22-7140,20020415,108,GATE_direct-subjective,422,426,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,213,GATE_expressive-subjectivity,2483,2492,9.0,therefore,low,neutral,,,
21.33.22-7140,20020415,76,GATE_direct-subjective,1859,1867,8.0,has said,neutral,,neutral,,
21.33.22-7140,20020415,193,GATE_direct-subjective,3759,3763,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,40,GATE_direct-subjective,2962,2976,14.0,went on saying,neutral,,neutral,,
21.33.22-7140,20020415,32,GATE_direct-subjective,3619,3625,6.0,stated,neutral,,neutral,,
21.33.22-7140,20020415,153,GATE_expressive-subjectivity,2447,2477,30.0,is not a good neighborly field,medium,negative,,,
21.33.22-7140,20020415,20,GATE_direct-subjective,2565,2569,4.0,said,neutral,,neutral,,
21.33.22-7140,20020415,129,GATE_expressive-subjectivity,2627,2693,66.0,"was not a loss for the other regional countries, but was a benefit",low,neutral,,,
21.38.12-11637,20020415,125,GATE_attitude,1111,1155,44.0,reveal that his popularity had not collapsed,low,,,arguing-neg,somewhat-uncertain
21.38.12-11637,20020415,121,GATE_expressive-subjectivity,210,227,17.0,may or may not be,medium,neutral,,,
21.38.12-11637,20020415,117,GATE_attitude,2384,2394,10.0,understand,low-medium,,,other-attitude,
21.38.12-11637,20020415,113,GATE_expressive-subjectivity,1479,1497,18.0,even more meteoric,high,negative,,,
21.38.12-11637,20020415,101,GATE_expressive-subjectivity,2598,2614,16.0,improve the fate,high,positive,,,
21.38.12-11637,20020415,93,GATE_direct-subjective,2350,2360,10.0,to rethink,low,neutral,low,,
21.38.12-11637,20020415,85,GATE_direct-subjective,2496,2509,13.0,to understand,low,neutral,low,,
21.38.12-11637,20020415,194,GATE_direct-subjective,900,909,9.0,decisions,low,neutral,low,,
21.38.12-11637,20020415,65,GATE_attitude,317,325,8.0,pleasure,medium,,,sentiment-pos,
21.38.12-11637,20020415,57,GATE_expressive-subjectivity,2747,2759,12.0,All of which,low,neutral,,,
21.38.12-11637,20020415,182,GATE_direct-subjective,210,244,34.0,may or may not be to the liking of,medium,both,medium,,
21.38.12-11637,20020415,49,GATE_direct-subjective,2362,2379,17.0,to set priorities,low,neutral,low,,
21.38.12-11637,20020415,174,GATE_attitude,1737,1787,50.0,will undoubtedly leave deep wounds in armed forces,high,,,arguing-pos,
21.38.12-11637,20020415,41,GATE_direct-subjective,1802,1830,28.0,have not given up their wish,medium,positive,medium,,
21.38.12-11637,20020415,166,GATE_attitude,468,472,4.0,want,medium,,,sentiment-pos,
21.38.12-11637,20020415,37,GATE_direct-subjective,1685,1696,11.0,uncertainty,medium,neutral,medium,,
21.38.12-11637,20020415,33,GATE_attitude,317,343,26.0,pleasure at the ousting of,medium,,,sentiment-neg,
21.38.12-11637,20020415,29,GATE_attitude,2353,2360,7.0,rethink,low,,,other-attitude,
21.38.12-11637,20020415,154,GATE_expressive-subjectivity,2761,2773,12.0,incidentally,low,neutral,,,
21.38.12-11637,20020415,25,GATE_expressive-subjectivity,676,685,9.0,above all,low,neutral,,,
21.38.12-11637,20020415,21,GATE_attitude,1788,1878,90.0,which clearly have not given up their wish to exert a decisive influence in political life,medium,,,arguing-neg,
21.38.12-11637,20020415,146,GATE_expressive-subjectivity,2201,2209,8.0,crushing,medium,negative,,,
21.38.12-11637,20020415,17,GATE_expressive-subjectivity,1220,1234,14.0,could have led,low,neutral,,,
21.38.12-11637,20020415,142,GATE_expressive-subjectivity,1742,1753,11.0,undoubtedly,high,neutral,,,
21.38.12-11637,20020415,134,GATE_expressive-subjectivity,827,837,10.0,instead of,low,negative,,,
21.38.12-11637,20020415,5,GATE_attitude,413,431,18.0,has the support of,medium,,,sentiment-pos,
21.38.12-11637,20020415,130,GATE_attitude,720,888,168.0,"taken to visiting dictators like Castro or Saddam Husayn and writing to terrorists like the famous Carlos, instead of meeting his promises of prosperity and fair shares",medium,,,sentiment-neg,
21.38.12-11637,20020415,118,GATE_attitude,1479,1497,18.0,even more meteoric,high,,,other-attitude,
21.38.12-11637,20020415,114,GATE_expressive-subjectivity,1303,1316,13.0,proliferation,medium,neutral,,,
21.38.12-11637,20020415,110,GATE_attitude,2525,2745,220.0,"is a Western country where there is no reason for it to be impossible to improve the fate of the Venezuelans and eradicate the eternal scourge of corruption, within a framework comparable to that of the rest of the world",high,,,arguing-pos,
21.38.12-11637,20020415,98,GATE_expressive-subjectivity,2432,2440,8.0,even for,low,neutral,,,
21.38.12-11637,20020415,94,GATE_expressive-subjectivity,1240,1256,16.0,serious division,medium,negative,,,
21.38.12-11637,20020415,86,GATE_attitude,2416,2447,31.0,no longer works even for Havana,medium,,,arguing-neg,
21.38.12-11637,20020415,78,GATE_attitude,596,606,10.0,Criticisms,medium,,,sentiment-neg,
21.38.12-11637,20020415,74,GATE_attitude,2747,2831,84.0,"All of which, incidentally, is something of which Chavez has done very little so far",high,,,sentiment-neg,
21.38.12-11637,20020415,62,GATE_attitude,1278,1430,152.0,This possibility and the proliferation of expressions of support for the overthrown leader among the military officers made a change of course advisable,medium,,,arguing-pos,
21.38.12-11637,20020415,58,GATE_expressive-subjectivity,1794,1801,7.0,clearly,medium,neutral,,,
21.38.12-11637,20020415,171,GATE_attitude,2018,2053,35.0,does not come out of it well either,medium,,,sentiment-neg,
21.38.12-11637,20020415,167,GATE_attitude,1802,1830,28.0,have not given up their wish,medium,,,sentiment-pos,
21.38.12-11637,20020415,38,GATE_expressive-subjectivity,1421,1430,9.0,advisable,medium,positive,,,
21.38.12-11637,20020415,34,GATE_expressive-subjectivity,2076,2100,24.0,too is seriously damaged,high,negative,,,
21.38.12-11637,20020415,26,GATE_expressive-subjectivity,2416,2431,15.0,no longer works,medium,negative,,,
21.38.12-11637,20020415,151,GATE_attitude,2316,2745,429.0,"It is time for the former officer to rethink, to set priorities, to understand that the Cuban model no longer works even for Havana, to give up, as he has promised, revanchism and to understand that Venezuela is a Western country where there is no reason for it to be impossible to improve the fate of the Venezuelans and eradicate the eternal scourge of corruption, within a framework comparable to that of the rest of the world",high,,,arguing-pos,
21.38.12-11637,20020415,22,GATE_attitude,1760,1774,14.0,deep wounds in,high,,,sentiment-neg,
21.38.12-11637,20020415,147,GATE_expressive-subjectivity,1059,1087,28.0,more demagogy than arguments,high,negative,,,
21.38.12-11637,20020415,14,GATE_attitude,1320,1346,26.0,expressions of support for,low-medium,,,sentiment-pos,
21.38.12-11637,20020415,139,GATE_direct-subjective,596,606,10.0,Criticisms,medium,negative,medium,,
21.38.12-11637,20020415,10,GATE_expressive-subjectivity,2316,2326,10.0,It is time,low,neutral,,,
21.38.12-11637,20020415,135,GATE_direct-subjective,1760,1774,14.0,deep wounds in,high,negative,high,,
21.38.12-11637,20020415,6,GATE_attitude,2083,2100,17.0,seriously damaged,medium-high,,,sentiment-neg,
21.38.12-11637,20020415,131,GATE_direct-subjective,282,325,43.0,shared to some extent Washington's pleasure,low,both,low,,
21.38.12-11637,20020415,2,GATE_attitude,1054,1087,33.0,used more demagogy than arguments,high,,,sentiment-neg,
21.38.12-11637,20020415,127,GATE_expressive-subjectivity,2055,2058,3.0,But,low,neutral,,,
21.38.12-11637,20020415,119,GATE_attitude,1220,1276,56.0,could have led to a serious division of the armed forces,low-medium,,,speculation,
21.38.12-11637,20020415,115,GATE_expressive-subjectivity,575,583,8.0,confused,medium,negative,,,
21.38.12-11637,20020415,111,GATE_attitude,1802,1830,28.0,have not given up their wish,medium,,,intention-pos,
21.38.12-11637,20020415,107,GATE_expressive-subjectivity,2804,2831,27.0,has done very little so far,medium,negative,,,
21.38.12-11637,20020415,99,GATE_attitude,2080,2231,151.0,is seriously damaged by his links to the groups of armed followers who left a score of dead in Thursday's ! [1! 1 April] crushing of the demonstrations,medium-high,,,arguing-pos,
21.38.12-11637,20020415,95,GATE_direct-subjective,1320,1342,22.0,expressions of support,medium,positive,medium,,
21.38.12-11637,20020415,75,GATE_expressive-subjectivity,890,899,9.0,Debatable,medium,negative,,,
21.38.12-11637,20020415,71,GATE_attitude,210,275,65.0,may or may not be to the liking of the Western foreign ministries,medium,,,speculation,
21.38.12-11637,20020415,67,GATE_attitude,2467,2479,12.0,has promised,medium,,,intention-pos,
21.38.12-11637,20020415,63,GATE_attitude,900,909,9.0,decisions,low,,,other-attitude,
21.38.12-11637,20020415,188,GATE_direct-subjective,2467,2479,12.0,has promised,medium,neutral,medium,,
21.38.12-11637,20020415,184,GATE_direct-subjective,468,472,4.0,want,medium,positive,medium,,
21.38.12-11637,20020415,55,GATE_attitude,2652,2670,18.0,eternal scourge of,high-extreme,,,sentiment-neg,
21.38.12-11637,20020415,180,GATE_direct-subjective,317,325,8.0,pleasure,medium,both,medium,,
21.38.12-11637,20020415,47,GATE_direct-subjective,421,428,7.0,support,medium,positive,medium,,
21.38.12-11637,20020415,35,GATE_direct-subjective,2381,2394,13.0,to understand,low,neutral,low,,
21.38.12-11637,20020415,31,GATE_expressive-subjectivity,2552,2594,42.0,there is no reason for it to be impossible,high,positive,,,
21.38.12-11637,20020415,156,GATE_expressive-subjectivity,2261,2291,30.0,will have to tackle the future,medium,neutral,,,
21.38.12-11637,20020415,148,GATE_attitude,1685,1696,11.0,uncertainty,low-medium,,,sentiment-neg,
